"Województwo","Powiat","Gmina","Teryt","Liczba.wyborców.uprawnionych.do.głosowania","Komisja.otrzymała.kart.do.głosowania","Nie.wykorzystano.kart.do.głosowania","Liczba.wyborców..którym.wydano.karty.do.głosowania","Liczba.wyborców.głosujących.przez.pełnomocnika","Liczba.wyborców.głosujących.na.podstawie.zaświadczenia","Liczba.wyborców..którym.wysłano.pakiety.wyborcze","Liczba.otrzymanych.kopert.zwrotnych","w.których.nie.było.oświadczenia","w.których.oświadczenie.nie.było.podpisane","w.których.nie.było.koperty.na.kartę.do.głosowania","w.których.znajdowała.się.niezaklejona.koperta","Liczba.kopert.na.kartę.do.głosowania.wrzuconych.do.urny","Liczba.kart.wyjętych.z.urny","w.tym.liczba.kart.wyjętych.z.kopert","Liczba.kart.nieważnych","Liczba.kart.ważnych","Liczba.głosów.nieważnych","Liczba.głosów.ważnych","Andrzej.Sebastian.DUDA","Bronisław.Maria.KOMOROWSKI"
"kujawsko-pomorskie","aleksandrowski","gm. Aleksandrów Kujawski","040104",8898,7719,3494,4225,2,12,1,1,0,0,0,0,1,4226,1,0,4226,62,4164,2310,1854
"kujawsko-pomorskie","aleksandrowski","gm. Raciążek","040107",2559,2407,1089,1318,0,11,0,0,0,0,0,0,0,1318,0,0,1318,11,1307,669,638
"kujawsko-pomorskie","aleksandrowski","m. Aleksandrów Kujawski","040101",9965,8659,3425,5234,4,66,7,7,0,0,0,0,7,5241,7,0,5241,74,5167,2186,2981
"kujawsko-pomorskie","aleksandrowski","m. Ciechocinek","040102",11383,8196,890,7306,4,1189,6,4,0,0,0,0,4,7309,4,0,7309,98,7211,3128,4083
"kujawsko-pomorskie","aleksandrowski","gm. Bądkowo","040105",3536,3020,1303,1717,2,22,0,0,0,0,0,0,0,1717,0,0,1717,38,1679,904,775
"kujawsko-pomorskie","aleksandrowski","m. Nieszawa","040103",1616,1502,639,863,2,13,0,0,0,0,0,0,0,863,0,0,863,11,852,405,447
"kujawsko-pomorskie","aleksandrowski","gm. Koneck","040106",2686,2201,987,1214,2,3,0,0,0,0,0,0,0,1214,0,0,1214,24,1190,736,454
"kujawsko-pomorskie","brodnicki","gm. Bobrowo","040202",5048,4356,1969,2387,0,18,4,4,0,0,0,0,4,2391,4,0,2391,26,2365,1169,1196
"kujawsko-pomorskie","brodnicki","gm. Świedziebnia","040209",4166,3610,1699,1911,0,16,0,0,0,0,0,0,0,1911,0,0,1911,17,1894,1153,741
"kujawsko-pomorskie","brodnicki","gm. Jabłonowo Pomorskie","040207",7139,6212,3026,3186,1,22,0,0,0,0,0,0,0,3185,0,0,3185,80,3105,1585,1520
"kujawsko-pomorskie","brodnicki","gm. Górzno","040205",3180,2702,1125,1577,0,19,0,0,0,0,0,0,0,1577,0,0,1577,18,1559,901,658
"kujawsko-pomorskie","brodnicki","gm. Brodnica","040203",5930,5007,2151,2856,1,18,1,0,0,0,0,0,0,2856,0,0,2856,39,2817,1382,1435
"kujawsko-pomorskie","brodnicki","gm. Brzozie","040204",2928,2503,991,1512,0,22,1,1,0,0,0,0,1,1513,1,0,1513,28,1485,900,585
"kujawsko-pomorskie","brodnicki","gm. Bartniczka","040206",3661,3205,1408,1797,0,12,0,0,0,0,0,0,0,1797,0,0,1797,20,1777,1009,768
"kujawsko-pomorskie","brodnicki","m. Brodnica","040201",21571,18186,6680,11505,12,149,3,3,0,0,0,0,3,11509,3,0,11509,186,11323,5095,6228
"kujawsko-pomorskie","brodnicki","gm. Zbiczno","040210",3867,3200,1222,1978,1,48,0,0,0,0,0,0,0,1978,0,0,1978,23,1955,903,1052
"kujawsko-pomorskie","brodnicki","gm. Osiek","040208",3218,2804,1394,1410,1,4,0,0,0,0,0,0,0,1410,0,0,1410,26,1384,823,561
"kujawsko-pomorskie","bydgoski","gm. Nowa Wieś Wielka","040305",7429,6504,2727,3777,2,26,6,6,0,0,0,0,6,3783,6,0,3783,64,3719,1523,2196
"kujawsko-pomorskie","bydgoski","gm. Białe Błota","040301",14593,12309,3633,8676,2,72,3,3,0,0,0,0,3,8677,3,0,8677,141,8536,3201,5335
"kujawsko-pomorskie","bydgoski","gm. Sicienko","040307",7754,6776,2687,4089,2,44,11,11,1,0,0,0,10,4099,10,0,4099,55,4044,1522,2522
"kujawsko-pomorskie","bydgoski","gm. Osielsko","040306",9375,7996,1973,6023,2,98,4,4,1,0,0,0,3,6026,3,0,6026,87,5939,1911,4028
"kujawsko-pomorskie","bydgoski","gm. Koronowo","040304",19365,16762,7582,9180,3,113,0,0,0,0,0,0,0,9180,0,0,9180,100,9080,3656,5424
"kujawsko-pomorskie","bydgoski","gm. Dobrcz","040303",8456,7204,2798,4406,2,47,2,2,0,0,0,0,2,4408,2,0,4408,56,4352,1841,2511
"kujawsko-pomorskie","bydgoski","gm. Solec Kujawski","040308",12819,11193,4376,6817,14,73,3,3,0,0,0,0,3,6819,3,4,6815,123,6692,2688,4004
"kujawsko-pomorskie","bydgoski","gm. Dąbrowa Chełmińska","040302",6190,5406,2510,2896,0,20,0,0,0,0,0,0,0,2896,0,0,2896,49,2847,1301,1546
"kujawsko-pomorskie","chełmiński","gm. Unisław","040407",5377,4700,2110,2590,1,9,2,2,0,0,0,0,2,2592,2,0,2592,40,2552,1250,1302
"kujawsko-pomorskie","chełmiński","gm. Chełmno","040402",4413,3798,1977,1821,0,12,0,0,0,0,0,0,0,1820,0,0,1820,28,1792,809,983
"kujawsko-pomorskie","chełmiński","gm. Papowo Biskupie","040405",3453,3006,1530,1476,1,4,0,0,0,0,0,0,0,1476,0,0,1476,23,1453,662,791
"kujawsko-pomorskie","chełmiński","gm. Stolno","040406",4060,3509,1583,1926,1,11,1,1,0,0,0,0,1,1927,1,0,1927,17,1910,939,971
"kujawsko-pomorskie","chełmiński","gm. Kijewo Królewskie","040403",3496,3002,1332,1670,0,9,0,0,0,0,0,0,0,1670,0,0,1670,18,1652,776,876
"kujawsko-pomorskie","chełmiński","gm. Lisewo","040404",4085,3587,1714,1872,0,40,0,0,0,0,0,0,0,1873,0,0,1873,27,1846,882,964
"kujawsko-pomorskie","chełmiński","m. Chełmno","040401",15299,13640,5637,8003,3,60,8,5,0,0,0,0,5,8008,5,0,8008,115,7893,2944,4949
"kujawsko-pomorskie","golubsko-dobrzyński","m. Golub-Dobrzyń","040501",9971,8794,3769,5026,3,65,8,8,0,0,0,0,8,5033,8,0,5033,67,4966,2408,2558
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Golub-Dobrzyń","040503",6914,5902,2815,3087,3,21,0,0,0,0,0,0,0,3087,0,0,3087,31,3056,1727,1329
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Kowalewo Pomorskie","040504",9123,7805,3438,4367,6,40,1,1,0,0,0,0,1,4368,1,0,4368,63,4305,2146,2159
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Radomin","040505",3317,2904,1320,1583,0,7,1,1,0,0,0,0,1,1585,1,0,1585,18,1567,1057,510
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Ciechocin","040502",3166,2696,1167,1529,1,10,1,1,0,0,0,0,1,1530,1,0,1530,13,1517,940,577
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Zbójno","040506",3462,3097,1602,1495,1,1,0,0,0,0,0,0,0,1495,0,0,1495,13,1482,819,663
"kujawsko-pomorskie","grudziądzki","gm. Radzyń Chełmiński","040604",3788,3302,1761,1542,3,15,0,0,0,0,0,0,0,1542,0,0,1542,27,1515,756,759
"kujawsko-pomorskie","grudziądzki","gm. Łasin","040603",6420,5671,2733,2938,0,25,3,3,0,0,0,0,3,2941,3,0,2941,36,2905,1311,1594
"kujawsko-pomorskie","grudziądzki","gm. Świecie nad Osą","040606",3326,2888,1489,1399,2,8,0,0,0,0,0,0,0,1399,0,0,1399,23,1376,703,673
"kujawsko-pomorskie","grudziądzki","gm. Gruta","040602",5214,4603,2154,2449,0,14,0,0,0,0,0,0,0,2449,0,0,2449,27,2422,1142,1280
"kujawsko-pomorskie","grudziądzki","gm. Rogóźno","040605",3219,2700,1227,1473,0,6,2,2,0,0,0,0,2,1475,2,0,1475,10,1465,764,701
"kujawsko-pomorskie","grudziądzki","gm. Grudziądz","040601",9234,7903,3373,4530,3,30,1,1,0,0,0,0,1,4531,1,0,4531,40,4491,1993,2498
"kujawsko-pomorskie","inowrocławski","gm. Inowrocław","040704",9262,7918,3365,4553,0,23,0,0,0,0,0,0,0,4553,0,0,4553,68,4485,2116,2369
"kujawsko-pomorskie","inowrocławski","gm. Rojewo","040708",3683,3203,1470,1733,0,13,0,0,0,0,0,0,0,1733,0,0,1733,36,1697,966,731
"kujawsko-pomorskie","inowrocławski","gm. Pakość","040707",7904,6916,2923,3993,2,21,1,1,0,0,0,0,1,3994,1,0,3994,57,3937,1788,2149
"kujawsko-pomorskie","inowrocławski","gm. Gniewkowo","040703",11405,10099,4665,5435,2,38,0,0,0,0,0,0,0,5434,0,0,5434,94,5340,2487,2853
"kujawsko-pomorskie","inowrocławski","gm. Janikowo","040705",10870,9614,4248,5366,2,30,0,0,0,0,0,0,0,5366,0,0,5366,85,5281,2642,2639
"kujawsko-pomorskie","inowrocławski","gm. Kruszwica","040706",15711,13594,5787,7807,4,86,4,4,0,0,0,0,4,7811,4,0,7811,98,7713,3711,4002
"kujawsko-pomorskie","inowrocławski","m. Inowrocław","040701",61076,53565,19931,33634,16,602,16,16,0,0,1,0,15,33648,15,0,33648,507,33141,12863,20278
"kujawsko-pomorskie","inowrocławski","gm. Dąbrowa Biskupia","040702",4057,3587,1837,1750,0,6,2,2,0,0,0,0,2,1752,2,0,1752,30,1722,883,839
"kujawsko-pomorskie","inowrocławski","gm. Złotniki Kujawskie","040709",7310,6310,2796,3514,0,25,2,2,0,0,0,0,2,3516,2,0,3516,57,3459,1565,1894
"kujawsko-pomorskie","lipnowski","m. Lipno","040801",11483,10257,4544,5713,1,41,3,3,0,0,0,0,3,5716,3,0,5716,84,5632,2885,2747
"kujawsko-pomorskie","lipnowski","gm. Skępe","040807",6024,5233,2351,2882,14,61,2,0,0,0,0,0,0,2882,0,0,2882,38,2844,1473,1371
"kujawsko-pomorskie","lipnowski","gm. Lipno","040806",9172,7809,3834,3975,0,38,1,1,0,0,0,0,1,3975,1,0,3975,58,3917,2195,1722
"kujawsko-pomorskie","lipnowski","gm. Bobrowniki","040802",2455,2200,1053,1147,0,8,0,0,0,0,0,0,0,1147,0,0,1147,18,1129,550,579
"kujawsko-pomorskie","lipnowski","gm. Tłuchowo","040808",3636,3202,1558,1644,2,20,0,0,0,0,0,0,0,1644,0,0,1644,26,1618,1047,571
"kujawsko-pomorskie","lipnowski","gm. Wielgie","040809",5252,4711,2410,2301,2,11,0,0,0,0,0,0,0,2301,0,0,2301,40,2261,1278,983
"kujawsko-pomorskie","lipnowski","gm. Dobrzyń nad Wisłą","040804",6294,5517,2736,2781,6,25,0,0,0,0,0,0,0,2781,0,0,2781,47,2734,1490,1244
"kujawsko-pomorskie","lipnowski","gm. Kikół","040805",5717,4991,2532,2459,2,31,0,0,0,0,0,0,0,2459,0,0,2459,38,2421,1282,1139
"kujawsko-pomorskie","lipnowski","gm. Chrostkowo","040803",2416,2000,1015,985,0,5,0,0,0,0,0,0,0,985,0,0,985,7,978,608,370
"kujawsko-pomorskie","mogileński","gm. Strzelno","040904",9576,8272,3501,4771,6,42,0,0,0,0,0,0,0,4771,0,0,4771,58,4713,2036,2677
"kujawsko-pomorskie","mogileński","gm. Dąbrowa","040901",3704,3206,1530,1676,0,14,0,0,0,0,0,0,0,1676,0,0,1676,13,1663,798,865
"kujawsko-pomorskie","mogileński","gm. Mogilno","040903",19954,17243,7165,10078,3,100,6,6,0,0,0,0,6,10084,6,0,10084,147,9937,4392,5545
"kujawsko-pomorskie","mogileński","gm. Jeziora Wielkie","040902",3991,3602,1789,1813,2,27,0,0,0,0,0,0,0,1813,0,0,1813,23,1790,923,867
"kujawsko-pomorskie","nakielski","gm. Nakło nad Notecią","041003",25820,23009,9517,13492,5,163,3,3,0,0,0,0,3,13491,3,2,13489,201,13288,5071,8217
"kujawsko-pomorskie","nakielski","gm. Szubin","041005",18700,15994,6441,9553,5,73,1,1,0,0,0,0,1,9554,1,0,9554,127,9427,3765,5662
"kujawsko-pomorskie","nakielski","gm. Sadki","041004",5679,4802,2036,2766,0,13,0,0,0,0,0,0,0,2765,0,0,2765,38,2727,1177,1550
"kujawsko-pomorskie","nakielski","gm. Kcynia","041001",10641,9307,4188,5119,3,25,0,0,0,0,0,0,0,5118,0,0,5118,62,5056,2079,2977
"kujawsko-pomorskie","nakielski","gm. Mrocza","041002",7145,6104,2697,3407,2,25,0,0,0,0,0,0,0,3407,0,0,3407,46,3361,1336,2025
"kujawsko-pomorskie","radziejowski","gm. Topólka","041107",4108,3506,1543,1964,0,44,1,1,0,0,0,0,1,1965,1,0,1965,15,1950,1027,923
"kujawsko-pomorskie","radziejowski","gm. Radziejów","041106",3602,3099,1369,1730,3,6,0,0,0,0,0,0,0,1730,0,0,1730,23,1707,1046,661
"kujawsko-pomorskie","radziejowski","gm. Piotrków Kujawski","041105",7662,6549,2926,3623,2,32,0,0,0,0,0,0,0,3623,0,2,3621,40,3581,2098,1483
"kujawsko-pomorskie","radziejowski","gm. Dobre","041103",4483,3902,1778,2124,5,8,1,1,0,0,0,0,1,2125,1,0,2125,29,2096,1214,882
"kujawsko-pomorskie","radziejowski","gm. Osięciny","041104",6461,5606,2571,3035,8,22,0,0,0,0,0,0,0,3034,0,0,3034,44,2990,1720,1270
"kujawsko-pomorskie","radziejowski","m. Radziejów","041101",4820,4112,1507,2605,2,39,2,2,0,0,0,0,2,2607,2,0,2607,33,2574,1278,1296
"kujawsko-pomorskie","radziejowski","gm. Bytoń","041102",3105,2596,1129,1467,2,19,0,0,0,0,0,0,0,1467,0,0,1467,23,1444,892,552
"kujawsko-pomorskie","rypiński","gm. Wąpielsk","041206",3306,2902,1439,1463,0,9,0,0,0,0,0,0,0,1463,0,0,1463,15,1448,819,629
"kujawsko-pomorskie","rypiński","gm. Rogowo","041203",3868,3305,1642,1664,0,25,0,0,0,0,0,0,0,1664,0,0,1664,39,1625,1064,561
"kujawsko-pomorskie","rypiński","gm. Rypin","041204",5912,5008,2512,2496,1,25,0,0,0,0,0,0,0,2496,0,0,2496,30,2466,1353,1113
"kujawsko-pomorskie","rypiński","m. Rypin","041201",13043,11505,4749,6756,11,63,3,3,0,0,0,0,3,6759,3,0,6759,98,6661,3118,3543
"kujawsko-pomorskie","rypiński","gm. Brzuze","041202",4305,3635,1770,1865,0,21,0,0,0,0,0,0,0,1865,0,0,1865,27,1838,1031,807
"kujawsko-pomorskie","rypiński","gm. Skrwilno","041205",4844,4206,2003,2203,4,29,0,0,0,0,0,0,0,2203,0,0,2203,21,2182,1481,701
"kujawsko-pomorskie","sępoleński","gm. Więcbork","041304",10371,9176,4256,4920,8,47,3,3,0,0,0,0,3,4923,3,0,4923,55,4868,1995,2873
"kujawsko-pomorskie","sępoleński","gm. Kamień Krajeński","041301",5436,4773,2151,2622,1,22,0,0,0,0,0,0,0,2622,0,0,2622,31,2591,1051,1540
"kujawsko-pomorskie","sępoleński","gm. Sośno","041303",4012,3353,1610,1743,1,19,1,1,0,0,0,0,1,1744,1,0,1744,15,1729,734,995
"kujawsko-pomorskie","sępoleński","gm. Sępólno Krajeńskie","041302",12492,10822,4521,6301,7,72,0,0,0,0,0,0,0,6301,0,0,6301,74,6227,2293,3934
"kujawsko-pomorskie","świecki","gm. Drzycim","041403",3982,3399,1510,1889,4,10,0,0,0,0,0,0,0,1889,0,0,1889,13,1876,938,938
"kujawsko-pomorskie","świecki","gm. Świekatowo","041410",2801,2403,1031,1372,0,14,0,0,0,0,0,0,0,1372,0,0,1372,25,1347,616,731
"kujawsko-pomorskie","świecki","gm. Lniano","041405",3308,2799,1056,1743,1,6,0,0,0,0,0,0,0,1743,0,0,1743,19,1724,817,907
"kujawsko-pomorskie","świecki","gm. Jeżewo","041404",6208,5400,2372,3027,3,32,5,5,0,0,0,0,5,3033,5,3,3030,41,2989,1457,1532
"kujawsko-pomorskie","świecki","gm. Bukowiec","041401",3985,3407,1593,1814,1,15,0,0,0,0,0,0,0,1814,0,0,1814,30,1784,900,884
"kujawsko-pomorskie","świecki","gm. Warlubie","041411",5053,4302,2147,2155,1,40,5,5,0,0,0,0,5,2160,5,0,2160,26,2134,1002,1132
"kujawsko-pomorskie","świecki","gm. Dragacz","041402",5814,4803,2086,2717,4,113,0,0,0,0,0,0,0,2717,0,1,2716,41,2675,1142,1533
"kujawsko-pomorskie","świecki","gm. Pruszcz","041408",7454,6490,2660,3830,5,25,0,0,0,0,0,0,0,3830,0,0,3830,58,3772,1615,2157
"kujawsko-pomorskie","świecki","gm. Świecie","041409",26625,23145,9458,13687,4,92,13,12,0,0,0,0,12,13699,12,0,13699,157,13542,4968,8574
"kujawsko-pomorskie","świecki","gm. Nowe","041406",8319,7296,3729,3567,3,22,5,5,0,0,0,0,5,3571,5,0,3571,42,3529,1278,2251
"kujawsko-pomorskie","świecki","gm. Osie","041407",4335,3704,1595,2109,0,55,0,0,0,0,0,0,0,2109,0,0,2109,25,2084,792,1292
"kujawsko-pomorskie","toruński","gm. Wielka Nieszawka","041508",3634,3391,1343,2048,1,26,1,1,0,0,0,0,1,2048,1,0,2048,34,2014,826,1188
"kujawsko-pomorskie","toruński","gm. Lubicz","041504",14401,12410,4420,7990,1,93,11,11,0,0,0,0,11,8001,11,4,7997,95,7902,3873,4029
"kujawsko-pomorskie","toruński","gm. Łysomice","041506",7375,6400,2628,3772,0,36,2,2,0,0,0,0,2,3774,2,0,3774,52,3722,1791,1931
"kujawsko-pomorskie","toruński","gm. Zławieś Wielka","041509",9990,8499,3381,5118,1,51,7,7,2,0,0,0,5,5123,5,0,5123,74,5049,2187,2862
"kujawsko-pomorskie","toruński","gm. Czernikowo","041503",6992,6002,2942,3060,6,32,1,1,0,0,0,0,1,3061,1,0,3061,42,3019,1536,1483
"kujawsko-pomorskie","toruński","gm. Obrowo","041507",11197,9501,3425,6076,1,43,2,2,0,0,0,0,2,6077,2,0,6077,101,5976,2909,3067
"kujawsko-pomorskie","toruński","gm. Łubianka","041505",5137,4505,1804,2701,0,21,1,1,0,0,0,0,1,2702,1,0,2702,53,2649,1301,1348
"kujawsko-pomorskie","toruński","m. Chełmża","041501",11463,9915,4546,5369,9,73,6,5,0,0,0,0,5,5374,5,0,5374,66,5308,2333,2975
"kujawsko-pomorskie","toruński","gm. Chełmża","041502",7673,6705,3325,3380,0,17,0,0,0,0,0,0,0,3380,0,0,3380,67,3313,1693,1620
"kujawsko-pomorskie","tucholski","gm. Śliwice","041605",4373,3602,1212,2390,0,60,0,0,0,0,0,0,0,2390,0,0,2390,26,2364,1227,1137
"kujawsko-pomorskie","tucholski","gm. Lubiewo","041604",4615,3910,1424,2486,1,31,1,0,0,0,0,0,0,2486,0,0,2486,22,2464,1235,1229
"kujawsko-pomorskie","tucholski","gm. Kęsowo","041603",3541,2900,1199,1701,1,13,0,0,0,0,0,0,0,1701,0,0,1701,25,1676,791,885
"kujawsko-pomorskie","tucholski","gm. Gostycyn","041602",4131,3505,1435,2070,1,31,7,7,0,0,0,0,7,2077,7,0,2077,29,2048,1007,1041
"kujawsko-pomorskie","tucholski","gm. Tuchola","041606",15930,13945,5321,8624,4,145,2,2,0,0,0,0,2,8626,2,0,8626,113,8513,3779,4734
"kujawsko-pomorskie","tucholski","gm. Cekcyn","041601",5287,4610,1937,2673,6,62,0,0,0,0,0,0,0,2673,0,0,2673,31,2642,1155,1487
"kujawsko-pomorskie","wąbrzeski","m. Wąbrzeźno","041701",10784,9386,3982,5405,3,36,4,4,0,0,0,0,4,5407,4,0,5407,66,5341,1936,3405
"kujawsko-pomorskie","wąbrzeski","gm. Książki","041703",3381,2801,1287,1514,1,22,0,0,0,0,0,0,0,1514,0,0,1514,25,1489,727,762
"kujawsko-pomorskie","wąbrzeski","gm. Wąbrzeźno","041705",6785,5800,2952,2848,1,19,0,0,0,0,0,0,0,2848,0,0,2848,41,2807,1329,1478
"kujawsko-pomorskie","wąbrzeski","gm. Płużnica","041704",3894,3403,1669,1734,3,10,0,0,0,0,0,0,0,1734,0,0,1734,57,1677,737,940
"kujawsko-pomorskie","wąbrzeski","gm. Dębowa Łąka","041702",2544,2200,1089,1111,0,5,0,0,0,0,0,0,0,1111,0,0,1111,8,1103,529,574
"kujawsko-pomorskie","włocławski","gm. Baruchowo","041802",2918,2447,1170,1277,0,46,0,0,0,0,0,0,0,1277,0,0,1277,13,1264,676,588
"kujawsko-pomorskie","włocławski","gm. Kowal","041809",3212,2803,1401,1402,0,14,0,0,0,0,0,0,0,1402,0,0,1402,10,1392,817,575
"kujawsko-pomorskie","włocławski","m. Kowal","041801",2905,2585,1037,1548,4,16,0,0,0,0,0,0,0,1548,0,0,1548,35,1513,725,788
"kujawsko-pomorskie","włocławski","gm. Izbica Kujawska","041808",6163,5312,2699,2613,2,21,0,0,0,0,0,0,0,2613,0,0,2613,42,2571,1746,825
"kujawsko-pomorskie","włocławski","gm. Choceń","041805",6521,5771,3113,2658,10,14,0,0,0,0,0,0,0,2658,0,0,2658,45,2613,1332,1281
"kujawsko-pomorskie","włocławski","gm. Chodecz","041806",5158,4300,2159,2141,1,60,0,0,0,0,0,0,0,2141,0,0,2141,31,2110,1190,920
"kujawsko-pomorskie","włocławski","gm. Brześć Kujawski","041804",9267,8009,3843,4166,1,74,1,1,0,1,0,0,0,4166,0,0,4166,69,4097,1927,2170
"kujawsko-pomorskie","włocławski","gm. Boniewo","041803",2793,2400,1103,1297,2,9,0,0,0,0,0,0,0,1296,0,0,1296,16,1280,733,547
"kujawsko-pomorskie","włocławski","gm. Lubraniec","041812",8043,6912,2990,3921,1,28,0,0,0,0,0,0,0,3922,0,0,3922,49,3873,2154,1719
"kujawsko-pomorskie","włocławski","gm. Lubień Kujawski","041811",6075,5329,2705,2624,0,17,0,0,0,0,0,0,0,2624,0,0,2624,44,2580,1520,1060
"kujawsko-pomorskie","włocławski","gm. Fabianki","041807",7587,6691,3332,3359,1,22,0,0,0,0,0,0,0,3359,0,0,3359,34,3325,1410,1915
"kujawsko-pomorskie","włocławski","gm. Lubanie","041810",3758,3104,1286,1818,5,5,0,0,0,0,0,0,0,1818,0,0,1818,21,1797,1186,611
"kujawsko-pomorskie","włocławski","gm. Włocławek","041813",5623,4904,2124,2780,1,24,4,4,0,0,0,0,4,2784,4,0,2784,67,2717,1300,1417
"kujawsko-pomorskie","żniński","gm. Barcin","041901",11552,9913,4242,5671,2,25,5,5,0,0,0,0,5,5676,5,0,5676,70,5606,1998,3608
"kujawsko-pomorskie","żniński","gm. Żnin","041906",19556,16988,6952,10036,5,86,2,2,0,0,0,0,2,10038,2,0,10038,173,9865,4422,5443
"kujawsko-pomorskie","żniński","gm. Gąsawa","041902",4243,3603,1408,2195,5,41,0,0,0,0,0,0,0,2195,0,0,2195,34,2161,1066,1095
"kujawsko-pomorskie","żniński","gm. Janowiec Wielkopolski","041903",7320,6489,2932,3557,3,37,2,2,0,0,0,0,2,3559,2,0,3559,56,3503,1432,2071
"kujawsko-pomorskie","żniński","gm. Rogowo","041905",5451,4699,1936,2763,1,28,1,1,0,0,0,0,1,2763,1,0,2763,40,2723,1235,1488
"kujawsko-pomorskie","żniński","gm. Łabiszyn","041904",7692,6626,2937,3689,0,41,0,0,0,0,0,0,0,3689,0,0,3689,66,3623,1625,1998
"kujawsko-pomorskie","m. Bydgoszcz","m. Bydgoszcz","046101",278713,241104,80792,160312,71,1981,168,154,4,0,1,0,149,160438,149,15,160423,2334,158089,61587,96502
"kujawsko-pomorskie","m. Grudziądz","m. Grudziądz","046201",74155,64895,26081,38812,20,331,34,31,0,0,0,0,31,38843,31,3,38840,611,38229,14674,23555
"kujawsko-pomorskie","m. Toruń","m. Toruń","046301",156518,136381,43811,92568,36,1809,76,69,1,0,0,0,68,92628,68,3,92625,1482,91143,37854,53289
"kujawsko-pomorskie","m. Włocławek","m. Włocławek","046401",90798,79576,32088,47488,13,361,23,21,0,0,0,0,21,47494,21,4,47490,840,46650,18662,27988
"lubelskie","bialski","m. Międzyrzec Podlaski","060101",13673,12087,4324,7763,4,95,0,0,0,0,0,0,0,7763,0,0,7763,96,7667,4934,2733
"lubelskie","bialski","gm. Sosnówka","060115",2166,2000,1017,983,0,10,0,0,0,0,0,0,0,983,0,0,983,9,974,632,342
"lubelskie","bialski","gm. Międzyrzec Podlaski","060110",8111,7145,2667,4478,1,35,0,0,0,0,0,0,0,4478,0,0,4478,41,4437,3447,990
"lubelskie","bialski","gm. Rokitno","060112",2544,2310,1100,1210,0,34,0,0,0,0,0,0,0,1210,0,0,1210,19,1191,743,448
"lubelskie","bialski","gm. Zalesie","060119",3553,3161,1465,1696,1,20,0,0,0,0,0,0,0,1696,0,0,1696,19,1677,1088,589
"lubelskie","bialski","gm. Piszczac","060111",5884,5175,2436,2739,1,23,0,0,0,0,0,0,0,2739,0,0,2739,41,2698,1865,833
"lubelskie","bialski","gm. Łomazy","060109",4182,3786,1527,2259,2,39,0,0,0,0,0,0,0,2259,0,0,2259,38,2221,1463,758
"lubelskie","bialski","gm. Wisznice","060118",4119,3695,1600,2095,4,18,0,0,0,0,0,0,0,2094,0,0,2094,21,2073,1294,779
"lubelskie","bialski","gm. Janów Podlaski","060105",4263,3787,1715,2072,0,41,1,1,0,0,0,0,1,2071,1,0,2071,34,2037,1271,766
"lubelskie","bialski","gm. Leśna Podlaska","060108",3422,3115,1329,1786,6,15,0,0,0,0,0,0,0,1786,0,0,1786,22,1764,1218,546
"lubelskie","bialski","gm. Tuczna","060117",2675,2407,1202,1205,0,31,0,0,0,0,0,0,0,1205,0,0,1205,14,1191,785,406
"lubelskie","bialski","gm. Sławatycze","060114",2015,1811,802,1009,0,19,0,0,0,0,0,0,0,1009,0,0,1009,11,998,487,511
"lubelskie","bialski","gm. Konstantynów","060107",3265,3001,1338,1663,1,22,0,0,0,0,0,0,0,1663,0,0,1663,28,1635,1029,606
"lubelskie","bialski","gm. Terespol","060116",5406,4825,1937,2888,2,31,0,0,0,0,0,0,0,2888,0,0,2888,32,2856,1906,950
"lubelskie","bialski","gm. Rossosz","060113",1898,1720,689,1031,0,18,0,0,0,0,0,0,0,1031,0,0,1031,20,1011,742,269
"lubelskie","bialski","m. Terespol","060102",4588,4037,1539,2498,1,35,1,1,0,0,0,0,1,2499,1,0,2499,44,2455,1384,1071
"lubelskie","bialski","gm. Drelów","060104",4423,3933,1857,2076,2,26,0,0,0,0,0,0,0,2076,0,0,2076,31,2045,1474,571
"lubelskie","bialski","gm. Biała Podlaska","060103",10626,9495,3692,5803,0,63,2,2,0,0,0,0,2,5805,2,0,5805,113,5692,3408,2284
"lubelskie","bialski","gm. Kodeń","060106",3307,2968,1237,1731,9,91,0,0,0,0,0,0,0,1731,0,0,1731,35,1696,903,793
"lubelskie","biłgorajski","gm. Obsza","060210",3461,2903,1112,1791,0,17,0,0,0,0,0,0,0,1791,0,0,1791,15,1776,1450,326
"lubelskie","biłgorajski","gm. Aleksandrów","060202",2546,2103,720,1383,0,24,0,0,0,0,0,0,0,1383,0,0,1383,7,1376,1148,228
"lubelskie","biłgorajski","gm. Tarnogród","060212",5485,4859,1861,2998,2,40,0,0,0,0,0,0,0,2998,0,0,2998,40,2958,2251,707
"lubelskie","biłgorajski","gm. Biłgoraj","060203",10319,9125,3519,5606,2,46,0,0,0,0,0,0,0,5606,0,0,5606,75,5531,4540,991
"lubelskie","biłgorajski","m. Biłgoraj","060201",21353,18806,6981,11825,9,142,3,2,0,0,0,0,2,11827,2,0,11827,138,11689,7513,4176
