"Województwo","Powiat","Gmina","Teryt","Liczba.wyborców.uprawnionych.do.głosowania","Komisja.otrzymała.kart.do.głosowania","Nie.wykorzystano.kart.do.głosowania","Liczba.wyborców..którym.wydano.karty.do.głosowania","Liczba.wyborców.głosujących.przez.pełnomocnika","Liczba.wyborców.głosujących.na.podstawie.zaświadczenia","Liczba.wyborców..którym.wysłano.pakiety.wyborcze","Liczba.otrzymanych.kopert.zwrotnych","w.których.nie.było.oświadczenia","w.których.oświadczenie.nie.było.podpisane","w.których.nie.było.koperty.na.kartę.do.głosowania","w.których.znajdowała.się.niezaklejona.koperta","Liczba.kopert.na.kartę.do.głosowania.wrzuconych.do.urny","Liczba.kart.wyjętych.z.urny","w.tym.liczba.kart.wyjętych.z.kopert","Liczba.kart.nieważnych","Liczba.kart.ważnych","Liczba.głosów.nieważnych","Liczba.głosów.ważnych","Andrzej.Sebastian.DUDA","Bronisław.Maria.KOMOROWSKI"
"lubelskie","świdnicki ","gm. Mełgiew","061702",7224,6191,2148,4043,1,32,0,0,0,0,0,0,0,4043,0,0,4043,78,3965,2940,1025
"lubelskie","świdnicki ","gm. Trawniki","061705",7227,6100,2740,3360,1,27,2,1,0,0,0,0,1,3361,1,0,3361,54,3307,2380,927
"lubelskie","tomaszowski ","gm. Łaszczów","061806",5228,4643,2105,2538,2,16,0,0,0,0,0,0,0,2538,0,0,2538,37,2501,1780,721
"lubelskie","tomaszowski ","gm. Bełżec","061802",2721,2401,1170,1231,3,15,0,0,0,0,0,0,0,1231,0,0,1231,20,1211,834,377
"lubelskie","tomaszowski ","gm. Telatyn","061810",3448,3001,1413,1588,3,18,1,0,0,0,0,0,0,1587,0,0,1587,19,1568,1156,412
"lubelskie","tomaszowski ","gm. Lubycza Królewska","061805",5265,4501,2486,2015,1,40,3,1,1,0,0,0,0,2015,0,0,2015,36,1979,1248,731
"lubelskie","tomaszowski ","gm. Tarnawatka","061809",3214,2897,1262,1635,1,16,0,0,0,0,0,0,0,1635,0,0,1635,23,1612,1280,332
"lubelskie","tomaszowski ","gm. Rachanie","061807",4487,3800,1580,2220,0,20,0,0,0,0,0,0,0,2220,0,0,2220,28,2192,1724,468
"lubelskie","tomaszowski ","gm. Jarczów","061803",2937,2500,1044,1456,0,18,0,0,0,0,0,0,0,1456,0,0,1456,13,1443,1129,314
"lubelskie","tomaszowski ","gm. Tomaszów Lubelski","061811",9009,7892,3380,4512,0,42,1,1,0,0,0,0,1,4513,1,0,4513,51,4462,3355,1107
"lubelskie","tomaszowski ","gm. Krynice","061804",2804,2401,959,1442,2,15,0,0,0,0,0,0,0,1442,0,0,1442,24,1418,1072,346
"lubelskie","tomaszowski ","gm. Tyszowce","061812",4786,4392,2139,2253,8,19,0,0,0,0,0,0,0,2253,0,0,2253,27,2226,1708,518
"lubelskie","tomaszowski ","gm. Ulhówek","061813",4173,3600,1932,1668,0,21,0,0,0,0,0,0,0,1668,0,0,1668,27,1641,1170,471
"lubelskie","tomaszowski ","gm. Susiec","061808",6308,5407,2248,3159,1,48,0,0,0,0,0,0,0,3159,0,0,3159,42,3117,2399,718
"lubelskie","tomaszowski ","m. Tomaszów Lubelski","061801",16251,14396,5663,8733,10,98,4,3,0,0,0,0,3,8734,3,0,8734,126,8608,5402,3206
"lubelskie","włodawski","gm. Włodawa","061906",4956,4277,1843,2434,1,87,0,0,0,0,0,0,0,2434,0,0,2434,42,2392,1345,1047
"lubelskie","włodawski","gm. Stary Brus","061904",1763,1600,688,912,0,4,0,0,0,0,0,0,0,912,0,0,912,18,894,560,334
"lubelskie","włodawski","gm. Wola Uhruska","061907",3356,2805,1224,1581,0,19,2,2,0,0,0,0,2,1583,2,0,1583,25,1558,1037,521
"lubelskie","włodawski","gm. Urszulin","061905",3463,2897,1064,1833,1,56,0,0,0,0,0,0,0,1833,0,0,1833,16,1817,1278,539
"lubelskie","włodawski","gm. Wyryki","061908",2321,1950,866,1084,0,9,0,0,0,0,0,0,0,1084,0,0,1084,19,1065,627,438
"lubelskie","włodawski","gm. Hanna","061902",2620,2302,1051,1251,1,22,0,0,0,0,0,0,0,1251,0,0,1251,29,1222,759,463
"lubelskie","włodawski","gm. Hańsk","061903",3054,2697,1311,1386,0,21,0,0,0,0,0,0,0,1386,0,0,1386,16,1370,857,513
"lubelskie","włodawski","m. Włodawa","061901",11505,10122,4298,5824,0,101,1,1,0,0,0,0,1,5824,1,0,5824,78,5746,2903,2843
"lubelskie","zamojski","gm. Sitno","062009",5444,4704,1851,2853,0,32,3,2,0,0,0,0,2,2855,2,1,2854,21,2833,2249,584
"lubelskie","zamojski","gm. Komarów-Osada","062003",4357,3703,1227,2476,1,26,0,0,0,0,0,0,0,2476,0,0,2476,33,2443,1694,749
"lubelskie","zamojski","gm. Szczebrzeszyn","062013",9690,8301,3697,4604,1,80,3,2,0,0,0,0,2,4606,2,0,4606,40,4566,3416,1150
"lubelskie","zamojski","gm. Sułów","062012",3953,3402,1624,1778,1,31,0,0,0,0,0,0,0,1778,0,0,1778,16,1762,1389,373
"lubelskie","zamojski","gm. Grabowiec","062002",3623,3099,1533,1566,3,24,1,1,0,0,0,0,1,1567,1,0,1567,11,1556,1177,379
"lubelskie","zamojski","gm. Skierbieszów","062010",4378,3804,1576,2228,8,39,0,0,0,0,0,0,0,2228,0,0,2228,21,2207,1697,510
"lubelskie","zamojski","gm. Adamów","062001",3980,3400,1401,1999,3,26,0,0,0,0,0,0,0,1999,0,0,1999,14,1985,1583,402
"lubelskie","zamojski","gm. Zwierzyniec","062015",5727,4908,2210,2698,4,55,3,1,0,0,0,0,1,2699,1,0,2699,39,2660,1728,932
"lubelskie","zamojski","gm. Miączyn","062006",4895,4403,2218,2185,4,24,0,0,0,0,0,0,0,2185,0,0,2185,18,2167,1520,647
"lubelskie","zamojski","gm. Stary Zamość","062011",4361,3699,1298,2401,8,34,0,0,0,0,0,0,0,2401,0,0,2401,21,2380,1760,620
"lubelskie","zamojski","gm. Łabunie","062005",4966,4407,1608,2799,18,26,0,0,0,0,0,0,0,2798,0,0,2798,18,2780,2299,481
"lubelskie","zamojski","gm. Krasnobród","062004",5897,5152,1893,3259,1,90,1,0,0,0,0,0,0,3259,0,0,3259,29,3230,2613,617
"lubelskie","zamojski","gm. Zamość","062014",17845,15421,5781,9640,2,128,6,6,0,0,0,0,6,9646,6,0,9646,126,9520,6762,2758
"lubelskie","zamojski","gm. Nielisz","062007",4791,4101,1901,2200,4,26,0,0,0,0,0,0,0,2200,0,0,2200,20,2180,1649,531
"lubelskie","zamojski","gm. Radecznica","062008",5177,4501,2014,2487,4,25,0,0,0,0,0,0,0,2487,0,0,2487,18,2469,2038,431
"lubelskie","m. Biała Podlaska","m. Biała Podlaska","066101",45277,40502,15025,25477,20,301,29,26,4,0,0,0,22,25496,22,0,25496,417,25079,13439,11640
"lubelskie","m. Chełm","m. Chełm","066201",53187,46460,18645,27815,14,279,15,13,2,0,0,0,10,27815,10,2,27813,424,27389,15275,12114
"lubelskie","m. Lublin","m. Lublin","066301",270521,236597,70806,165794,62,3316,230,213,7,0,0,0,206,165972,206,10,165962,2672,163290,90730,72560
"lubelskie","m. Zamość","m. Zamość","066401",52743,46404,18357,28047,15,614,25,22,1,1,0,0,18,28064,18,0,28064,379,27685,16067,11618
"lubuskie","gorzowski","gm. Santok","080106",6442,5600,2556,3044,1,20,0,0,0,0,0,0,0,3044,0,0,3044,49,2995,1214,1781
"lubuskie","gorzowski","gm. Bogdaniec","080102",5458,4499,1925,2574,1,19,1,1,0,0,0,0,1,2574,1,0,2574,24,2550,1168,1382
"lubuskie","gorzowski","gm. Lubiszyn","080105",5389,4600,2201,2398,0,9,0,0,0,0,0,0,0,2398,0,0,2398,22,2376,943,1433
"lubuskie","gorzowski","gm. Deszczno","080103",7067,6000,2629,3371,0,16,0,0,0,0,0,0,0,3371,0,0,3371,48,3323,1522,1801
"lubuskie","gorzowski","gm. Witnica","080107",10083,8842,4298,4544,1,22,3,2,0,0,0,0,2,4546,2,0,4546,89,4457,2003,2454
"lubuskie","gorzowski","m. Kostrzyn nad Odrą","080101",13680,11813,4931,6882,0,95,0,0,0,0,0,0,0,6882,0,0,6882,99,6783,2477,4306
"lubuskie","gorzowski","gm. Kłodawa","080104",6305,5296,1821,3475,1,38,4,4,0,0,0,0,4,3479,4,0,3479,52,3427,1243,2184
"lubuskie","krośnieński ","m. Gubin","080201",13203,11428,5479,5949,2,57,4,2,0,0,0,0,2,5950,2,0,5950,90,5860,1860,4000
"lubuskie","krośnieński ","gm. Bytnica","080203",2023,1798,958,840,1,12,0,0,0,0,0,0,0,840,0,0,840,7,833,376,457
"lubuskie","krośnieński ","gm. Maszewo","080207",2342,1998,1038,960,0,5,2,2,0,0,0,0,2,962,2,0,962,10,952,429,523
"lubuskie","krośnieński ","gm. Gubin","080205",5842,5003,2614,2389,2,16,0,0,0,0,0,0,0,2389,0,0,2389,28,2361,901,1460
"lubuskie","krośnieński ","gm. Bobrowice","080202",2587,2199,998,1201,1,6,0,0,0,0,0,0,0,1201,0,0,1201,11,1190,569,621
"lubuskie","krośnieński ","gm. Krosno Odrzańskie","080206",14582,12654,5572,7082,2,81,1,0,0,0,0,0,0,7082,0,0,7082,201,6881,2784,4097
"lubuskie","krośnieński ","gm. Dąbie","080204",3926,3299,1527,1772,1,7,0,0,0,0,0,0,0,1772,0,0,1772,22,1750,729,1021
"lubuskie","międzyrzecki","gm. Trzciel","080306",5257,4495,2122,2373,4,19,0,0,0,0,0,0,0,2373,0,0,2373,27,2346,917,1429
"lubuskie","międzyrzecki","gm. Międzyrzecz","080302",20504,17638,7476,10162,5,137,1,1,0,0,0,0,1,10161,1,0,10161,160,10001,3708,6293
"lubuskie","międzyrzecki","gm. Bledzew","080301",3615,3100,1394,1706,1,18,0,0,0,0,0,0,0,1706,0,0,1706,28,1678,588,1090
"lubuskie","międzyrzecki","gm. Skwierzyna","080305",9917,8644,3880,4764,4,40,4,1,0,0,0,0,1,4764,1,0,4764,65,4699,1852,2847
"lubuskie","międzyrzecki","gm. Przytoczna","080303",4576,3963,1773,2190,2,26,0,0,0,0,0,0,0,2190,0,0,2190,46,2144,814,1330
"lubuskie","międzyrzecki","gm. Pszczew","080304",3489,2897,1150,1747,3,80,1,0,0,0,0,0,0,1747,0,0,1747,11,1736,698,1038
"lubuskie","nowosolski","gm. Kolsko","080403",2654,2201,1009,1192,1,47,0,0,0,0,0,0,0,1192,0,0,1192,11,1181,552,629
"lubuskie","nowosolski","gm. Otyń","080407",5253,4500,1989,2511,3,11,4,4,0,0,0,0,4,2515,4,0,2515,43,2472,1139,1333
"lubuskie","nowosolski","m. Nowa Sól","080401",31321,27122,11309,15813,7,134,18,18,1,0,0,0,17,15827,17,1,15826,234,15592,6642,8950
"lubuskie","nowosolski","gm. Bytom Odrzański","080402",4288,3705,1802,1903,0,20,1,1,0,0,0,0,1,1901,1,0,1901,28,1873,758,1115
"lubuskie","nowosolski","gm. Kożuchów","080404",12744,11046,5261,5785,2,28,2,2,0,0,0,0,2,5787,2,0,5787,74,5713,2355,3358
"lubuskie","nowosolski","gm. Nowe Miasteczko","080406",4381,3700,1644,2056,2,19,0,0,0,0,0,0,0,2056,0,0,2056,30,2026,977,1049
"lubuskie","nowosolski","gm. Nowa Sól","080405",5469,4699,2136,2563,0,43,1,0,0,0,0,0,0,2563,0,0,2563,31,2532,1249,1283
"lubuskie","nowosolski","gm. Siedlisko","080408",2758,2402,1275,1127,0,4,2,2,0,0,0,0,2,1129,2,0,1129,9,1120,512,608
"lubuskie","słubicki","gm. Słubice","080505",15436,13035,5250,7785,3,167,0,0,0,0,0,0,0,7784,0,0,7784,89,7695,2433,5262
"lubuskie","słubicki","gm. Cybinka","080501",5103,4499,2257,2242,3,29,1,1,0,0,0,0,1,2243,1,0,2243,23,2220,981,1239
"lubuskie","słubicki","gm. Ośno Lubuskie","080503",5132,4297,1956,2341,3,33,2,2,0,0,0,0,2,2343,2,0,2343,40,2303,807,1496
"lubuskie","słubicki","gm. Górzyca","080502",3296,2800,1361,1439,1,6,0,0,0,0,0,0,0,1439,0,0,1439,22,1417,643,774
"lubuskie","słubicki","gm. Rzepin","080504",7745,6795,3179,3616,3,42,4,4,0,0,0,0,4,3620,4,0,3620,33,3587,1478,2109
"lubuskie","strzelecko-drezdenecki","gm. Drezdenko","080602",13868,11736,5010,6726,2,130,7,7,0,0,0,0,7,6733,7,0,6733,74,6659,2952,3707
"lubuskie","strzelecko-drezdenecki","gm. Stare Kurowo","080603",3337,2898,1445,1453,1,10,1,1,0,0,0,0,1,1454,1,0,1454,18,1436,612,824
"lubuskie","strzelecko-drezdenecki","gm. Dobiegniew","080601",5491,4754,2384,2370,0,26,1,1,0,0,0,0,1,2371,1,0,2371,40,2331,958,1373
"lubuskie","strzelecko-drezdenecki","gm. Strzelce Krajeńskie","080604",13741,11695,5585,6110,2,68,0,0,0,0,0,0,0,6109,0,0,6109,72,6037,2067,3970
"lubuskie","strzelecko-drezdenecki","gm. Zwierzyn","080605",3488,3099,1562,1537,0,18,0,0,0,0,0,0,0,1537,0,0,1537,19,1518,675,843
"lubuskie","sulęciński","gm. Lubniewice","080702",2582,2149,904,1245,0,30,1,1,0,0,0,0,1,1246,1,0,1246,17,1229,461,768
"lubuskie","sulęciński","gm. Torzym","080705",5589,4894,2508,2386,0,18,0,0,0,0,0,0,0,2386,0,0,2386,34,2352,857,1495
"lubuskie","sulęciński","gm. Sulęcin","080704",13162,11845,5282,6563,10,254,3,3,0,0,0,0,3,6565,3,0,6565,109,6456,3106,3350
"lubuskie","sulęciński","gm. Krzeszyce","080701",3729,3298,1572,1726,5,15,0,0,0,0,0,0,0,1726,0,0,1726,26,1700,752,948
"lubuskie","sulęciński","gm. Słońsk","080703",4165,3665,1735,1930,3,22,0,0,0,0,0,0,0,1930,0,0,1930,30,1900,827,1073
"lubuskie","świebodziński","gm. Łagów","080802",4299,3702,1773,1929,1,83,0,0,0,0,0,0,0,1929,0,0,1929,25,1904,737,1167
"lubuskie","świebodziński","gm. Zbąszynek","080806",6631,5799,2157,3642,0,30,1,1,0,0,0,0,1,3643,1,0,3643,51,3592,1200,2392
"lubuskie","świebodziński","gm. Szczaniec","080804",3078,2600,1137,1463,2,6,0,0,0,0,0,0,0,1463,0,0,1463,18,1445,733,712
"lubuskie","świebodziński","gm. Lubrza","080801",2817,2400,1086,1314,0,42,0,0,0,0,0,0,0,1314,0,0,1314,18,1296,536,760
"lubuskie","świebodziński","gm. Skąpe","080803",4110,3567,1714,1853,0,35,0,0,0,0,0,0,0,1853,0,0,1853,28,1825,710,1115
"lubuskie","świebodziński","gm. Świebodzin","080805",23332,20422,8597,11824,0,190,15,13,1,0,0,0,12,11831,12,1,11830,163,11667,4781,6886
"lubuskie","zielonogórski","gm. Babimost","080901",4970,4399,1864,2535,1,26,0,0,0,0,0,0,0,2535,0,0,2535,40,2495,859,1636
"lubuskie","zielonogórski","gm. Świdnica","080907",5063,4295,1600,2695,1,13,5,5,0,0,0,0,5,2700,5,0,2700,38,2662,890,1772
"lubuskie","zielonogórski","gm. Bojadła","080902",2676,2400,1172,1228,2,13,0,0,0,0,0,0,0,1228,0,0,1228,35,1193,434,759
"lubuskie","zielonogórski","gm. Trzebiechów","080908",2627,2300,1196,1104,1,5,0,0,0,0,0,0,0,1104,0,0,1104,27,1077,413,664
"lubuskie","zielonogórski","gm. Zabór","080909",3151,2697,1046,1651,1,9,2,2,0,0,0,0,2,1653,2,0,1653,23,1630,551,1079
"lubuskie","zielonogórski","gm. Nowogród Bobrzański","080905",8143,7227,3409,3818,0,20,0,0,0,0,0,0,0,3818,0,0,3818,70,3748,1277,2471
"lubuskie","zielonogórski","gm. Sulechów","080906",20674,17727,7511,10216,5,97,7,6,0,0,0,0,6,10222,6,6,10216,204,10012,3882,6130
"lubuskie","zielonogórski","gm. Czerwieńsk","080903",7654,6695,3077,3618,4,30,0,0,0,0,0,0,0,3618,0,0,3618,63,3555,1360,2195
"lubuskie","zielonogórski","gm. Kargowa","080904",4635,3895,1704,2191,0,40,5,5,0,0,0,0,5,2196,5,0,2196,28,2168,701,1467
"lubuskie","żagański","gm. Wymiarki","081008",1906,1602,838,764,0,8,0,0,0,0,0,0,0,764,0,0,764,8,756,370,386
"lubuskie","żagański","gm. Małomice","081005",4319,3804,1941,1864,0,6,1,1,0,0,0,0,1,1865,1,0,1865,35,1830,762,1068
"lubuskie","żagański","m. Żagań","081002",20776,17651,7015,10636,6,130,2,2,0,0,0,0,2,10635,2,0,10635,179,10456,4040,6416
"lubuskie","żagański","m. Gozdnica","081001",2659,2300,1271,1029,1,15,0,0,0,0,0,0,0,1029,0,0,1029,22,1007,465,542
"lubuskie","żagański","gm. Brzeźnica","081003",2981,2501,1088,1413,1,12,1,1,0,0,0,0,1,1414,1,0,1414,23,1391,703,688
"lubuskie","żagański","gm. Niegosławice","081006",3589,3005,1413,1592,0,8,0,0,0,0,0,0,0,1592,0,0,1592,32,1560,914,646
"lubuskie","żagański","gm. Szprotawa","081007",16871,14526,7150,7376,3,83,8,6,1,0,0,0,5,7380,5,0,7380,109,7271,3040,4231
"lubuskie","żagański","gm. Iłowa","081004",5686,4800,2294,2506,1,49,0,0,0,0,0,0,0,2506,0,0,2506,42,2464,1063,1401
"lubuskie","żagański","gm. Żagań","081009",5966,4899,2231,2668,1,60,0,0,0,0,0,0,0,2668,0,0,2668,75,2593,1213,1380
"lubuskie","żarski","gm. Brody","081103",2753,2400,1295,1105,2,19,0,0,0,0,0,0,0,1105,0,0,1105,18,1087,447,640
"lubuskie","żarski","gm. Przewóz","081107",2556,2200,1085,1115,0,8,1,1,0,0,0,0,1,1116,1,0,1116,41,1075,529,546
"lubuskie","żarski","gm. Lipinki Łużyckie","081105",2587,2199,1115,1084,0,18,0,0,0,0,0,0,0,1084,0,0,1084,13,1071,489,582
"lubuskie","żarski","m. Łęknica","081101",1976,1700,849,851,0,20,0,0,0,0,0,0,0,851,0,0,851,13,838,300,538
"lubuskie","żarski","m. Żary","081102",30320,26406,11214,15192,3,137,10,8,0,0,0,0,8,15198,8,0,15198,216,14982,6062,8920
"lubuskie","żarski","gm. Jasień","081104",5716,5000,2686,2314,0,15,1,1,0,0,0,0,1,2315,1,0,2315,30,2285,910,1375
"lubuskie","żarski","gm. Tuplice","081109",2567,2298,1283,1015,0,14,0,0,0,0,0,0,0,1015,0,0,1015,15,1000,355,645
"lubuskie","żarski","gm. Lubsko","081106",15227,13369,6771,6598,2,56,1,1,0,0,0,0,1,6597,1,1,6596,102,6494,2550,3944
"lubuskie","żarski","gm. Żary","081110",9568,8398,4258,4140,1,23,2,2,0,0,0,0,2,4142,2,0,4142,44,4098,1934,2164
"lubuskie","żarski","gm. Trzebiel","081108",4598,3899,1909,1990,3,29,2,2,0,0,0,0,2,1992,2,0,1992,26,1966,877,1089
"lubuskie","wschowski","gm. Wschowa","081203",17006,14510,6035,8474,6,114,4,4,0,0,0,0,4,8479,4,0,8479,118,8361,3814,4547
"lubuskie","wschowski","gm. Sława","081201",9940,8292,3616,4676,1,152,2,1,0,0,0,0,1,4676,1,0,4676,66,4610,1982,2628
"lubuskie","wschowski","gm. Szlichtyngowa","081202",3972,3401,1471,1930,3,14,0,0,0,0,0,0,0,1930,0,1,1929,17,1912,1004,908
"lubuskie","m. Gorzów Wielkopolski","m. Gorzów Wielkopolski","086101",96895,84859,34179,50680,28,552,37,30,1,0,0,0,28,50704,28,2,50702,748,49954,20363,29591
"lubuskie","m. Zielona Góra","m. Zielona Góra","086201",106694,92262,30105,62158,27,786,78,72,3,0,0,0,69,62221,69,5,62216,992,61224,21643,39581
"łódzkie","bełchatowski","m. Bełchatów","100101",47814,41760,12850,28910,11,225,20,19,1,0,0,0,18,28928,18,0,28928,543,28385,19231,9154
"łódzkie","bełchatowski","gm. Bełchatów","100102",8663,7199,1788,5411,0,32,1,0,0,0,0,0,0,5411,0,0,5411,78,5333,4193,1140
"łódzkie","bełchatowski","gm. Kluki","100105",3487,3000,1016,1984,3,15,0,0,0,0,0,0,0,1984,0,0,1984,24,1960,1534,426
"łódzkie","bełchatowski","gm. Rusiec","100106",4254,3599,1046,2553,2,39,0,0,0,0,0,0,0,2553,0,0,2553,27,2526,1830,696
"łódzkie","bełchatowski","gm. Szczerców","100107",6479,5607,1712,3895,3,33,1,1,0,0,0,0,1,3896,1,0,3896,48,3848,2908,940
"łódzkie","bełchatowski","gm. Drużbice","100103",4204,3704,1351,2353,1,32,0,0,0,0,0,0,0,2353,0,0,2353,33,2320,1699,621
"łódzkie","bełchatowski","gm. Kleszczów","100104",4136,3500,976,2524,2,16,2,2,0,0,0,0,2,2526,2,0,2526,42,2484,1922,562
"łódzkie","bełchatowski","gm. Zelów","100108",12097,10470,3742,6728,6,63,6,6,1,0,0,0,5,6733,5,0,6733,115,6618,4838,1780
"łódzkie","kutnowski","m. Kutno","100201",37374,32670,11815,20855,13,185,8,7,1,0,0,0,6,20856,6,2,20854,303,20551,11007,9544
"łódzkie","kutnowski","gm. Łanięta","100207",1949,1653,792,861,0,14,0,0,0,0,0,0,0,861,0,0,861,10,851,603,248
"łódzkie","kutnowski","gm. Oporów","100209",2224,1800,656,1144,2,1,0,0,0,0,0,0,0,1144,0,0,1144,17,1127,805,322
"łódzkie","kutnowski","gm. Krzyżanów","100205",3547,3200,1460,1740,0,10,1,1,0,0,0,0,1,1741,1,0,1741,14,1727,1159,568
"łódzkie","kutnowski","gm. Dąbrowice","100203",1638,1400,599,801,0,1,0,0,0,0,0,0,0,799,0,0,799,13,786,576,210
"łódzkie","kutnowski","gm. Bedlno","100202",4690,4032,1831,2201,0,23,0,0,0,0,0,0,0,2201,0,0,2201,23,2178,1410,768
"łódzkie","kutnowski","gm. Nowe Ostrowy","100208",2965,2501,1162,1339,2,15,0,0,0,0,0,0,0,1339,0,0,1339,9,1330,844,486
"łódzkie","kutnowski","gm. Strzelce","100210",3295,2801,1134,1667,0,10,0,0,0,0,0,0,0,1667,0,0,1667,21,1646,1129,517
"łódzkie","kutnowski","gm. Żychlin","100211",10267,8898,4104,4794,8,29,0,0,0,0,0,0,0,4791,0,0,4791,64,4727,2717,2010
"łódzkie","kutnowski","gm. Krośniewice","100204",7107,6201,2840,3360,1,16,0,0,0,0,0,0,0,3361,0,0,3361,45,3316,2080,1236
"łódzkie","kutnowski","gm. Kutno","100206",7001,5997,2303,3694,2,25,1,0,0,0,0,0,0,3694,0,0,3694,60,3634,2359,1275
"łódzkie","łaski","gm. Łask","100302",23050,19408,6926,12483,9,132,3,3,0,0,0,0,3,12486,3,0,12486,244,12242,6555,5687
"łódzkie","łaski","gm. Widawa","100304",6419,5505,2143,3362,2,50,1,1,0,0,0,0,1,3362,1,0,3362,33,3329,2303,1026
"łódzkie","łaski","gm. Sędziejowice","100303",5219,4502,1618,2884,0,14,1,1,0,0,0,0,1,2885,1,0,2885,32,2853,1931,922
"łódzkie","łaski","gm. Buczek","100301",4148,3593,1394,2199,1,21,1,1,0,0,0,0,1,2200,1,0,2200,19,2181,1452,729
"łódzkie","łaski","gm. Wodzierady","100305",2730,2305,750,1554,1,37,0,0,0,0,0,0,0,1555,0,0,1555,21,1534,875,659
"łódzkie","łęczycki","m. Łęczyca","100401",11992,10516,4055,6461,8,52,1,1,0,0,0,0,1,6460,1,1,6459,100,6359,2834,3525
"łódzkie","łęczycki","gm. Witonia","100408",2777,2300,948,1352,1,7,0,0,0,0,0,0,0,1352,0,1,1351,17,1334,918,416
"łódzkie","łęczycki","gm. Świnice Warckie","100407",3279,2800,1180,1620,0,16,0,0,0,0,0,0,0,1620,0,0,1620,22,1598,1017,581
"łódzkie","łęczycki","gm. Grabów","100404",5139,4395,1946,2449,0,15,1,1,0,0,0,0,1,2450,1,0,2450,31,2419,1630,789
"łódzkie","łęczycki","gm. Daszyna","100402",3343,2905,1470,1435,0,3,0,0,0,0,0,0,0,1435,0,0,1435,26,1409,968,441
"łódzkie","łęczycki","gm. Piątek","100406",5091,4297,1670,2627,0,17,2,2,0,0,0,0,2,2629,2,3,2626,27,2599,1853,746
"łódzkie","łęczycki","gm. Góra Świętej Małgorzaty","100403",3615,3034,1248,1786,1,12,1,1,0,0,0,0,1,1787,1,0,1787,13,1774,1312,462
"łódzkie","łęczycki","gm. Łęczyca","100405",7938,6923,3092,3831,3,23,0,0,0,0,0,0,0,3831,0,0,3831,51,3780,2348,1432
"łódzkie","łowicki","gm. Kocierzew Południowy","100506",3531,3000,1017,1983,0,10,0,0,0,0,0,0,0,1983,0,0,1983,44,1939,1549,390
"łódzkie","łowicki","gm. Łyszkowice","100508",5407,4601,1909,2692,0,13,0,0,0,0,0,0,0,2692,0,0,2692,38,2654,1914,740
"łódzkie","łowicki","gm. Zduny","100510",4876,4099,1612,2487,0,31,1,0,0,0,0,0,0,2487,0,0,2487,45,2442,1530,912
"łódzkie","łowicki","gm. Nieborów","100509",7669,6599,2129,4470,0,25,1,1,0,0,0,0,1,4471,1,0,4471,57,4414,2956,1458
"łódzkie","łowicki","gm. Chąśno","100503",2471,2003,722,1281,0,6,0,0,0,0,0,0,0,1281,0,0,1281,17,1264,905,359
"łódzkie","łowicki","gm. Domaniewice","100504",3739,3193,1252,1941,1,22,5,5,0,0,0,0,5,1945,5,0,1945,28,1917,1366,551
"łódzkie","łowicki","gm. Łowicz","100507",6110,5195,1840,3355,1,16,0,0,0,0,0,0,0,3355,0,0,3355,48,3307,2236,1071
"łódzkie","łowicki","gm. Bielawy","100502",4731,4221,1804,2417,2,15,1,1,0,0,1,0,0,2417,0,0,2417,36,2381,1524,857
"łódzkie","łowicki","gm. Kiernozia","100505",2892,2500,1080,1420,0,15,0,0,0,0,0,0,0,1420,0,0,1420,15,1405,968,437
"łódzkie","łowicki","m. Łowicz","100501",24216,20795,6805,13990,7,143,5,5,0,0,0,0,5,13995,5,0,13995,250,13745,7154,6591
"łódzkie","łódzki wschodni","gm. Rzgów","100610",7741,6608,1632,4976,2,55,2,2,0,0,0,0,2,4978,2,0,4978,90,4888,2862,2026
"łódzkie","łódzki wschodni","gm. Koluszki","100607",18906,16359,4816,11540,8,95,6,6,0,0,0,0,6,11546,6,0,11546,171,11375,6406,4969
"łódzkie","łódzki wschodni","gm. Nowosolna","100608",3646,3200,828,2372,0,25,6,6,0,0,0,0,6,2378,6,0,2378,44,2334,1024,1310
"łódzkie","łódzki wschodni","gm. Brójce","100603",4988,4306,1099,3207,0,43,0,0,0,0,0,0,0,3207,0,0,3207,39,3168,2037,1131
"łódzkie","łódzki wschodni","gm. Tuszyn","100611",10081,8753,3045,5708,5,72,6,6,0,0,0,0,6,5714,6,0,5714,72,5642,3167,2475
"łódzkie","łódzki wschodni","gm. Andrespol","100602",10436,9081,2488,6593,6,85,9,9,0,0,0,0,9,6602,9,1,6601,99,6502,3266,3236
"łódzkie","opoczyński","gm. Białaczów","100701",4781,4102,1559,2543,3,30,0,0,0,0,0,0,0,2543,0,0,2543,34,2509,1837,672
"łódzkie","opoczyński","gm. Paradyż","100705",3544,3017,896,2121,0,36,0,0,0,0,0,0,0,2121,0,0,2121,42,2079,1791,288
"łódzkie","opoczyński","gm. Poświętne","100706",2791,2301,632,1669,0,32,1,1,0,0,0,0,1,1670,1,0,1670,17,1653,1280,373
"łódzkie","opoczyński","gm. Żarnów","100708",5150,4578,1761,2817,6,74,0,0,0,0,0,0,0,2816,0,0,2816,31,2785,2170,615
"łódzkie","opoczyński","gm. Sławno","100707",5966,5100,1506,3594,1,26,0,0,0,0,0,0,0,3594,0,0,3594,41,3553,2823,730
"łódzkie","opoczyński","gm. Drzewica","100702",8788,7670,2385,5285,2,41,0,0,0,0,0,0,0,5285,0,0,5285,79,5206,3939,1267
