"Województwo","Powiat","Gmina","Teryt","Liczba.wyborców.uprawnionych.do.głosowania","Komisja.otrzymała.kart.do.głosowania","Nie.wykorzystano.kart.do.głosowania","Liczba.wyborców..którym.wydano.karty.do.głosowania","Liczba.wyborców.głosujących.przez.pełnomocnika","Liczba.wyborców.głosujących.na.podstawie.zaświadczenia","Liczba.wyborców..którym.wysłano.pakiety.wyborcze","Liczba.otrzymanych.kopert.zwrotnych","w.których.nie.było.oświadczenia","w.których.oświadczenie.nie.było.podpisane","w.których.nie.było.koperty.na.kartę.do.głosowania","w.których.znajdowała.się.niezaklejona.koperta","Liczba.kopert.na.kartę.do.głosowania.wrzuconych.do.urny","Liczba.kart.wyjętych.z.urny","w.tym.liczba.kart.wyjętych.z.kopert","Liczba.kart.nieważnych","Liczba.kart.ważnych","Liczba.głosów.nieważnych","Liczba.głosów.ważnych","RAZEM","Grzegorz.Michał.BRAUN","Andrzej.Sebastian.DUDA","Adam.Sebastian.JARUBAS","Bronisław.Maria.KOMOROWSKI","Janusz.Ryszard.KORWIN.MIKKE","Marian.Janusz.KOWALSKI","Paweł.Piotr.KUKIZ","Magdalena.Agnieszka.OGÓREK","Janusz.Marian.PALIKOT","Paweł.Jan.TANAJNO","Jacek.WILK"
"kujawsko-pomorskie","toruński","gm. Czernikowo","041503",6946,6005,3494,2511,4,17,1,1,0,0,0,0,1,2512,1,0,2512,24,2488,2488,18,865,34,889,81,18,477,70,27,3,6
"kujawsko-pomorskie","toruński","gm. Obrowo","041507",11220,9500,4413,5087,1,28,2,2,0,0,0,0,2,5089,2,0,5089,44,5045,5045,21,1605,93,1696,177,27,1190,125,70,9,32
"kujawsko-pomorskie","toruński","gm. Łubianka","041505",5138,4496,2135,2361,0,8,1,1,0,0,0,0,1,2362,1,1,2361,37,2324,2324,13,763,59,772,83,18,510,70,21,4,11
"kujawsko-pomorskie","toruński","m. Chełmża","041501",11413,9922,5364,4558,6,17,3,3,0,0,0,0,3,4561,3,0,4561,40,4521,4521,21,1468,37,1745,144,29,921,96,39,6,15
"kujawsko-pomorskie","toruński","gm. Chełmża","041502",7677,6710,3866,2844,0,2,0,0,0,0,0,0,0,2843,0,0,2843,32,2811,2811,18,983,77,964,79,16,536,79,41,5,13
"kujawsko-pomorskie","tucholski","gm. Śliwice","041605",4355,3600,1550,2050,0,25,0,0,0,0,0,0,0,2050,0,0,2050,13,2037,2037,19,808,27,743,40,8,297,72,21,0,2
"kujawsko-pomorskie","tucholski","gm. Lubiewo","041604",4571,3892,1819,2073,1,15,1,1,0,0,0,0,1,2074,1,0,2074,23,2051,2051,11,786,35,726,51,13,327,70,22,1,9
"kujawsko-pomorskie","tucholski","gm. Kęsowo","041603",3552,2904,1481,1423,0,9,0,0,0,0,0,0,0,1423,0,0,1423,10,1413,1413,2,452,43,517,54,1,277,48,13,1,5
"kujawsko-pomorskie","tucholski","gm. Gostycyn","041602",4136,3505,1736,1769,2,5,5,5,0,0,0,0,5,1774,5,1,1773,23,1750,1750,9,587,44,635,55,9,307,75,16,1,12
"kujawsko-pomorskie","tucholski","gm. Tuchola","041606",15987,13890,6693,7197,5,58,3,3,0,0,0,0,3,7200,3,0,7200,35,7165,7165,41,2245,108,2861,240,25,1322,213,76,7,27
"kujawsko-pomorskie","tucholski","gm. Cekcyn","041601",5258,4606,2450,2156,6,33,0,0,0,0,0,0,0,2156,0,0,2156,18,2138,2138,6,683,65,878,68,10,326,67,24,5,6
"kujawsko-pomorskie","wąbrzeski","m. Wąbrzeźno","041701",10834,9376,4664,4712,1,17,2,2,0,0,0,0,2,4714,2,0,4714,44,4670,4670,14,1193,46,2112,137,18,925,132,59,12,22
"kujawsko-pomorskie","wąbrzeski","gm. Książki","041703",3380,2803,1484,1319,1,0,1,1,0,0,0,0,1,1319,1,0,1319,4,1315,1315,5,427,34,484,46,9,260,38,5,1,6
"kujawsko-pomorskie","wąbrzeski","gm. Wąbrzeźno","041705",6800,5841,3473,2368,1,3,0,0,0,0,0,0,0,2367,0,0,2367,16,2351,2351,7,689,54,809,80,14,571,84,32,3,8
"kujawsko-pomorskie","wąbrzeski","gm. Płużnica","041704",3916,3400,1888,1512,3,5,2,2,0,0,0,0,2,1514,2,0,1514,19,1495,1495,6,445,51,537,49,8,329,53,9,4,4
"kujawsko-pomorskie","wąbrzeski","gm. Dębowa Łąka","041702",2539,2201,1278,923,0,3,0,0,0,0,0,0,0,923,0,0,923,7,916,916,3,257,38,312,23,6,237,26,7,1,6
"kujawsko-pomorskie","włocławski","gm. Baruchowo","041802",2903,2443,1424,1019,0,27,0,0,0,0,0,0,0,1019,0,0,1019,5,1014,1014,6,349,14,361,11,4,197,32,23,3,14
"kujawsko-pomorskie","włocławski","gm. Kowal","041809",3221,2799,1709,1090,0,3,0,0,0,0,0,0,0,1090,0,0,1090,12,1078,1078,4,437,35,307,23,7,198,38,14,4,11
"kujawsko-pomorskie","włocławski","m. Kowal","041801",2953,2584,1273,1311,3,19,0,0,0,0,0,0,0,1311,0,0,1311,9,1302,1302,7,382,26,515,35,8,272,40,15,0,2
"kujawsko-pomorskie","włocławski","gm. Izbica Kujawska","041808",6215,5300,3200,2100,2,24,0,0,0,0,0,0,0,2100,0,0,2100,27,2073,2073,12,1003,78,480,51,14,311,90,20,3,11
"kujawsko-pomorskie","włocławski","gm. Choceń","041805",6542,5750,3580,2170,2,7,0,0,0,0,0,0,0,2170,0,0,2170,40,2130,2130,15,688,50,761,59,9,421,92,29,3,3
"kujawsko-pomorskie","włocławski","gm. Chodecz","041806",5147,4288,2599,1689,1,32,1,1,0,0,0,0,1,1690,1,0,1690,7,1683,1683,7,671,29,553,39,14,297,52,14,3,4
"kujawsko-pomorskie","włocławski","gm. Brześć Kujawski","041804",9303,7995,4490,3505,1,69,2,2,1,0,0,0,1,3505,1,0,3505,35,3470,3470,14,1028,65,1220,99,10,825,120,66,3,20
"kujawsko-pomorskie","włocławski","gm. Boniewo","041803",2803,2400,1389,1011,2,5,0,0,0,0,0,0,0,1011,0,0,1011,8,1003,1003,6,381,39,340,17,2,181,27,6,1,3
"kujawsko-pomorskie","włocławski","gm. Lubraniec","041812",8099,6899,3831,3068,0,10,0,0,0,0,0,0,0,3067,0,0,3067,9,3058,3058,9,1213,82,965,69,15,547,105,41,2,10
"kujawsko-pomorskie","włocławski","gm. Lubień Kujawski","041811",6096,5332,3245,2086,0,23,0,0,0,0,0,0,0,2086,0,0,2086,19,2067,2067,14,849,43,657,48,11,343,67,24,2,9
"kujawsko-pomorskie","włocławski","gm. Fabianki","041807",7680,6704,3955,2749,1,11,0,0,0,0,0,0,0,2749,0,0,2749,12,2737,2737,13,785,56,1069,63,5,614,79,37,8,8
"kujawsko-pomorskie","włocławski","gm. Lubanie","041810",3729,3100,1708,1392,4,1,0,0,0,0,0,0,0,1392,0,0,1392,12,1380,1380,9,599,13,338,46,4,310,40,20,0,1
"kujawsko-pomorskie","włocławski","gm. Włocławek","041813",5646,4804,2472,2332,0,24,1,1,0,0,0,0,1,2333,1,0,2333,41,2292,2292,8,731,54,821,56,2,499,74,32,1,14
"kujawsko-pomorskie","żniński","gm. Barcin","041901",11591,9913,5213,4700,2,8,4,4,0,0,0,0,4,4704,4,0,4704,39,4665,4665,26,1135,66,2143,143,33,885,149,58,6,21
"kujawsko-pomorskie","żniński","gm. Żnin","041906",19603,16971,8317,8654,2,24,0,0,0,0,0,0,0,8654,0,0,8654,64,8590,8590,54,2674,136,3301,330,30,1643,271,109,8,34
"kujawsko-pomorskie","żniński","gm. Gąsawa","041902",4278,3603,1748,1855,3,42,0,0,0,0,0,0,0,1855,0,0,1855,12,1843,1843,16,670,48,661,41,5,310,61,21,3,7
"kujawsko-pomorskie","żniński","gm. Janowiec Wielkopolski","041903",7332,6382,3430,2952,3,8,2,2,0,0,0,0,2,2954,2,0,2954,25,2929,2929,12,830,74,1239,71,16,528,105,35,4,15
"kujawsko-pomorskie","żniński","gm. Rogowo","041905",5471,4692,2295,2397,1,15,1,1,0,0,0,0,1,2398,1,0,2398,17,2381,2381,16,708,110,935,65,8,406,97,25,2,9
"kujawsko-pomorskie","żniński","gm. Łabiszyn","041904",7699,6604,3475,3129,0,19,0,0,0,0,0,0,0,3129,0,0,3129,39,3090,3090,14,983,51,1143,95,7,661,89,29,6,12
"kujawsko-pomorskie","m. Bydgoszcz","m. Bydgoszcz","046101",278843,240910,100947,139959,36,922,118,113,5,0,0,0,108,140052,108,11,140041,978,139063,139063,1059,37668,830,57886,4330,540,29498,3732,2522,300,698
"kujawsko-pomorskie","m. Grudziądz","m. Grudziądz","046201",74274,65041,31628,33413,10,126,19,17,0,0,0,0,17,33428,17,3,33425,301,33124,33124,159,8883,240,14872,1018,147,6161,961,507,33,143
"kujawsko-pomorskie","m. Toruń","m. Toruń","046301",156848,136314,54847,81465,24,1316,34,34,2,0,2,0,30,81496,30,2,81494,738,80756,80756,681,23082,470,33224,2694,376,16116,1913,1532,218,450
"kujawsko-pomorskie","m. Włocławek","m. Włocławek","046401",91427,79545,38958,40587,12,187,16,16,1,0,0,0,15,40600,15,2,40598,318,40280,40280,236,10561,302,16087,970,181,9504,1439,774,63,163
"lubelskie","bialski","m. Międzyrzec Podlaski","060101",13781,12109,5054,7055,2,34,0,0,0,0,0,0,0,7054,0,0,7054,38,7016,7016,65,3145,80,1701,264,58,1463,135,62,8,35
"lubelskie","bialski","gm. Sosnówka","060115",2185,1880,985,895,0,10,0,0,0,0,0,0,0,895,0,0,895,7,888,888,10,361,53,223,14,8,158,49,10,0,2
"lubelskie","bialski","gm. Międzyrzec Podlaski","060110",8124,7138,3157,3980,0,13,1,0,0,0,0,0,0,3981,0,0,3981,23,3958,3958,43,2158,121,677,148,61,633,68,30,10,9
"lubelskie","bialski","gm. Rokitno","060112",2544,2250,1125,1125,0,17,0,0,0,0,0,0,0,1125,0,0,1125,7,1118,1118,11,445,56,289,25,4,222,46,8,3,9
"lubelskie","bialski","gm. Zalesie","060119",3572,3104,1601,1503,1,4,0,0,0,0,0,0,0,1503,0,0,1503,18,1485,1485,10,620,50,413,48,8,282,38,6,0,10
"lubelskie","bialski","gm. Piszczac","060111",5910,5176,2752,2424,0,9,0,0,0,0,0,0,0,2424,0,0,2424,12,2412,2412,30,1150,50,530,85,18,478,38,21,4,8
"lubelskie","bialski","gm. Łomazy","060109",4203,3735,1753,1982,1,17,0,0,0,0,0,0,0,1982,0,0,1982,22,1960,1960,35,825,91,421,78,17,377,68,23,6,19
"lubelskie","bialski","gm. Wisznice","060118",4153,3628,1684,1944,3,13,0,0,0,0,0,0,0,1944,0,0,1944,9,1935,1935,22,809,87,478,67,24,352,46,37,5,8
"lubelskie","bialski","gm. Janów Podlaski","060105",4290,3749,1834,1915,0,16,1,0,0,0,0,0,0,1914,0,0,1914,17,1897,1897,28,743,99,474,43,11,430,48,19,0,2
"lubelskie","bialski","gm. Leśna Podlaska","060108",3452,3096,1438,1658,3,7,0,0,0,0,0,0,0,1658,0,0,1658,10,1648,1648,20,798,31,363,46,16,301,51,15,1,6
"lubelskie","bialski","gm. Tuczna","060117",2694,2344,1263,1081,0,13,0,0,0,0,0,0,0,1081,0,0,1081,7,1074,1074,16,490,34,266,40,13,157,39,12,2,5
"lubelskie","bialski","gm. Sławatycze","060114",2028,1742,811,931,0,11,0,0,0,0,0,0,0,931,0,0,931,5,926,926,8,360,15,330,19,8,136,32,18,0,0
"lubelskie","bialski","gm. Konstantynów","060107",3266,2990,1513,1477,1,4,0,0,0,0,0,0,0,1477,0,0,1477,25,1452,1452,18,607,51,407,37,14,253,38,13,4,10
"lubelskie","bialski","gm. Terespol","060116",5433,4809,2268,2541,1,14,0,0,0,0,0,0,0,2541,0,0,2541,16,2525,2525,32,1200,37,584,62,14,496,66,20,3,11
"lubelskie","bialski","gm. Rossosz","060113",1921,1721,724,997,0,13,0,0,0,0,0,0,0,997,0,0,997,2,995,995,21,487,32,191,37,3,180,31,8,1,4
"lubelskie","bialski","m. Terespol","060102",4638,4039,1724,2315,1,18,1,1,0,0,0,0,1,2316,1,0,2316,26,2290,2290,12,899,26,697,65,18,469,67,28,2,7
"lubelskie","bialski","gm. Drelów","060104",4431,3863,1886,1977,2,11,0,0,0,0,0,0,0,1977,0,0,1977,7,1970,1970,16,880,95,382,57,23,451,44,14,0,8
"lubelskie","bialski","gm. Biała Podlaska","060103",10668,9323,4158,5165,0,14,2,2,0,0,0,0,2,5167,2,0,5167,45,5122,5122,84,1928,126,1349,168,36,1229,123,43,9,27
"lubelskie","bialski","gm. Kodeń","060106",3277,2867,1364,1503,8,29,0,0,0,0,0,0,0,1503,0,0,1503,11,1492,1492,11,574,37,480,29,12,275,52,16,1,5
"lubelskie","biłgorajski","gm. Obsza","060210",3481,2898,1305,1593,0,7,0,0,0,0,0,0,0,1593,0,0,1593,12,1581,1581,19,844,68,234,52,13,275,46,28,0,2
"lubelskie","biłgorajski","gm. Aleksandrów","060202",2536,2104,909,1195,0,3,0,0,0,0,0,0,0,1195,0,0,1195,5,1190,1190,17,690,24,151,50,38,200,7,8,2,3
"lubelskie","biłgorajski","gm. Tarnogród","060212",5536,4859,2130,2729,2,25,0,0,0,0,0,0,0,2729,0,0,2729,23,2706,2706,19,1430,84,436,61,25,525,62,52,2,10
"lubelskie","biłgorajski","gm. Biłgoraj","060203",10372,9113,4026,5087,0,10,0,0,0,0,0,0,0,5087,0,0,5087,47,5040,5040,76,2730,149,625,167,47,1040,66,118,3,19
"lubelskie","biłgorajski","m. Biłgoraj","060201",21453,18818,7619,11199,5,64,2,2,0,0,0,0,2,11202,2,1,11201,69,11132,11132,151,4389,126,2540,424,71,2617,203,522,18,71
"lubelskie","biłgorajski","gm. Frampol","060205",5187,4397,2028,2369,0,10,1,1,0,0,0,0,1,2369,1,0,2369,13,2356,2356,26,1233,67,332,106,10,446,57,67,5,7
"lubelskie","biłgorajski","gm. Tereszpol","060213",3197,2792,1421,1371,0,7,0,0,0,0,0,0,0,1371,0,0,1371,3,1368,1368,17,732,31,194,49,12,260,24,39,2,8
"lubelskie","biłgorajski","gm. Łukowa","060209",3510,2997,1389,1608,2,8,0,0,0,0,0,0,0,1608,0,0,1608,12,1596,1596,11,935,58,202,48,16,268,24,29,0,5
"lubelskie","biłgorajski","gm. Józefów","060207",5817,4904,2495,2409,1,21,1,1,0,0,0,0,1,2410,1,1,2409,15,2394,2394,22,984,58,477,87,16,588,72,67,2,21
"lubelskie","biłgorajski","gm. Księżpol","060208",5454,4696,2088,2608,1,3,0,0,0,0,0,0,0,2608,0,0,2608,15,2593,2593,31,1305,82,308,86,20,628,45,75,2,11
"lubelskie","biłgorajski","gm. Turobin","060214",5492,4700,2017,2683,4,9,0,0,0,0,0,0,0,2683,0,0,2683,5,2678,2678,26,1568,101,351,87,21,388,79,41,2,14
"lubelskie","biłgorajski","gm. Goraj","060206",3518,3100,1442,1658,0,5,0,0,0,0,0,0,0,1658,0,0,1658,7,1651,1651,14,920,63,194,44,12,334,28,32,4,6
"lubelskie","biłgorajski","gm. Potok Górny","060211",4623,4004,1717,2287,3,15,0,0,0,0,0,0,0,2287,0,0,2287,13,2274,2274,20,1412,73,218,86,22,376,35,28,0,4
"lubelskie","biłgorajski","gm. Biszcza","060204",3186,2795,1315,1480,1,4,0,0,0,0,0,0,0,1480,0,0,1480,5,1475,1475,18,807,112,170,40,41,224,31,29,1,2
"lubelskie","chełmski","gm. Dubienka","060305",2119,1702,851,851,0,22,1,1,0,0,0,0,1,852,1,0,852,10,842,842,1,301,62,255,14,5,151,19,26,2,6
"lubelskie","chełmski","m. Rejowiec Fabryczny","060301",3677,3108,1612,1496,2,6,0,0,0,0,0,0,0,1496,0,0,1496,6,1490,1490,5,568,28,358,51,14,394,39,26,3,4
"lubelskie","chełmski","gm. Białopole","060302",2566,2299,1319,980,0,2,0,0,0,0,0,0,0,980,0,0,980,13,967,967,4,413,63,232,11,10,190,30,10,0,4
"lubelskie","chełmski","gm. Leśniowice","060307",3132,2705,1541,1164,16,13,0,0,0,0,0,0,0,1164,0,0,1164,7,1157,1157,6,384,156,244,30,10,251,42,26,3,5
"lubelskie","chełmski","gm. Siedliszcze","060311",5592,4692,2794,1898,0,26,0,0,0,0,0,0,0,1898,0,0,1898,22,1876,1876,15,796,58,466,33,20,411,47,28,1,1
"lubelskie","chełmski","gm. Wojsławice","060313",3301,2800,1432,1368,2,6,1,1,0,0,0,0,1,1369,1,0,1369,11,1358,1358,11,665,53,296,38,6,244,22,15,3,5
"lubelskie","chełmski","gm. Kamień","060306",3302,2704,1351,1353,1,4,0,0,0,0,0,0,0,1353,0,0,1353,7,1346,1346,12,589,43,263,58,5,323,36,12,1,4
"lubelskie","chełmski","gm. Rejowiec Fabryczny","060308",3576,3146,1788,1358,0,6,0,0,0,0,0,0,0,1358,0,0,1358,15,1343,1343,8,672,53,246,33,12,264,27,20,3,5
"lubelskie","chełmski","gm. Sawin","060310",4690,3992,2155,1837,3,17,0,0,0,0,0,0,0,1837,0,0,1837,8,1829,1829,19,792,59,404,54,26,381,52,33,2,7
"lubelskie","chełmski","gm. Ruda-Huta","060309",3731,3104,1697,1407,5,7,0,0,0,0,0,0,0,1407,0,0,1407,10,1397,1397,13,553,59,374,43,7,298,29,15,2,4
"lubelskie","chełmski","gm. Chełm","060303",11177,9696,4674,5022,3,21,0,0,0,0,0,0,0,5022,0,0,5022,49,4973,4973,41,2181,166,1014,175,49,1141,130,54,9,13
"lubelskie","chełmski","gm. Żmudź","060314",2671,2308,1234,1074,2,7,2,2,0,0,0,0,2,1076,2,0,1076,7,1069,1069,4,441,62,261,30,3,237,24,6,0,1
"lubelskie","chełmski","gm. Rejowiec","060315",5344,4615,2664,1951,0,6,1,1,0,0,0,0,1,1952,1,0,1952,19,1933,1933,12,861,76,390,47,41,424,33,37,3,9
"lubelskie","chełmski","gm. Wierzbica","060312",4281,3601,1835,1766,1,10,2,1,0,0,0,0,1,1767,1,0,1767,9,1758,1758,6,842,94,287,40,15,400,50,14,3,7
"lubelskie","chełmski","gm. Dorohusk","060304",5442,4711,2499,2212,1,13,2,2,0,0,0,0,2,2214,2,1,2213,11,2202,2202,24,1016,63,449,40,34,486,56,24,0,10
"lubelskie","hrubieszowski","gm. Trzeszczany","060406",3635,3210,1753,1457,3,2,0,0,0,0,0,0,0,1457,0,0,1457,8,1449,1449,15,766,23,269,25,11,284,33,16,1,6
"lubelskie","hrubieszowski","gm. Mircze","060405",6447,5493,3030,2463,0,22,0,0,0,0,0,0,0,2463,0,0,2463,19,2444,2444,23,1002,138,564,68,8,503,86,41,3,8
"lubelskie","hrubieszowski","gm. Horodło","060403",4456,3805,2141,1664,0,12,0,0,0,0,0,0,0,1664,0,0,1664,15,1649,1649,9,727,65,417,35,9,319,39,22,1,6
"lubelskie","hrubieszowski","gm. Uchanie","060407",4013,3507,1838,1669,1,1,0,0,0,0,0,0,0,1668,0,0,1668,16,1652,1652,6,920,59,300,32,14,266,31,19,3,2
"lubelskie","hrubieszowski","gm. Hrubieszów","060404",8442,7207,3791,3416,1,17,1,1,0,0,0,0,1,3417,1,0,3417,26,3391,3391,29,1628,91,734,74,28,682,71,35,4,15
"lubelskie","hrubieszowski","gm. Werbkowice","060408",8005,7012,3700,3312,0,31,3,3,0,0,0,0,3,3315,3,0,3315,26,3289,3289,24,1689,102,595,110,17,639,65,36,3,9
"lubelskie","hrubieszowski","gm. Dołhobyczów","060402",4853,4200,2323,1877,3,11,2,2,0,0,0,0,2,1879,2,0,1879,14,1865,1865,13,855,88,440,48,12,325,55,22,0,7
"lubelskie","hrubieszowski","m. Hrubieszów","060401",15653,13720,6496,7247,4,47,6,6,0,0,0,0,6,7230,6,2,7228,49,7179,7179,52,2822,105,2072,217,38,1566,153,119,5,30
"lubelskie","janowski","gm. Modliborzyce","060506",5833,5100,2387,2713,7,9,0,0,0,0,0,0,0,2713,0,0,2713,19,2694,2694,21,1603,57,384,46,19,444,69,42,0,9
"lubelskie","janowski","gm. Godziszów","060504",4843,4155,1089,3066,5,4,1,1,0,0,0,0,1,3067,1,0,3067,15,3052,3052,21,2365,89,136,69,16,294,39,13,1,9
"lubelskie","janowski","gm. Janów Lubelski","060505",13276,11581,4592,6989,4,44,1,1,0,0,0,0,1,6986,1,9,6977,46,6931,6931,87,3874,109,1126,243,52,1193,131,81,7,28
"lubelskie","janowski","gm. Dzwola","060503",5335,4704,1746,2958,4,10,0,0,0,0,0,0,0,2958,0,0,2958,14,2944,2944,44,2056,93,228,94,25,341,41,14,1,7
"lubelskie","janowski","gm. Potok Wielki","060507",3903,3308,1641,1667,1,9,0,0,0,0,0,0,0,1666,0,0,1666,5,1661,1661,11,1022,41,187,48,14,252,56,23,3,4
"lubelskie","janowski","gm. Chrzanów","060502",2482,2133,654,1479,0,5,0,0,0,0,0,0,0,1478,0,0,1478,10,1468,1468,10,1134,50,55,35,13,138,25,6,1,1
"lubelskie","janowski","gm. Batorz","060501",2759,2401,895,1506,1,11,0,0,0,0,0,0,0,1506,0,0,1506,4,1502,1502,13,944,88,144,46,19,195,33,17,1,2
"lubelskie","krasnostawski","gm. Fajsławice","060602",3913,3404,1520,1884,0,11,0,0,0,0,0,0,0,1884,0,0,1884,9,1875,1875,22,977,50,223,63,19,471,21,24,1,4
"lubelskie","krasnostawski","gm. Krasnystaw","060605",7261,6257,3148,3109,0,16,2,2,0,0,0,0,2,3111,2,0,3111,11,3100,3100,21,1328,91,696,106,43,684,71,43,2,15
"lubelskie","krasnostawski","gm. Żółkiewka","060611",4834,4205,2288,1917,0,5,3,3,0,0,0,0,3,1920,3,0,1920,15,1905,1905,17,979,88,324,49,14,328,68,29,1,8
"lubelskie","krasnostawski","gm. Gorzków","060603",3129,2716,1397,1319,2,15,0,0,0,0,0,0,0,1319,0,0,1319,4,1315,1315,6,582,71,238,38,11,289,35,34,3,8
"lubelskie","krasnostawski","gm. Łopiennik Górny","060607",3462,3102,1785,1317,2,6,0,0,0,0,0,0,0,1317,0,0,1317,10,1307,1307,3,702,34,226,27,27,251,21,13,0,3
"lubelskie","krasnostawski","gm. Rudnik","060609",2711,2296,1264,1032,0,9,0,0,0,0,0,0,0,1032,0,0,1032,4,1028,1028,7,507,49,182,27,20,180,34,16,3,3
"lubelskie","krasnostawski","gm. Izbica","060604",7058,6006,3195,2811,0,20,1,0,0,0,0,0,0,2811,0,1,2810,11,2799,2799,14,1362,74,536,70,23,617,41,50,4,8
"lubelskie","krasnostawski","gm. Siennica Różana","060610",3477,2900,1395,1505,0,7,0,0,0,0,0,0,0,1505,0,0,1505,18,1487,1487,8,519,113,359,50,10,361,39,24,0,4
"lubelskie","krasnostawski","m. Krasnystaw","060601",16244,14277,6730,7547,4,35,3,3,0,0,0,0,3,7550,3,0,7550,61,7489,7489,77,2590,117,2308,273,92,1649,197,151,9,26
"lubelskie","krasnostawski","gm. Kraśniczyn","060606",3324,2994,1613,1381,1,7,0,0,0,0,0,0,0,1381,0,0,1381,20,1361,1361,5,632,43,321,39,10,238,45,23,1,4
"lubelskie","kraśnicki","gm. Annopol","060702",7286,6200,3119,3081,1,17,0,0,0,0,0,0,0,3081,0,0,3081,16,3065,3065,29,1508,168,619,80,19,511,90,24,2,15
"lubelskie","kraśnicki","m. Kraśnik","060701",29050,25559,10855,14704,10,60,3,2,0,0,0,0,2,14706,2,0,14706,110,14596,14596,156,6027,309,3843,382,172,3086,321,234,20,46
"lubelskie","kraśnicki","gm. Szastarka","060706",4815,4200,1916,2284,1,4,0,0,0,0,0,0,0,2283,0,0,2283,9,2274,2274,12,1580,56,215,45,9,302,40,10,1,4
"lubelskie","kraśnicki","gm. Wilkołaz","060709",4360,3707,1292,2415,0,6,0,0,0,0,0,0,0,2414,0,0,2414,18,2396,2396,19,1406,109,212,93,32,436,46,24,6,13
"lubelskie","kraśnicki","gm. Kraśnik","060705",5791,5002,2291,2711,2,13,1,1,0,0,0,0,1,2713,1,1,2712,21,2691,2691,35,1456,122,367,67,41,523,46,24,3,7
"lubelskie","kraśnicki","gm. Urzędów","060708",6994,6162,2813,3349,3,16,0,0,0,0,0,0,0,3349,0,0,3349,48,3301,3301,43,1749,185,546,103,44,523,65,34,2,7
"lubelskie","kraśnicki","gm. Gościeradów","060704",5887,5204,2868,2336,3,2,0,0,0,0,0,0,0,2336,0,0,2336,20,2316,2316,13,1215,175,366,58,13,388,59,21,5,3
"lubelskie","kraśnicki","gm. Dzierzkowice","060703",4360,3802,1749,2053,0,3,0,0,0,0,0,0,0,2053,0,0,2053,29,2024,2024,16,1046,162,273,66,20,374,51,14,0,2
"lubelskie","kraśnicki","gm. Trzydnik Duży","060707",5406,4803,2533,2270,0,6,1,1,0,0,0,0,1,2271,1,0,2271,13,2258,2258,34,1086,109,416,39,16,439,72,40,2,5
"lubelskie","kraśnicki","gm. Zakrzówek","060710",5500,4749,2287,2462,3,3,0,0,0,0,0,0,0,2462,0,0,2462,7,2455,2455,21,1415,84,342,88,37,384,54,18,3,9
"lubelskie","lubartowski","gm. Abramów","060802",3409,2900,1088,1812,1,7,0,0,0,0,0,0,0,1812,0,0,1812,20,1792,1792,13,1078,73,189,61,41,261,54,19,2,1
"lubelskie","lubartowski","gm. Firlej","060803",4766,3803,1697,2106,0,21,0,0,0,0,0,0,0,2106,0,0,2106,16,2090,2090,16,982,82,416,85,39,368,49,46,3,4
"lubelskie","lubartowski","gm. Uścimów","060813",2669,2206,1032,1174,2,6,0,0,0,0,0,0,0,1174,0,0,1174,12,1162,1162,8,606,56,242,17,9,183,24,10,4,3
"lubelskie","lubartowski","gm. Ostrówek","060811",3177,2801,1379,1422,5,6,0,0,0,0,0,0,0,1422,0,0,1422,10,1412,1412,12,685,88,283,34,17,238,30,20,0,5
"lubelskie","lubartowski","gm. Kock","060806",5307,4457,2037,2420,0,13,0,0,0,0,0,0,0,2420,0,0,2420,14,2406,2406,25,1329,76,436,66,20,360,58,29,3,4
"lubelskie","lubartowski","gm. Serniki","060812",3943,3405,1310,2095,0,5,0,0,0,0,0,0,0,2095,0,0,2095,15,2080,2080,13,1140,64,294,69,32,379,47,33,0,9
"lubelskie","lubartowski","gm. Ostrów Lubelski","060810",4340,3806,1666,2140,2,6,0,0,0,0,0,0,0,2139,0,0,2139,14,2125,2125,35,1098,124,306,72,28,389,43,20,3,7
"lubelskie","lubartowski","gm. Jeziorzany","060804",2371,2100,1125,975,0,16,0,0,0,0,0,0,0,975,0,0,975,6,969,969,7,518,57,145,23,9,170,22,11,1,6
"lubelskie","lubartowski","gm. Michów","060808",5079,4400,2192,2208,1,15,0,0,0,0,0,0,0,2208,0,0,2208,25,2183,2183,8,1143,114,345,66,24,394,39,35,2,13
"lubelskie","lubartowski","gm. Niedźwiada","060809",5041,4404,1927,2477,0,4,0,0,0,0,0,0,0,2477,0,0,2477,42,2435,2435,19,1335,99,379,50,29,438,43,28,4,11
"lubelskie","lubartowski","m. Lubartów","060801",17881,15579,5741,9838,7,48,5,2,0,0,0,0,2,9838,2,0,9838,89,9749,9749,97,3615,181,2615,376,92,2309,197,194,19,54
"lubelskie","lubartowski","gm. Kamionka","060805",5086,4304,2004,2300,0,5,0,0,0,0,0,0,0,2300,0,0,2300,33,2267,2267,32,958,89,420,80,50,520,52,55,0,11
"lubelskie","lubartowski","gm. Lubartów","060807",8659,7309,2914,4395,0,21,0,0,0,0,0,0,0,4395,0,0,4395,48,4347,4347,45,1872,131,808,162,50,1104,79,70,1,25
"lubelskie","lubelski","gm. Zakrzew","060916",2572,2204,1094,1110,1,6,0,0,0,0,0,0,0,1110,0,0,1110,4,1106,1106,14,637,63,126,20,17,184,28,16,1,0
