"Województwo","Powiat","Gmina","Teryt","Liczba.wyborców.uprawnionych.do.głosowania","Komisja.otrzymała.kart.do.głosowania","Nie.wykorzystano.kart.do.głosowania","Liczba.wyborców..którym.wydano.karty.do.głosowania","Liczba.wyborców.głosujących.przez.pełnomocnika","Liczba.wyborców.głosujących.na.podstawie.zaświadczenia","Liczba.wyborców..którym.wysłano.pakiety.wyborcze","Liczba.otrzymanych.kopert.zwrotnych","w.których.nie.było.oświadczenia","w.których.oświadczenie.nie.było.podpisane","w.których.nie.było.koperty.na.kartę.do.głosowania","w.których.znajdowała.się.niezaklejona.koperta","Liczba.kopert.na.kartę.do.głosowania.wrzuconych.do.urny","Liczba.kart.wyjętych.z.urny","w.tym.liczba.kart.wyjętych.z.kopert","Liczba.kart.nieważnych","Liczba.kart.ważnych","Liczba.głosów.nieważnych","Liczba.głosów.ważnych","RAZEM","Grzegorz.Michał.BRAUN","Andrzej.Sebastian.DUDA","Adam.Sebastian.JARUBAS","Bronisław.Maria.KOMOROWSKI","Janusz.Ryszard.KORWIN.MIKKE","Marian.Janusz.KOWALSKI","Paweł.Piotr.KUKIZ","Magdalena.Agnieszka.OGÓREK","Janusz.Marian.PALIKOT","Paweł.Jan.TANAJNO","Jacek.WILK"
"dolnośląskie","wołowski","gm. Wołów","022203",19716,17032,8450,8580,1,49,1,1,0,0,0,0,1,8582,1,0,8582,65,8517,8517,50,2710,81,3292,209,37,1721,269,107,11,30
"dolnośląskie","wołowski","gm. Wińsko","022202",6959,5907,3050,2857,0,17,0,0,0,0,0,0,0,2857,0,0,2857,20,2837,2837,21,1334,27,783,75,22,483,67,13,5,7
"dolnośląskie","wrocławski","gm. Czernica","022301",10057,8413,2551,5861,3,52,8,6,1,0,0,0,5,5867,5,0,5867,53,5814,5814,77,1655,57,2281,207,17,1250,109,108,15,38
"dolnośląskie","wrocławski","gm. Kobierzyce","022305",13593,11610,4528,7082,0,62,5,5,0,0,0,0,5,7086,5,0,7086,60,7026,7026,62,1867,48,2813,235,26,1652,115,131,23,54
"dolnośląskie","wrocławski","gm. Żórawina","022309",7882,6707,2974,3733,1,26,2,2,0,0,0,0,2,3735,2,0,3735,47,3688,3688,26,1119,32,1356,125,15,868,56,56,6,29
"dolnośląskie","wrocławski","gm. Siechnice","022308",14549,12429,4364,8065,1,66,6,6,0,0,0,0,6,8071,6,1,8070,58,8012,8012,56,2350,58,2788,358,34,2004,131,147,26,60
"dolnośląskie","wrocławski","gm. Sobótka","022307",10372,8843,4120,4723,3,33,5,5,0,0,0,0,5,4728,5,0,4728,54,4674,4674,35,1525,51,1758,160,15,927,92,73,6,32
"dolnośląskie","wrocławski","gm. Długołęka","022302",21350,18201,6689,11521,5,78,2,2,0,0,0,0,2,11522,2,0,11522,116,11406,11406,94,3654,144,4080,383,45,2493,219,201,38,55
"dolnośląskie","wrocławski","gm. Jordanów Śląski","022303",2576,2203,971,1232,4,6,0,0,0,0,0,0,0,1232,0,0,1232,12,1220,1220,12,461,16,381,31,6,261,26,22,0,4
"dolnośląskie","wrocławski","gm. Kąty Wrocławskie","022304",16807,14326,5885,8441,5,72,9,9,4,0,0,0,5,8446,5,0,8446,90,8356,8356,61,2520,79,2988,249,30,2089,147,120,23,50
"dolnośląskie","wrocławski","gm. Mietków","022306",3188,2763,1285,1478,0,7,2,2,0,0,0,0,2,1480,2,0,1480,17,1463,1463,9,487,33,565,48,8,257,34,17,1,4
"dolnośląskie","ząbkowicki","gm. Ziębice","022406",14422,12421,6813,5608,1,23,2,2,0,0,0,0,2,5610,2,0,5610,44,5566,5566,24,1854,92,2038,146,19,1169,120,64,8,32
"dolnośląskie","ząbkowicki","gm. Ciepłowody","022402",2545,2222,1241,981,1,4,0,0,0,0,0,0,0,980,0,0,980,6,974,974,12,320,21,347,33,1,210,23,5,1,1
"dolnośląskie","ząbkowicki","gm. Bardo","022401",4402,3905,1927,1978,0,12,0,0,0,0,0,0,0,1978,0,0,1978,13,1965,1965,18,632,33,627,35,9,523,50,32,2,4
"dolnośląskie","ząbkowicki","gm. Stoszowice","022404",4480,3898,2148,1750,2,10,2,2,0,0,0,0,2,1752,2,0,1752,9,1743,1743,20,571,45,615,47,13,367,38,18,5,4
"dolnośląskie","ząbkowicki","gm. Ząbkowice Śląskie","022405",18155,15725,7198,8527,15,32,6,6,0,0,0,0,6,8533,6,0,8533,71,8462,8462,36,2756,88,3360,205,32,1657,198,101,7,22
"dolnośląskie","ząbkowicki","gm. Kamieniec Ząbkowicki","022403",6874,5907,2842,3065,0,21,8,8,0,0,0,1,7,3072,7,0,3072,22,3050,3050,11,1027,37,1050,70,14,727,67,32,7,8
"dolnośląskie","ząbkowicki","gm. Złoty Stok","022407",3845,3503,1854,1649,0,11,1,1,0,0,0,0,1,1650,1,0,1650,6,1644,1644,4,572,21,556,60,14,333,40,33,4,7
"dolnośląskie","zgorzelecki","gm. Bogatynia","022503",19286,16823,8112,8711,1,37,2,2,0,0,0,0,2,8713,2,0,8713,53,8660,8660,49,2984,55,2663,269,30,2255,218,102,12,23
"dolnośląskie","zgorzelecki","gm. Sulików","022505",4880,4204,2043,2161,1,5,0,0,0,0,0,0,0,2161,0,0,2161,28,2133,2133,14,856,23,602,50,19,497,49,17,1,5
"dolnośląskie","zgorzelecki","gm. Pieńsk","022504",7336,6201,3544,2657,0,14,0,0,0,0,0,0,0,2657,0,0,2657,19,2638,2638,13,764,22,984,88,17,617,77,39,11,6
"dolnośląskie","zgorzelecki","m. Zawidów","022501",3422,3006,1459,1547,0,10,0,0,0,0,0,0,0,1547,0,0,1547,55,1492,1492,5,492,14,531,16,6,362,35,20,3,8
"dolnośląskie","zgorzelecki","m. Zgorzelec","022502",25840,22454,10142,12312,1,82,11,11,0,0,0,0,11,12322,11,0,12322,123,12199,12199,84,3597,79,4730,301,40,2788,342,185,13,40
"dolnośląskie","zgorzelecki","gm. Węgliniec","022506",7025,6134,3242,2892,4,12,0,0,0,0,0,0,0,2892,0,0,2892,33,2859,2859,10,856,31,1076,80,11,676,73,34,3,9
"dolnośląskie","zgorzelecki","gm. Zgorzelec","022507",6706,5601,2762,2839,2,15,0,0,0,0,0,0,0,2839,0,1,2838,17,2821,2821,29,871,38,941,86,8,689,92,43,4,20
"dolnośląskie","złotoryjski","gm. Świerzawa","022604",6239,5307,2853,2454,3,24,1,1,0,0,0,0,1,2455,1,0,2455,18,2437,2437,18,686,49,979,96,9,483,70,26,6,15
"dolnośląskie","złotoryjski","gm. Pielgrzymka","022603",3718,3301,1750,1551,0,4,0,0,0,0,0,0,0,1551,0,0,1551,13,1538,1538,6,544,18,565,45,5,310,26,13,3,3
"dolnośląskie","złotoryjski","gm. Złotoryja","022606",5664,4905,2476,2429,0,9,0,0,0,0,0,0,0,2429,0,0,2429,20,2409,2409,14,851,38,725,81,5,597,69,24,2,3
"dolnośląskie","złotoryjski","m. Wojcieszów","022601",3076,2600,1468,1132,0,4,0,0,0,0,0,0,0,1132,0,0,1132,12,1120,1120,3,300,7,515,25,2,215,34,13,4,2
"dolnośląskie","złotoryjski","gm. Zagrodno","022605",4420,3703,1815,1888,0,5,0,0,0,0,0,0,0,1888,0,0,1888,13,1875,1875,6,846,37,466,40,7,415,47,7,1,3
"dolnośląskie","złotoryjski","m. Złotoryja","022602",13255,11388,5130,6258,4,34,2,1,0,0,0,0,1,6259,1,0,6259,43,6216,6216,47,1855,39,2231,162,21,1544,178,112,3,24
"dolnośląskie","m. Jelenia Góra","m. Jelenia Góra","026101",66222,57261,25652,31605,14,377,12,12,0,0,0,0,12,31616,12,4,31612,223,31389,31389,184,7943,213,13834,854,97,6467,930,663,49,155
"dolnośląskie","m. Legnica","m. Legnica","026201",79152,68712,30893,37821,5,167,27,27,1,0,0,1,26,37842,26,4,37838,288,37550,37550,270,11651,219,13442,1080,148,8935,995,624,44,142
"dolnośląskie","m. Wrocław","m. Wrocław","026401",500161,425280,149329,275933,76,4705,327,281,9,0,0,0,272,276164,272,28,276136,2686,273450,273450,3391,71792,1539,110040,11000,1171,59593,6080,5942,1120,1782
"dolnośląskie","m. Wałbrzych","m. Wałbrzych","026501",92642,80570,40866,39705,9,126,3,3,0,0,0,0,3,39702,3,16,39686,371,39315,39315,239,9711,286,17189,1190,142,8449,1200,714,63,132
"kujawsko-pomorskie","aleksandrowski","gm. Zakrzewo","040109",2933,2608,1438,1170,1,8,0,0,0,0,0,0,0,1170,0,0,1170,7,1163,1163,6,362,43,392,32,5,265,34,17,2,5
"kujawsko-pomorskie","aleksandrowski","gm. Waganiec","040108",3617,3110,1635,1475,0,9,0,0,0,0,0,0,0,1475,0,0,1475,11,1464,1464,7,623,35,412,26,7,278,54,15,2,5
"kujawsko-pomorskie","aleksandrowski","gm. Aleksandrów Kujawski","040104",8959,7699,4323,3376,0,6,0,0,0,0,0,0,0,3375,0,4,3371,35,3336,3336,26,1253,63,1008,105,20,716,89,26,6,24
"kujawsko-pomorskie","aleksandrowski","gm. Raciążek","040107",2601,2406,1305,1101,0,5,0,0,0,0,0,0,0,1101,0,0,1101,17,1084,1084,9,351,21,348,26,5,280,24,14,3,3
"kujawsko-pomorskie","aleksandrowski","m. Aleksandrów Kujawski","040101",9973,8684,4411,4273,2,33,5,5,0,0,0,0,5,4278,5,0,4278,37,4241,4241,17,1222,59,1745,87,24,899,120,41,7,20
"kujawsko-pomorskie","aleksandrowski","m. Ciechocinek","040102",9885,7724,2112,5612,3,856,3,3,0,0,0,0,3,5614,3,0,5614,47,5567,5567,37,1820,40,2417,85,23,874,164,88,6,13
"kujawsko-pomorskie","aleksandrowski","gm. Bądkowo","040105",3555,3000,1590,1410,2,6,0,0,0,0,0,0,0,1409,0,0,1409,9,1400,1400,8,481,45,457,50,3,272,58,15,4,7
"kujawsko-pomorskie","aleksandrowski","m. Nieszawa","040103",1636,1503,719,784,1,7,0,0,0,0,0,0,0,783,0,0,783,7,776,776,9,208,21,250,37,7,211,18,12,2,1
"kujawsko-pomorskie","aleksandrowski","gm. Koneck","040106",2679,2203,1227,976,2,0,0,0,0,0,0,0,0,976,0,0,976,14,962,962,5,397,32,270,24,2,189,28,12,0,3
"kujawsko-pomorskie","brodnicki","gm. Bobrowo","040202",5062,4354,2268,2086,0,7,2,2,0,0,0,0,2,2088,2,1,2087,23,2064,2064,8,728,72,733,62,5,377,50,19,3,7
"kujawsko-pomorskie","brodnicki","gm. Świedziebnia","040209",4175,3602,2027,1575,0,9,0,0,0,0,0,0,0,1575,0,0,1575,9,1566,1566,8,693,77,435,27,6,257,42,13,0,8
"kujawsko-pomorskie","brodnicki","gm. Jabłonowo Pomorskie","040207",7169,6216,3467,2749,1,15,0,0,0,0,0,0,0,2749,0,0,2749,51,2698,2698,20,1005,75,914,91,10,484,62,26,3,8
"kujawsko-pomorskie","brodnicki","gm. Górzno","040205",3199,2700,1376,1324,0,13,0,0,0,0,0,0,0,1324,0,0,1324,11,1313,1313,17,505,35,396,27,16,265,39,11,1,1
"kujawsko-pomorskie","brodnicki","gm. Brodnica","040203",5963,5037,2545,2492,1,14,1,1,0,0,0,0,1,2493,1,0,2493,15,2478,2478,5,788,45,776,63,12,687,63,25,2,12
"kujawsko-pomorskie","brodnicki","gm. Brzozie","040204",2927,2511,1223,1288,0,11,1,1,0,0,0,0,1,1289,1,0,1289,27,1262,1262,7,517,39,394,17,5,245,26,8,1,3
"kujawsko-pomorskie","brodnicki","gm. Bartniczka","040206",3660,3205,1696,1509,0,2,0,0,0,0,0,0,0,1509,0,0,1509,17,1492,1492,5,566,37,487,33,12,305,29,13,2,3
"kujawsko-pomorskie","brodnicki","m. Brodnica","040201",21539,18223,7859,10364,6,68,2,2,1,0,0,0,1,10364,1,0,10364,80,10284,10284,53,3126,69,3924,267,47,2390,247,98,15,48
"kujawsko-pomorskie","brodnicki","gm. Zbiczno","040210",3886,3096,1361,1735,1,41,0,0,0,0,0,0,0,1735,0,0,1735,15,1720,1720,6,525,46,642,34,3,393,42,25,1,3
"kujawsko-pomorskie","brodnicki","gm. Osiek","040208",3239,2803,1625,1178,0,10,0,0,0,0,0,0,0,1178,0,0,1178,7,1171,1171,2,457,35,339,49,3,232,42,5,3,4
"kujawsko-pomorskie","bydgoski","gm. Nowa Wieś Wielka","040305",7470,6499,3269,3230,1,15,2,2,0,0,0,0,2,3231,2,0,3231,19,3212,3212,20,855,22,1130,108,8,881,98,68,11,11
"kujawsko-pomorskie","bydgoski","gm. Białe Błota","040301",14580,12313,4745,7568,0,45,2,2,0,0,0,0,2,7570,2,0,7570,48,7522,7522,40,1792,64,3015,304,46,1841,223,143,15,39
"kujawsko-pomorskie","bydgoski","gm. Sicienko","040307",7766,6808,3380,3428,2,16,2,2,0,0,0,0,2,3430,2,0,3430,25,3405,3405,23,857,61,1461,117,19,702,111,36,5,13
"kujawsko-pomorskie","bydgoski","gm. Osielsko","040306",9391,7900,2571,5329,1,50,2,2,0,0,0,0,2,5331,2,0,5331,45,5286,5286,41,1104,39,2426,214,14,1150,120,119,13,46
"kujawsko-pomorskie","bydgoski","gm. Koronowo","040304",19375,16772,9005,7767,1,45,0,0,0,0,0,0,0,7767,0,0,7767,70,7697,7697,38,2161,71,3113,238,23,1647,267,107,7,25
"kujawsko-pomorskie","bydgoski","gm. Dobrcz","040303",8486,7217,3443,3774,1,21,2,2,0,0,0,0,2,3776,2,0,3776,35,3741,3741,45,1025,59,1386,148,13,868,119,48,7,23
"kujawsko-pomorskie","bydgoski","gm. Solec Kujawski","040308",12819,11133,5127,6006,10,25,1,1,0,0,0,0,1,6007,1,0,6007,52,5955,5955,31,1570,52,2345,244,30,1372,144,112,12,43
"kujawsko-pomorskie","bydgoski","gm. Dąbrowa Chełmińska","040302",6207,5402,2908,2494,0,4,0,0,0,0,0,0,0,2494,0,0,2494,17,2477,2477,14,722,32,892,106,17,563,73,30,7,21
"kujawsko-pomorskie","chełmiński","gm. Unisław","040407",5387,4707,2409,2298,1,2,4,4,0,0,0,0,4,2302,4,0,2302,19,2283,2283,9,771,24,838,71,27,468,40,26,1,8
"kujawsko-pomorskie","chełmiński","gm. Chełmno","040402",4401,3804,2261,1543,0,1,0,0,0,0,0,0,0,1543,0,0,1543,7,1536,1536,6,475,46,543,25,4,374,44,11,2,6
"kujawsko-pomorskie","chełmiński","gm. Papowo Biskupie","040405",3462,3004,1812,1192,1,4,0,0,0,0,0,0,0,1192,0,0,1192,15,1177,1177,12,402,26,448,40,5,193,37,7,5,2
"kujawsko-pomorskie","chełmiński","gm. Stolno","040406",4061,3501,1841,1660,1,1,0,0,0,0,0,0,0,1660,0,0,1660,8,1652,1652,10,559,41,572,42,12,336,60,12,1,7
"kujawsko-pomorskie","chełmiński","gm. Kijewo Królewskie","040403",3496,3002,1540,1462,0,3,0,0,0,0,0,0,0,1462,0,0,1462,14,1448,1448,14,469,30,516,43,6,287,57,15,1,10
"kujawsko-pomorskie","chełmiński","gm. Lisewo","040404",4077,3596,2059,1537,0,3,0,0,0,0,0,0,0,1537,0,0,1537,13,1524,1524,4,530,35,566,51,7,252,51,15,2,11
"kujawsko-pomorskie","chełmiński","m. Chełmno","040401",15461,13663,6780,6884,1,28,8,8,0,0,0,0,8,6890,8,0,6890,57,6833,6833,23,1939,60,2982,170,33,1302,198,92,6,28
"kujawsko-pomorskie","golubsko-dobrzyński","m. Golub-Dobrzyń","040501",9937,8803,4522,4281,2,14,7,7,2,0,0,0,5,4286,5,0,4286,32,4254,4254,13,1401,33,1560,67,9,964,129,58,3,17
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Golub-Dobrzyń","040503",6922,5902,3325,2577,0,11,0,0,0,0,0,0,0,2576,0,0,2576,21,2555,2555,12,985,54,753,51,10,549,104,27,5,5
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Kowalewo Pomorskie","040504",9147,7824,3943,3881,4,14,1,1,0,0,0,0,1,3882,1,0,3882,29,3853,3853,16,1303,118,1329,119,13,778,125,32,6,14
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Radomin","040505",3330,2896,1547,1349,0,5,0,0,0,0,0,0,0,1349,0,0,1349,17,1332,1332,7,623,33,300,38,17,239,51,16,2,6
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Ciechocin","040502",3167,2704,1455,1249,1,1,1,1,0,0,0,0,1,1249,1,0,1249,6,1243,1243,7,540,33,324,29,6,253,28,17,0,6
"kujawsko-pomorskie","golubsko-dobrzyński","gm. Zbójno","040506",3472,3125,1925,1200,1,2,0,0,0,0,0,0,0,1200,0,0,1200,7,1193,1193,4,492,35,374,25,8,200,42,10,1,2
"kujawsko-pomorskie","grudziądzki","gm. Radzyń Chełmiński","040604",3784,3304,1992,1312,2,4,0,0,0,0,0,0,0,1312,0,0,1312,14,1298,1298,3,415,33,432,34,15,308,38,14,1,5
"kujawsko-pomorskie","grudziądzki","gm. Łasin","040603",6481,5672,3173,2499,0,8,2,2,0,0,0,0,2,2501,2,0,2501,18,2483,2483,8,858,57,1007,69,22,370,59,18,2,13
"kujawsko-pomorskie","grudziądzki","gm. Świecie nad Osą","040606",3351,2905,1756,1149,1,8,0,0,0,0,0,0,0,1149,0,0,1149,19,1130,1130,4,435,26,402,42,7,169,23,12,1,9
"kujawsko-pomorskie","grudziądzki","gm. Gruta","040602",5239,4609,2554,2054,0,5,0,0,0,0,0,0,0,2055,0,0,2055,16,2039,2039,13,638,71,763,77,10,357,71,32,3,4
"kujawsko-pomorskie","grudziądzki","gm. Rogóźno","040605",3222,2704,1420,1284,0,1,2,2,0,0,0,0,2,1286,2,0,1286,7,1279,1279,4,460,34,428,24,10,261,38,10,5,5
"kujawsko-pomorskie","grudziądzki","gm. Grudziądz","040601",9266,7808,3948,3860,2,15,1,1,0,0,0,0,1,3861,1,0,3861,22,3839,3839,25,1185,68,1523,145,20,710,95,45,6,17
"kujawsko-pomorskie","inowrocławski","gm. Inowrocław","040704",9301,7906,4066,3840,1,12,0,0,0,0,0,0,0,3840,0,0,3840,33,3807,3807,22,1181,58,1323,88,17,897,134,64,8,15
"kujawsko-pomorskie","inowrocławski","gm. Rojewo","040708",3709,3196,1769,1427,0,4,0,0,0,0,0,0,0,1427,0,0,1427,8,1419,1419,7,575,46,422,31,5,288,33,9,0,3
"kujawsko-pomorskie","inowrocławski","gm. Pakość","040707",7955,6800,3339,3461,2,19,2,2,0,0,0,0,2,3463,2,0,3463,27,3436,3436,14,1016,57,1283,94,12,790,109,39,4,18
"kujawsko-pomorskie","inowrocławski","gm. Gniewkowo","040703",11485,10100,5362,4739,2,28,0,0,0,0,0,0,0,4739,0,0,4739,38,4701,4701,22,1427,81,1727,149,20,1060,129,58,8,20
"kujawsko-pomorskie","inowrocławski","gm. Janikowo","040705",10912,9621,5052,4569,2,12,0,0,0,0,0,0,0,4569,0,0,4569,48,4521,4521,14,1500,81,1470,132,32,1079,130,65,2,16
"kujawsko-pomorskie","inowrocławski","gm. Kruszwica","040706",15787,13637,7329,6308,2,23,1,1,0,0,0,0,1,6309,1,0,6309,42,6267,6267,24,2147,139,2285,190,27,1199,179,59,3,15
"kujawsko-pomorskie","inowrocławski","m. Inowrocław","040701",61380,53368,24545,28823,6,332,13,11,0,0,0,0,11,28833,11,0,28833,264,28569,28569,180,7537,214,11796,846,110,6150,1022,548,43,123
"kujawsko-pomorskie","inowrocławski","gm. Dąbrowa Biskupia","040702",4091,3583,2138,1445,0,13,1,1,0,0,0,0,1,1446,1,0,1446,18,1428,1428,4,499,55,446,45,15,301,42,13,2,6
"kujawsko-pomorskie","inowrocławski","gm. Złotniki Kujawskie","040709",7322,6300,3350,2950,0,4,2,2,0,0,0,0,2,2952,2,0,2952,32,2920,2920,19,831,67,1021,87,16,732,92,38,4,13
"kujawsko-pomorskie","lipnowski","m. Lipno","040801",11540,10250,5418,4832,0,20,3,3,0,0,0,0,3,4835,3,0,4835,46,4789,4789,14,1770,81,1640,111,21,955,145,40,6,6
"kujawsko-pomorskie","lipnowski","gm. Skępe","040807",6058,5201,2796,2405,7,25,2,2,0,0,0,0,2,2407,2,0,2407,12,2395,2395,12,863,55,849,68,15,410,72,33,4,14
"kujawsko-pomorskie","lipnowski","gm. Lipno","040806",9192,7796,4672,3124,0,12,1,1,0,0,0,0,1,3125,1,0,3125,25,3100,3100,21,1194,162,871,84,20,622,83,35,3,5
"kujawsko-pomorskie","lipnowski","gm. Bobrowniki","040802",2459,2200,1252,948,0,1,0,0,0,0,0,0,0,948,0,0,948,9,939,939,2,307,66,345,18,5,132,47,10,4,3
"kujawsko-pomorskie","lipnowski","gm. Tłuchowo","040808",3645,3214,1886,1328,1,10,0,0,0,0,0,0,0,1328,0,0,1328,9,1319,1319,5,545,58,357,33,1,270,29,9,3,9
"kujawsko-pomorskie","lipnowski","gm. Wielgie","040809",5281,4571,2627,1944,2,7,0,0,0,0,0,0,0,1944,0,0,1944,31,1913,1913,6,738,112,545,51,10,317,104,20,0,10
"kujawsko-pomorskie","lipnowski","gm. Dobrzyń nad Wisłą","040804",6324,5500,3220,2280,3,14,0,0,0,0,0,0,0,2280,0,0,2280,19,2261,2261,13,878,67,692,90,4,411,73,20,7,6
"kujawsko-pomorskie","lipnowski","gm. Kikół","040805",5711,4998,2858,2140,2,4,0,0,0,0,0,0,0,2140,0,0,2140,16,2124,2124,11,804,117,623,54,8,428,47,24,1,7
"kujawsko-pomorskie","lipnowski","gm. Chrostkowo","040803",2417,1996,1187,809,0,0,0,0,0,0,0,0,0,809,0,0,809,7,802,802,4,371,38,213,21,4,127,17,6,0,1
"kujawsko-pomorskie","mogileński","gm. Strzelno","040904",9595,8269,4314,3955,3,17,0,0,0,0,0,0,0,3955,0,0,3955,34,3921,3921,20,1115,65,1609,132,37,769,119,38,9,8
"kujawsko-pomorskie","mogileński","gm. Dąbrowa","040901",3713,3206,1773,1433,0,4,0,0,0,0,0,0,0,1433,0,0,1433,11,1422,1422,4,433,46,463,38,2,329,76,16,3,12
"kujawsko-pomorskie","mogileński","gm. Mogilno","040903",19978,17240,8532,8708,1,30,6,5,0,0,0,0,5,8712,5,0,8712,48,8664,8664,41,2467,169,3333,291,40,1862,293,119,9,40
"kujawsko-pomorskie","mogileński","gm. Jeziora Wielkie","040902",4000,3601,2120,1481,1,17,0,0,0,0,0,0,0,1481,0,0,1481,13,1468,1468,6,467,48,543,30,8,276,62,19,2,7
"kujawsko-pomorskie","nakielski","gm. Nakło nad Notecią","041003",25907,22967,11677,11290,5,62,1,1,0,0,0,0,1,11291,1,1,11290,79,11211,11211,63,3159,151,4822,370,41,2046,344,173,16,26
"kujawsko-pomorskie","nakielski","gm. Szubin","041005",18695,16019,7895,8124,5,34,1,1,0,0,0,0,1,8124,1,0,8124,65,8059,8059,55,2214,104,3445,264,43,1568,226,105,6,29
"kujawsko-pomorskie","nakielski","gm. Sadki","041004",5703,4802,2496,2306,0,13,0,0,0,0,0,0,0,2306,0,0,2306,15,2291,2291,10,725,65,978,62,11,316,95,16,3,10
"kujawsko-pomorskie","nakielski","gm. Kcynia","041001",10684,9307,4963,4344,3,12,0,0,0,0,0,0,0,4344,0,0,4344,32,4312,4312,18,1221,123,1752,149,31,797,165,40,8,8
"kujawsko-pomorskie","nakielski","gm. Mrocza","041002",7159,6099,3251,2848,2,11,0,0,0,0,0,0,0,2848,0,0,2848,16,2832,2832,17,752,59,1246,80,16,524,92,34,2,10
"kujawsko-pomorskie","radziejowski","gm. Topólka","041107",4117,3508,1948,1560,0,24,1,1,0,0,0,0,1,1561,1,0,1561,11,1550,1550,6,555,73,514,30,7,291,49,16,1,8
"kujawsko-pomorskie","radziejowski","gm. Radziejów","041106",3639,3102,1694,1408,2,5,0,0,0,0,0,0,0,1408,0,0,1408,10,1398,1398,3,536,52,383,62,3,279,67,11,1,1
"kujawsko-pomorskie","radziejowski","gm. Piotrków Kujawski","041105",7678,6561,3716,2845,2,21,0,0,0,0,0,0,0,2845,0,0,2845,22,2823,2823,14,1140,77,849,61,10,535,87,36,2,12
"kujawsko-pomorskie","radziejowski","gm. Dobre","041103",4492,3900,2223,1677,3,5,0,0,0,0,0,0,0,1677,0,0,1677,21,1656,1656,6,635,38,484,54,9,337,63,21,1,8
"kujawsko-pomorskie","radziejowski","gm. Osięciny","041104",6504,5595,3263,2332,5,13,0,0,0,0,0,0,0,2332,0,1,2331,19,2312,2312,11,914,54,613,46,11,516,119,19,1,8
"kujawsko-pomorskie","radziejowski","m. Radziejów","041101",4877,4097,1867,2230,2,21,0,0,0,0,0,0,0,2230,0,0,2230,19,2211,2211,10,693,20,829,41,9,476,79,29,1,24
"kujawsko-pomorskie","radziejowski","gm. Bytoń","041102",3086,2600,1462,1138,3,7,0,0,0,0,0,0,0,1138,0,0,1138,12,1126,1126,7,463,34,326,29,5,208,38,11,2,3
"kujawsko-pomorskie","rypiński","gm. Wąpielsk","041206",3305,2904,1722,1182,0,2,0,0,0,0,0,0,0,1182,0,0,1182,5,1177,1177,3,516,26,362,23,6,208,19,9,0,5
"kujawsko-pomorskie","rypiński","gm. Rogowo","041203",3869,3303,2058,1245,0,6,0,0,0,0,0,0,0,1245,0,0,1245,18,1227,1227,6,642,36,292,29,3,179,25,10,2,3
"kujawsko-pomorskie","rypiński","gm. Rypin","041204",5920,5000,2976,2024,0,3,0,0,0,0,0,0,0,2024,0,0,2024,11,2013,2013,12,799,50,666,41,7,367,40,19,3,9
"kujawsko-pomorskie","rypiński","m. Rypin","041201",13242,11532,5696,5836,5,35,1,1,0,0,0,0,1,5837,1,1,5836,44,5792,5792,22,2073,52,2208,134,23,1064,122,58,3,33
"kujawsko-pomorskie","rypiński","gm. Brzuze","041202",4318,3630,2163,1467,0,9,0,0,0,0,0,0,0,1467,0,0,1467,10,1457,1457,9,531,40,453,44,8,285,64,16,2,5
"kujawsko-pomorskie","rypiński","gm. Skrwilno","041205",4854,4209,2431,1778,4,5,0,0,0,0,0,0,0,1778,0,0,1778,8,1770,1770,13,908,52,407,33,9,264,50,28,2,4
"kujawsko-pomorskie","sępoleński","gm. Więcbork","041304",10403,9172,4967,4205,5,30,2,1,0,0,0,0,1,4206,1,0,4206,17,4189,4189,14,1270,104,1899,96,12,607,127,42,4,14
"kujawsko-pomorskie","sępoleński","gm. Kamień Krajeński","041301",5464,4773,2584,2189,0,6,0,0,0,0,0,0,0,2189,0,0,2189,18,2171,2171,13,627,43,911,54,9,409,68,28,0,9
"kujawsko-pomorskie","sępoleński","gm. Sośno","041303",4022,3447,1971,1476,1,5,1,1,0,0,0,0,1,1477,1,0,1477,8,1469,1469,10,436,31,629,24,8,256,53,18,1,3
"kujawsko-pomorskie","sępoleński","gm. Sępólno Krajeńskie","041302",12534,10810,5348,5462,5,19,0,0,0,0,0,0,0,5462,0,0,5462,25,5437,5437,24,1459,68,2508,131,23,936,196,75,4,13
"kujawsko-pomorskie","świecki","gm. Drzycim","041403",3996,3403,1734,1669,5,3,1,1,0,0,0,0,1,1670,1,0,1670,11,1659,1659,16,554,27,573,52,11,366,35,14,2,9
"kujawsko-pomorskie","świecki","gm. Świekatowo","041410",2824,2403,1182,1221,0,15,0,0,0,0,0,0,0,1221,0,0,1221,11,1210,1210,4,357,16,458,52,13,241,53,13,1,2
"kujawsko-pomorskie","świecki","gm. Lniano","041405",3321,2806,1280,1526,1,11,0,0,0,0,0,0,0,1526,0,0,1526,6,1520,1520,8,529,38,560,48,8,243,50,21,3,12
"kujawsko-pomorskie","świecki","gm. Jeżewo","041404",6243,5409,2814,2595,2,17,3,3,0,0,0,0,3,2598,3,0,2598,20,2578,2578,14,849,33,995,66,16,489,74,25,6,11
