"Województwo","Powiat","Gmina","Teryt","L.uprawnionych.do.głosowania","L.kart.wydanych","L.głosów.oddanych","L.głosów.ważnych","Lech.Aleksander.KACZYŃSKI","Donald.Franciszek.TUSK"
"mazowieckie","wołomiński","Tłuszcz, gm.","143411",14029,7333,7330,7270,5017,2253
"mazowieckie","wołomiński","Wołomin, gm.","143412",38429,23759,23754,23572,14337,9235
"mazowieckie","wołomiński","Ząbki, m.","143403",16993,10657,10653,10600,5819,4781
"mazowieckie","wołomiński","Zielonka, m.","143404",12926,8600,8597,8508,4827,3681
"mazowieckie","wyszkowski","Brańszczyk, gm.","143501",6491,3271,3271,3253,2644,609
"mazowieckie","wyszkowski","Długosiodło, gm.","143502",6004,2612,2612,2592,1966,626
"mazowieckie","wyszkowski","Rząśnik, gm.","143503",5070,2715,2715,2695,2366,329
"mazowieckie","wyszkowski","Somianka, gm.","143504",4375,2204,2204,2192,1807,385
"mazowieckie","wyszkowski","Wyszków, gm.","143505",28887,15620,15617,15484,10386,5098
"mazowieckie","wyszkowski","Zabrodzie, gm.","143506",4232,2038,2038,2023,1610,413
"mazowieckie","zwoleński","Kazanów, gm.","143601",3650,1676,1676,1657,1359,298
"mazowieckie","zwoleński","Policzna, gm.","143602",4690,1938,1938,1917,1560,357
"mazowieckie","zwoleński","Przyłęk, gm.","143603",5123,2153,2153,2136,1820,316
"mazowieckie","zwoleński","Tczów, gm.","143604",3700,1715,1715,1699,1476,223
"mazowieckie","zwoleński","Zwoleń, gm.","143605",12212,5983,5982,5907,4391,1516
"mazowieckie","żuromiński","Bieżuń, gm.","143701",4274,1747,1747,1738,1342,396
"mazowieckie","żuromiński","Kuczbork-Osada, gm.","143702",4027,1594,1594,1576,1158,418
"mazowieckie","żuromiński","Lubowidz, gm.","143703",5807,2397,2397,2383,1730,653
"mazowieckie","żuromiński","Lutocin, gm.","143704",3691,1522,1522,1519,1282,237
"mazowieckie","żuromiński","Siemiątkowo, gm.","143705",2934,1018,1018,1001,814,187
"mazowieckie","żuromiński","Żuromin, gm.","143706",11371,4940,4939,4878,3224,1654
"mazowieckie","żyrardowski","Mszczonów, gm.","143802",8791,3892,3892,3853,2641,1212
"mazowieckie","żyrardowski","Puszcza Mariańska, gm.","143803",6372,2895,2895,2861,1910,951
"mazowieckie","żyrardowski","Radziejowice, gm.","143804",3510,1733,1733,1711,1132,579
"mazowieckie","żyrardowski","Wiskitki, gm.","143805",7233,3327,3327,3299,2375,924
"mazowieckie","żyrardowski","Żyrardów, m.","143801",32976,17537,17533,17343,8967,8376
"mazowieckie","Ostrołęka","Ostrołęka, m.","146101",42792,22278,22275,22060,13777,8283
"mazowieckie","Płock","Płock, m.","146201",102266,55226,55207,54559,29523,25036
"mazowieckie","Radom","Radom, m.","146301",180848,101698,101667,100728,60136,40592
"mazowieckie","Siedlce","Siedlce, m.","146401",60166,34209,34200,33839,20497,13342
"mazowieckie","Warszawa","Warszawa, m.","146501",1359912,900924,900252,890522,359203,531319
"mazowieckie","Zagranica","Zagranica","149901",80071,48196,48179,47796,21418,26378
"opolskie","brzeski","Brzeg, m.","160101",31379,16167,16162,15999,7808,8191
"opolskie","brzeski","Grodków, gm.","160103",15526,6393,6393,6337,3173,3164
"opolskie","brzeski","Lewin Brzeski, gm.","160104",10393,4670,4669,4627,2350,2277
"opolskie","brzeski","Lubsza, gm.","160105",6816,3024,3024,3009,1794,1215
"opolskie","brzeski","Olszanka, gm.","160106",3844,1801,1801,1784,1139,645
"opolskie","brzeski","Skarbimierz, gm.","160102",5190,2582,2582,2564,1656,908
"opolskie","głubczycki","Baborów, gm.","160201",5202,1772,1772,1756,854,902
"opolskie","głubczycki","Branice, gm.","160202",6164,2447,2447,2392,1258,1134
"opolskie","głubczycki","Głubczyce, gm.","160203",19520,9125,9125,9030,4658,4372
"opolskie","głubczycki","Kietrz, gm.","160204",9242,4330,4329,4289,2340,1949
"opolskie","kędzierzyńsko-kozielski","Bierawa, gm.","160302",6254,2200,2200,2185,707,1478
"opolskie","kędzierzyńsko-kozielski","Cisek, gm.","160303",5086,1519,1519,1501,448,1053
"opolskie","kędzierzyńsko-kozielski","Kędzierzyn-Koźle, m.","160301",51985,24936,24932,24676,8914,15762
"opolskie","kędzierzyńsko-kozielski","Pawłowiczki, gm.","160304",6897,2117,2117,2095,867,1228
"opolskie","kędzierzyńsko-kozielski","Polska Cerekiew, gm.","160305",3805,1154,1154,1141,299,842
"opolskie","kędzierzyńsko-kozielski","Reńska Wieś, gm.","160306",6863,2157,2157,2147,689,1458
"opolskie","kluczborski","Byczyna, gm.","160401",7584,3008,3008,2986,1591,1395
"opolskie","kluczborski","Kluczbork, gm.","160402",31059,13446,13444,13346,5838,7508
"opolskie","kluczborski","Lasowice Wielkie, gm.","160403",5748,1743,1743,1727,519,1208
"opolskie","kluczborski","Wołczyn, gm.","160404",11116,4793,4793,4735,2604,2131
"opolskie","krapkowicki","Gogolin, gm.","160501",10094,3154,3154,3133,927,2206
"opolskie","krapkowicki","Krapkowice, gm.","160502",19620,7555,7553,7486,2296,5190
"opolskie","krapkowicki","Strzeleczki, gm.","160503",6259,2016,2016,1989,377,1612
"opolskie","krapkowicki","Walce, gm.","160504",4742,1418,1418,1403,327,1076
"opolskie","krapkowicki","Zdzieszowice, gm.","160505",13379,4922,4921,4869,1396,3473
"opolskie","namysłowski","Domaszowice, gm.","160601",3007,1523,1523,1500,861,639
"opolskie","namysłowski","Namysłów, gm.","160602",20867,9958,9956,9885,5088,4797
"opolskie","namysłowski","Pokój, gm.","160603",4259,1582,1582,1566,572,994
"opolskie","namysłowski","Świerczów, gm.","160604",2852,1403,1403,1386,748,638
"opolskie","namysłowski","Wilków, gm.","160605",3557,1526,1526,1515,836,679
"opolskie","nyski","Głuchołazy, gm.","160701",21183,9533,9529,9445,4658,4787
"opolskie","nyski","Kamiennik, gm.","160702",2974,1335,1335,1324,842,482
"opolskie","nyski","Korfantów, gm.","160703",7815,2719,2719,2694,1470,1224
"opolskie","nyski","Łambinowice, gm.","160704",6192,2549,2549,2525,1358,1167
"opolskie","nyski","Nysa, gm.","160705",49397,23948,23944,23750,11628,12122
"opolskie","nyski","Otmuchów, gm.","160706",11530,5233,5230,5161,2860,2301
"opolskie","nyski","Paczków, gm.","160707",10960,4926,4925,4878,2644,2234
"opolskie","nyski","Pakosławice, gm.","160708",3006,1386,1386,1374,835,539
"opolskie","nyski","Skoroszyce, gm.","160709",5036,1993,1992,1963,1121,842
"opolskie","oleski","Dobrodzień, gm.","160801",8410,2631,2631,2599,822,1777
"opolskie","oleski","Gorzów Śląski, gm.","160802",6024,1836,1836,1814,827,987
"opolskie","oleski","Olesno, gm.","160803",15051,5716,5716,5672,2101,3571
"opolskie","oleski","Praszka, gm.","160804",11509,5078,5075,4993,2599,2394
"opolskie","oleski","Radłów, gm.","160805",3560,989,989,978,419,559
"opolskie","oleski","Rudniki, gm.","160806",6782,2766,2765,2738,1713,1025
"opolskie","oleski","Zębowice, gm.","160807",3234,908,908,902,356,546
"opolskie","opolski","Chrząstowice, gm.","160901",5227,1797,1797,1786,508,1278
"opolskie","opolski","Dąbrowa, gm.","160902",7266,3018,3018,2992,978,2014
"opolskie","opolski","Dobrzeń Wielki, gm.","160903",11066,4035,4035,4002,1136,2866
"opolskie","opolski","Komprachcice, gm.","160904",8663,3118,3118,3083,813,2270
"opolskie","opolski","Łubniany, gm.","160905",7410,2390,2389,2370,557,1813
"opolskie","opolski","Murów, gm.","160906",4704,1464,1464,1451,342,1109
"opolskie","opolski","Niemodlin, gm.","160907",10707,4596,4595,4556,2129,2427
"opolskie","opolski","Ozimek, gm.","160908",17071,5874,5874,5827,1940,3887
"opolskie","opolski","Popielów, gm.","160909",6768,2241,2241,2216,774,1442
"opolskie","opolski","Prószków, gm.","160910",7769,2749,2748,2729,714,2015
"opolskie","opolski","Tarnów Opolski, gm.","160911",7791,2829,2829,2815,831,1984
"opolskie","opolski","Tułowice, gm.","160912",4242,1869,1869,1851,794,1057
"opolskie","opolski","Turawa, gm.","160913",7675,2623,2623,2602,667,1935
"opolskie","prudnicki","Biała, gm.","161001",9205,2803,2802,2783,926,1857
"opolskie","prudnicki","Głogówek, gm.","161002",11239,4109,4109,4086,1592,2494
"opolskie","prudnicki","Lubrza, gm.","161003",3501,1623,1623,1609,871,738
"opolskie","prudnicki","Prudnik, gm.","161004",23539,11598,11594,11483,6099,5384
"opolskie","strzelecki","Izbicko, gm.","161101",4212,1575,1574,1565,430,1135
"opolskie","strzelecki","Jemielnica, gm.","161102",5783,1725,1725,1715,681,1034
"opolskie","strzelecki","Kolonowskie, gm.","161103",5126,1669,1668,1657,534,1123
"opolskie","strzelecki","Leśnica, gm.","161104",6741,2303,2301,2284,855,1429
"opolskie","strzelecki","Strzelce Opolskie, gm.","161105",27989,10740,10738,10645,3602,7043
"opolskie","strzelecki","Ujazd, gm.","161106",4907,1901,1901,1887,758,1129
"opolskie","strzelecki","Zawadzkie, gm.","161107",10323,3582,3582,3558,1530,2028
"opolskie","Opole","Opole, m.","166101",100565,54590,54578,53991,17883,36108
"podkarpackie","bieszczadzki","Czarna, gm.","180103",1854,791,791,787,478,309
"podkarpackie","bieszczadzki","Lutowiska, gm.","180105",1731,750,750,742,352,390
"podkarpackie","bieszczadzki","Ustrzyki Dolne, gm.","180108",13957,5957,5957,5905,3631,2274
"podkarpackie","brzozowski","Brzozów, gm.","180201",20212,10265,10262,10179,7881,2298
"podkarpackie","brzozowski","Domaradz, gm.","180202",4628,2455,2455,2438,2106,332
"podkarpackie","brzozowski","Dydnia, gm.","180203",6249,2853,2853,2827,2283,544
"podkarpackie","brzozowski","Haczów, gm.","180204",7113,3670,3669,3651,2960,691
"podkarpackie","brzozowski","Jasienica Rosielna, gm.","180205",5419,3490,3487,3470,3126,344
"podkarpackie","brzozowski","Nozdrzec, gm.","180206",6727,3183,3183,3142,2438,704
"podkarpackie","dębicki","Brzostek, gm.","180302",9699,4954,4954,4913,4103,810
"podkarpackie","dębicki","Czarna, gm.","180303",9341,5176,5176,5143,4237,906
"podkarpackie","dębicki","Dębica, gm.","180304",17914,9817,9815,9754,7620,2134
"podkarpackie","dębicki","Dębica, m.","180301",37935,21792,21789,21589,14048,7541
"podkarpackie","dębicki","Jodłowa, gm.","180305",4166,1895,1895,1883,1616,267
"podkarpackie","dębicki","Pilzno, gm.","180306",12929,7512,7511,7470,6325,1145
"podkarpackie","dębicki","Żyraków, gm.","180307",9914,5403,5403,5373,4403,970
"podkarpackie","jarosławski","Chłopice, gm.","180403",4316,2273,2273,2260,1953,307
"podkarpackie","jarosławski","Jarosław, gm.","180404",9685,5066,5066,5038,4086,952
"podkarpackie","jarosławski","Jarosław, m.","180401",32383,17502,17500,17362,11253,6109
"podkarpackie","jarosławski","Laszki, gm.","180405",5358,2820,2820,2791,2250,541
"podkarpackie","jarosławski","Pawłosiów, gm.","180406",6155,3445,3445,3412,2770,642
"podkarpackie","jarosławski","Pruchnik, gm.","180407",7117,4096,4096,4054,3487,567
"podkarpackie","jarosławski","Radymno, gm.","180408",8650,4237,4237,4200,3538,662
"podkarpackie","jarosławski","Radymno, m.","180402",4292,2333,2333,2321,1685,636
"podkarpackie","jarosławski","Rokietnica, gm.","180409",3358,1566,1566,1551,1353,198
"podkarpackie","jarosławski","Roźwienica, gm.","180410",4810,2495,2494,2475,2127,348
"podkarpackie","jarosławski","Wiązownica, gm.","180411",8332,4919,4919,4890,4168,722
"podkarpackie","jasielski","Brzyska, gm.","180502",4707,2428,2428,2413,2118,295
"podkarpackie","jasielski","Dębowiec, gm.","180503",6339,3461,3461,3441,2874,567
"podkarpackie","jasielski","Jasło, gm.","180504",12450,7028,7028,6965,5428,1537
"podkarpackie","jasielski","Jasło, m.","180501",30651,16126,16126,15978,10254,5724
"podkarpackie","jasielski","Kołaczyce, gm.","180505",6588,3502,3501,3477,2833,644
"podkarpackie","jasielski","Krempna, gm.","180506",1557,618,618,616,439,177
"podkarpackie","jasielski","Nowy Żmigród, gm.","180507",7195,3807,3807,3788,3172,616
"podkarpackie","jasielski","Osiek Jasielski, gm.","180508",3991,1839,1839,1829,1520,309
"podkarpackie","jasielski","Skołyszyn, gm.","180509",9522,4952,4952,4917,3693,1224
"podkarpackie","jasielski","Tarnowiec, gm.","180511",7095,3412,3412,3391,2659,732
"podkarpackie","kolbuszowski","Cmolas, gm.","180601",5811,3082,3082,3077,2644,433
"podkarpackie","kolbuszowski","Dzikowiec, gm.","180606",4913,2185,2185,2161,1863,298
"podkarpackie","kolbuszowski","Kolbuszowa, gm.","180602",18922,9657,9653,9583,7250,2333
"podkarpackie","kolbuszowski","Majdan Królewski, gm.","180603",7328,3878,3875,3854,3262,592
"podkarpackie","kolbuszowski","Niwiska, gm.","180604",4317,2159,2159,2143,1820,323
"podkarpackie","kolbuszowski","Raniżów, gm.","180605",5348,2938,2938,2917,2484,433
"podkarpackie","krośnieński","Chorkówka, gm.","180701",9952,5279,5279,5248,4103,1145
"podkarpackie","krośnieński","Dukla, gm.","180702",12786,6109,6109,6041,4509,1532
"podkarpackie","krośnieński","Iwonicz-Zdrój, gm.","180703",8327,4918,4917,4894,3595,1299
"podkarpackie","krośnieński","Jedlicze, gm.","180704",11896,5840,5839,5805,4003,1802
"podkarpackie","krośnieński","Korczyna, gm.","180705",8277,4552,4552,4520,3667,853
"podkarpackie","krośnieński","Krościenko Wyżne, gm.","180706",3859,2131,2131,2117,1593,524
"podkarpackie","krośnieński","Miejsce Piastowe, gm.","180707",10149,5683,5681,5650,4129,1521
"podkarpackie","krośnieński","Rymanów, gm.","180708",12328,7027,7026,6976,5207,1769
"podkarpackie","krośnieński","Wojaszówka, gm.","180709",7017,3183,3182,3158,2354,804
"podkarpackie","leżajski","Grodzisko Dolne, gm.","180802",6295,3588,3586,3558,2937,621
"podkarpackie","leżajski","Kuryłówka, gm.","180803",4336,2233,2233,2209,1778,431
"podkarpackie","leżajski","Leżajsk, gm.","180804",14443,7793,7792,7760,6485,1275
"podkarpackie","leżajski","Leżajsk, m.","180801",11742,6257,6250,6202,4096,2106
"podkarpackie","leżajski","Nowa Sarzyna, gm.","180805",16322,9290,9290,9237,7784,1453
"podkarpackie","lubaczowski","Cieszanów, gm.","180902",5881,2833,2833,2793,2169,624
"podkarpackie","lubaczowski","Horyniec-Zdrój, gm.","180903",4042,1880,1880,1856,1269,587
"podkarpackie","lubaczowski","Lubaczów, gm.","180904",6971,3274,3274,3220,2491,729
"podkarpackie","lubaczowski","Lubaczów, m.","180901",9936,4845,4845,4804,2875,1929
"podkarpackie","lubaczowski","Narol, gm.","180905",6748,3286,3286,3253,2480,773
"podkarpackie","lubaczowski","Oleszyce, gm.","180906",5142,2648,2648,2629,1985,644
"podkarpackie","lubaczowski","Stary Dzików, gm.","180907",3581,1742,1742,1712,1469,243
"podkarpackie","lubaczowski","Wielkie Oczy, gm.","180908",3033,1725,1722,1705,1380,325
"podkarpackie","łańcucki","Białobrzegi, gm.","181002",6005,3508,3508,3489,3001,488
"podkarpackie","łańcucki","Czarna, gm.","181003",8054,4855,4854,4837,4116,721
"podkarpackie","łańcucki","Łańcut, gm.","181004",15355,9514,9508,9431,8030,1401
"podkarpackie","łańcucki","Łańcut, m.","181001",14251,8769,8766,8707,6008,2699
"podkarpackie","łańcucki","Markowa, gm.","181005",4952,2647,2647,2631,2256,375
"podkarpackie","łańcucki","Rakszawa, gm.","181006",5365,3367,3366,3347,2861,486
"podkarpackie","łańcucki","Żołynia, gm.","181007",5106,2978,2977,2952,2359,593
"podkarpackie","mielecki","Borowa, gm.","181102",4204,2195,2195,2179,1729,450
"podkarpackie","mielecki","Czermin, gm.","181103",4985,2323,2323,2307,1907,400
"podkarpackie","mielecki","Gawłuszowice, gm.","181104",2187,1185,1185,1175,1020,155
"podkarpackie","mielecki","Mielec, gm.","181105",9088,4754,4753,4718,3660,1058
"podkarpackie","mielecki","Mielec, m.","181101",49392,26097,26093,25848,16228,9620
"podkarpackie","mielecki","Padew Narodowa, gm.","181106",4196,2263,2263,2227,1934,293
"podkarpackie","mielecki","Przecław, gm.","181107",8098,4082,4081,4051,3283,768
"podkarpackie","mielecki","Radomyśl Wielki, gm.","181108",9938,4895,4891,4859,4000,859
"podkarpackie","mielecki","Tuszów Narodowy, gm.","181109",5658,3337,3337,3313,2853,460
"podkarpackie","mielecki","Wadowice Górne, gm.","181110",5225,2579,2579,2559,2217,342
"podkarpackie","niżański","Harasiuki, gm.","181201",4768,2158,2158,2143,1746,397
"podkarpackie","niżański","Jarocin, gm.","181202",4218,1715,1715,1700,1262,438
"podkarpackie","niżański","Jeżowe, gm.","181203",7186,4208,4208,4200,3827,373
"podkarpackie","niżański","Krzeszów, gm.","181204",3342,1521,1520,1510,1257,253
"podkarpackie","niżański","Nisko, gm.","181205",17447,8227,8225,8140,5848,2292
"podkarpackie","niżański","Rudnik nad Sanem, gm.","181206",7906,3656,3656,3631,2535,1096
"podkarpackie","niżański","Ulanów, gm.","181207",6784,3167,3167,3146,2465,681
"podkarpackie","przemyski","Bircza, gm.","181301",5145,2487,2487,2458,1926,532
"podkarpackie","przemyski","Dubiecko, gm.","181302",7516,3457,3457,3436,2654,782
"podkarpackie","przemyski","Fredropol, gm.","181303",4157,1932,1932,1922,1320,602
"podkarpackie","przemyski","Krasiczyn, gm.","181304",3629,1752,1752,1725,1239,486
"podkarpackie","przemyski","Krzywcza, gm.","181305",3760,1845,1845,1835,1537,298
"podkarpackie","przemyski","Medyka, gm.","181306",4886,2746,2745,2726,1876,850
"podkarpackie","przemyski","Orły, gm.","181307",6308,3365,3365,3344,2774,570
"podkarpackie","przemyski","Przemyśl, gm.","181308",7005,3659,3659,3633,2642,991
"podkarpackie","przemyski","Stubno, gm.","181309",3120,1377,1377,1358,967,391
"podkarpackie","przemyski","Żurawica, gm.","181310",9684,5151,5151,5104,3982,1122
"podkarpackie","przeworski","Adamówka, gm.","181402",3160,1473,1473,1462,1165,297
"podkarpackie","przeworski","Gać, gm.","181403",3514,1835,1835,1825,1572,253
"podkarpackie","przeworski","Jawornik Polski, gm.","181404",3846,1832,1832,1812,1505,307
"podkarpackie","przeworski","Kańczuga, gm.","181405",9854,4298,4298,4259,3285,974
"podkarpackie","przeworski","Przeworsk, gm.","181406",11065,6606,6606,6580,5752,828
"podkarpackie","przeworski","Przeworsk, m.","181401",12861,7198,7197,7147,5227,1920
"podkarpackie","przeworski","Sieniawa, gm.","181407",5160,2462,2461,2442,1852,590
"podkarpackie","przeworski","Tryńcza, gm.","181408",6060,3347,3347,3332,2884,448
"podkarpackie","przeworski","Zarzecze, gm.","181409",5401,2774,2774,2756,2328,428
"podkarpackie","ropczycko-sędziszowski","Iwierzyce, gm.","181501",5521,3238,3238,3210,2779,431
"podkarpackie","ropczycko-sędziszowski","Ostrów, gm.","181502",5088,2559,2559,2545,2154,391
"podkarpackie","ropczycko-sędziszowski","Ropczyce, gm.","181503",19755,11257,11253,11166,9082,2084
"podkarpackie","ropczycko-sędziszowski","Sędziszów Małopolski, gm.","181504",17207,10665,10665,10586,8880,1706
"podkarpackie","ropczycko-sędziszowski","Wielopole Skrzyńskie, gm.","181505",6254,3300,3299,3273,2793,480
"podkarpackie","rzeszowski","Błażowa, gm.","181602",8257,4861,4861,4824,4043,781
"podkarpackie","rzeszowski","Boguchwała, gm.","181603",16089,9962,9961,9881,7543,2338
"podkarpackie","rzeszowski","Chmielnik, gm.","181604",4770,2856,2856,2834,2405,429
"podkarpackie","rzeszowski","Dynów, gm.","181605",5541,2581,2581,2570,2065,505
"podkarpackie","rzeszowski","Dynów, m.","181601",4730,2599,2599,2579,1893,686
"podkarpackie","rzeszowski","Głogów Małopolski, gm.","181606",13372,7996,7995,7922,5902,2020
"podkarpackie","rzeszowski","Hyżne, gm.","181607",5106,3273,3273,3259,2802,457
"podkarpackie","rzeszowski","Kamień, gm.","181608",5068,2804,2804,2776,2437,339
"podkarpackie","rzeszowski","Krasne, gm.","181609",11630,7211,7210,7164,4916,2248
"podkarpackie","rzeszowski","Lubenia, gm.","181610",5057,2892,2892,2878,2443,435
"podkarpackie","rzeszowski","Sokołów Małopolski, gm.","181611",12323,7428,7426,7379,6183,1196
"podkarpackie","rzeszowski","Świlcza, gm.","181612",14182,8436,8433,8380,6434,1946
"podkarpackie","rzeszowski","Trzebownisko, gm.","181613",13791,8537,8535,8483,6545,1938
"podkarpackie","rzeszowski","Tyczyn, gm.","181614",11805,7004,7003,6960,5324,1636
"podkarpackie","sanocki","Besko, gm.","181702",3219,1421,1421,1414,1045,369
"podkarpackie","sanocki","Bukowsko, gm.","181703",3887,1911,1911,1899,1447,452
"podkarpackie","sanocki","Komańcza, gm.","181704",4628,1651,1651,1642,648,994
"podkarpackie","sanocki","Sanok, gm.","181705",12785,6007,6007,5968,4617,1351
"podkarpackie","sanocki","Sanok, m.","181701",32407,15788,15783,15646,8998,6648
"podkarpackie","sanocki","Tyrawa Wołoska, gm.","181706",1448,565,564,556,377,179
"podkarpackie","sanocki","Zagórz, gm.","181707",9826,4527,4526,4503,3139,1364
"podkarpackie","sanocki","Zarszyn, gm.","181708",6982,3291,3291,3252,2199,1053
"podkarpackie","stalowowolski","Bojanów, gm.","181802",5262,2585,2584,2561,2164,397
"podkarpackie","stalowowolski","Pysznica, gm.","181803",7150,3361,3361,3315,2675,640
"podkarpackie","stalowowolski","Radomyśl nad Sanem, gm.","181804",5804,2564,2563,2538,1889,649
"podkarpackie","stalowowolski","Stalowa Wola, m.","181801",54173,27784,27780,27517,17349,10168
"podkarpackie","stalowowolski","Zaklików, gm.","181805",6673,2814,2813,2768,1987,781
"podkarpackie","stalowowolski","Zaleszany, gm.","181806",8197,4088,4088,4037,3040,997
"podkarpackie","strzyżowski","Czudec, gm.","181901",8784,5115,5115,5088,4122,966
"podkarpackie","strzyżowski","Frysztak, gm.","181902",7936,4164,4163,4130,3208,922
"podkarpackie","strzyżowski","Niebylec, gm.","181903",8060,4545,4545,4520,3729,791
"podkarpackie","strzyżowski","Strzyżów, gm.","181904",16238,7979,7978,7915,5819,2096
"podkarpackie","strzyżowski","Wiśniowa, gm.","181905",6468,3349,3348,3328,2714,614
"podkarpackie","tarnobrzeski","Baranów Sandomierski, gm.","182001",9222,4803,4803,4761,3658,1103
"podkarpackie","tarnobrzeski","Gorzyce, gm.","182002",10671,4898,4898,4840,3195,1645
"podkarpackie","tarnobrzeski","Grębów, gm.","182003",7328,3354,3353,3325,2586,739
"podkarpackie","tarnobrzeski","Nowa Dęba, gm.","182004",15342,7502,7502,7437,4997,2440
"podkarpackie","leski","Baligród, gm.","182101",2507,1181,1181,1173,852,321
"podkarpackie","leski","Cisna, gm.","182102",1378,641,641,624,270,354
"podkarpackie","leski","Lesko, gm.","182103",9112,4227,4226,4187,2740,1447
"podkarpackie","leski","Olszanica, gm.","182104",4506,2156,2156,2142,1224,918
"podkarpackie","leski","Solina, gm.","182105",4203,2170,2170,2158,1432,726
"podkarpackie","Krosno","Krosno, m.","186101",38742,21077,21070,20895,12252,8643
"podkarpackie","Przemyśl","Przemyśl, m.","186201",54030,28528,28513,28268,16871,11397
"podkarpackie","Rzeszów","Rzeszów, m.","186301",122911,74356,74327,73580,41798,31782
"podkarpackie","Tarnobrzeg","Tarnobrzeg, m.","186401",39137,19786,19785,19620,10871,8749
"podlaskie","augustowski","Augustów, gm.","200102",5210,2116,2116,2091,1701,390
"podlaskie","augustowski","Augustów, m.","200101",23614,11698,11696,11616,6914,4702
"podlaskie","augustowski","Bargłów Kościelny, gm.","200103",4590,1738,1738,1723,1359,364
"podlaskie","augustowski","Lipsk, gm.","200104",4628,1647,1647,1634,1093,541
"podlaskie","augustowski","Nowinka, gm.","200105",2204,1194,1194,1183,906,277
"podlaskie","augustowski","Płaska, gm.","200106",2092,839,839,832,531,301
"podlaskie","augustowski","Sztabin, gm.","200107",4379,1747,1746,1727,1253,474
"podlaskie","białostocki","Choroszcz, gm.","200201",10828,5263,5261,5223,3590,1633
"podlaskie","białostocki","Czarna Białostocka, gm.","200202",9098,4124,4124,4090,2510,1580
"podlaskie","białostocki","Dobrzyniewo Duże, gm.","200203",6130,2904,2904,2890,1993,897
"podlaskie","białostocki","Gródek, gm.","200204",4859,1454,1454,1435,348,1087
"podlaskie","białostocki","Juchnowiec Kościelny, gm.","200205",9684,5251,5251,5229,3482,1747
"podlaskie","białostocki","Łapy, gm.","200206",18418,10271,10269,10198,7992,2206
"podlaskie","białostocki","Michałowo, gm.","200207",6224,2083,2083,2050,922,1128
"podlaskie","białostocki","Poświętne, gm.","200208",2973,1612,1612,1598,1455,143
"podlaskie","białostocki","Supraśl, gm.","200209",9485,4659,4659,4623,2311,2312
"podlaskie","białostocki","Suraż, gm.","200210",1611,936,936,927,770,157
"podlaskie","białostocki","Turośń Kościelna, gm.","200211",3997,2211,2211,2199,1713,486
"podlaskie","białostocki","Tykocin, gm.","200212",5157,2574,2574,2563,2186,377
"podlaskie","białostocki","Wasilków, gm.","200213",9521,4773,4772,4749,2746,2003
"podlaskie","białostocki","Zabłudów, gm.","200214",9131,3950,3949,3913,2429,1484
"podlaskie","białostocki","Zawady, gm.","200215",2402,1186,1186,1183,1071,112
"podlaskie","bielski","Bielsk Podlaski, gm.","200303",6454,1817,1817,1804,915,889
"podlaskie","bielski","Bielsk Podlaski, m.","200301",21516,8585,8585,8473,3609,4864
"podlaskie","bielski","Boćki, gm.","200304",4129,1766,1766,1758,1311,447
"podlaskie","bielski","Brańsk, gm.","200305",5219,3269,3269,3236,3053,183
"podlaskie","bielski","Brańsk, m.","200302",2986,1711,1711,1695,1411,284
"podlaskie","bielski","Orla, gm.","200306",3044,864,864,849,159,690
"podlaskie","bielski","Rudka, gm.","200307",1670,870,870,865,733,132
"podlaskie","bielski","Wyszki, gm.","200308",4026,2231,2229,2215,1990,225
"podlaskie","grajewski","Grajewo, gm.","200402",4563,1601,1601,1584,1282,302
"podlaskie","grajewski","Grajewo, m.","200401",17584,7546,7546,7482,4641,2841
"podlaskie","grajewski","Radziłów, gm.","200403",4236,1873,1873,1856,1630,226
"podlaskie","grajewski","Rajgród, gm.","200404",4360,1535,1535,1519,1046,473
"podlaskie","grajewski","Szczuczyn, gm.","200405",5076,2116,2114,2096,1580,516
"podlaskie","grajewski","Wąsosz, gm.","200406",3163,1318,1318,1309,1095,214
"podlaskie","hajnowski","Białowieża, gm.","200502",2081,737,737,726,229,497
"podlaskie","hajnowski","Czeremcha, gm.","200503",3111,980,979,958,269,689
"podlaskie","hajnowski","Czyże, gm.","200504",2334,586,586,577,108,469
"podlaskie","hajnowski","Dubicze Cerkiewne, gm.","200505",1759,448,448,432,81,351
"podlaskie","hajnowski","Hajnówka, gm.","200506",3598,1026,1026,1015,256,759
"podlaskie","hajnowski","Hajnówka, m.","200501",19361,6740,6731,6643,2024,4619
"podlaskie","hajnowski","Kleszczele, gm.","200507",2586,879,879,870,247,623
"podlaskie","hajnowski","Narew, gm.","200508",3625,952,952,943,312,631
"podlaskie","hajnowski","Narewka, gm.","200509",3599,997,997,973,211,762
"podlaskie","kolneński","Grabowo, gm.","200602",2899,1271,1271,1261,1043,218
"podlaskie","kolneński","Kolno, gm.","200603",6740,3090,3090,3076,2669,407
"podlaskie","kolneński","Kolno, m.","200601",8626,3755,3755,3730,2561,1169
"podlaskie","kolneński","Mały Płock, gm.","200604",3939,1578,1578,1574,1338,236
"podlaskie","kolneński","Stawiski, gm.","200605",5218,2145,2145,2129,1772,357
"podlaskie","kolneński","Turośl, gm.","200606",3844,1600,1600,1589,1252,337
"podlaskie","łomżyński","Jedwabne, gm.","200701",4529,2305,2305,2288,2077,211
"podlaskie","łomżyński","Łomża, gm.","200702",7471,3594,3594,3579,2956,623
