"Województwo","Powiat","Gmina","Teryt","Typ.gminy","typ_gminy","L.obwodów","Uprawnieni.do.głosowania","Wydane.karty.do.głosowania","Głosy.oddane","Głosy.ważne","Jarosław.Aleksander.KACZYŃSKI","Bronisław.Maria.KOMOROWSKI"
"wielkopolskie","jarociński","Jarocin","300602"," gm.","miejsko-wiejska",21,35919,18298,18298,18011,7543,10468
"wielkopolskie","jarociński","Kotlin","300603"," gm.","wiejska",5,5554,2602,2601,2566,1414,1152
"wielkopolskie","jarociński","Żerków","300604"," gm.","miejsko-wiejska",7,8259,3985,3985,3924,2287,1637
"wielkopolskie","kaliski","Blizanów","300701"," gm.","wiejska",8,7517,3475,3475,3410,1941,1469
"wielkopolskie","kaliski","Brzeziny","300702"," gm.","wiejska",6,4569,2087,2087,2054,1383,671
"wielkopolskie","kaliski","Ceków-Kolonia","300703"," gm.","wiejska",4,3777,1687,1687,1645,891,754
"wielkopolskie","kaliski","Godziesze Wielkie","300704"," gm.","wiejska",10,6922,3460,3460,3425,2247,1178
"wielkopolskie","kaliski","Koźminek","300705"," gm.","wiejska",6,5923,2806,2806,2779,1911,868
"wielkopolskie","kaliski","Lisków","300706"," gm.","wiejska",4,4234,2024,2024,1978,1233,745
"wielkopolskie","kaliski","Mycielin","300707"," gm.","wiejska",3,3893,1670,1670,1640,1088,552
"wielkopolskie","kaliski","Opatówek","300708"," gm.","wiejska",6,8291,4503,4502,4454,2755,1699
"wielkopolskie","kaliski","Stawiszyn","300709"," gm.","miejsko-wiejska",3,5805,2775,2775,2747,1614,1133
"wielkopolskie","kaliski","Szczytniki","300710"," gm.","wiejska",4,6195,3175,3175,3149,2359,790
"wielkopolskie","kaliski","Żelazków","300711"," gm.","wiejska",8,7246,3809,3808,3768,2425,1343
"wielkopolskie","kępiński","Baranów","300801"," gm.","wiejska",6,5891,3228,3228,3197,1750,1447
"wielkopolskie","kępiński","Bralin","300802"," gm.","wiejska",6,4529,2474,2474,2458,1159,1299
"wielkopolskie","kępiński","Kępno","300803"," gm.","miejsko-wiejska",17,19632,10898,10896,10780,4407,6373
"wielkopolskie","kępiński","Łęka Opatowska","300804"," gm.","wiejska",3,4080,2094,2094,2062,1041,1021
"wielkopolskie","kępiński","Perzów","300805"," gm.","wiejska",4,2994,1335,1335,1319,692,627
"wielkopolskie","kępiński","Rychtal","300806"," gm.","wiejska",4,3147,1458,1458,1429,673,756
"wielkopolskie","kępiński","Trzcinica","300807"," gm.","wiejska",3,3752,1856,1856,1840,1030,810
"wielkopolskie","kolski","Koło","300901"," m.","miejska",15,18833,10247,10244,10125,5041,5084
"wielkopolskie","kolski","Babiak","300902"," gm.","wiejska",5,6458,3007,3007,2960,2054,906
"wielkopolskie","kolski","Chodów","300903"," gm.","wiejska",4,2855,1318,1317,1303,889,414
"wielkopolskie","kolski","Dąbie","300904"," gm.","miejsko-wiejska",5,5460,2887,2887,2868,2202,666
"wielkopolskie","kolski","Grzegorzew","300905"," gm.","wiejska",4,4436,2153,2153,2131,1518,613
"wielkopolskie","kolski","Kłodawa","300906"," gm.","miejsko-wiejska",12,10775,5263,5263,5189,3301,1888
"wielkopolskie","kolski","Koło","300907"," gm.","wiejska",4,5752,2864,2864,2832,1973,859
"wielkopolskie","kolski","Kościelec","300908"," gm.","wiejska",3,5161,2506,2504,2470,1702,768
"wielkopolskie","kolski","Olszówka","300909"," gm.","wiejska",3,3755,1731,1730,1699,1322,377
"wielkopolskie","kolski","Osiek Mały","300910"," gm.","wiejska",3,4550,2264,2255,2230,1711,519
"wielkopolskie","kolski","Przedecz","300911"," gm.","miejsko-wiejska",3,3501,1742,1742,1727,1195,532
"wielkopolskie","koniński","Golina","301001"," gm.","miejsko-wiejska",7,9218,4518,4516,4454,2734,1720
"wielkopolskie","koniński","Grodziec","301002"," gm.","wiejska",4,4037,1847,1846,1833,1149,684
"wielkopolskie","koniński","Kazimierz Biskupi","301003"," gm.","wiejska",6,8479,4473,4473,4420,2789,1631
"wielkopolskie","koniński","Kleczew","301004"," gm.","miejsko-wiejska",5,7845,4079,4079,4022,2638,1384
"wielkopolskie","koniński","Kramsk","301005"," gm.","wiejska",8,8103,4164,4163,4116,2883,1233
"wielkopolskie","koniński","Krzymów","301006"," gm.","wiejska",5,5563,3060,3059,3008,2162,846
"wielkopolskie","koniński","Rychwał","301007"," gm.","miejsko-wiejska",7,6482,3354,3354,3313,2260,1053
"wielkopolskie","koniński","Rzgów","301008"," gm.","wiejska",4,5385,2634,2634,2600,1800,800
"wielkopolskie","koniński","Skulsk","301009"," gm.","wiejska",9,4930,2117,2117,2098,1349,749
"wielkopolskie","koniński","Sompolno","301010"," gm.","miejsko-wiejska",7,8330,4143,4142,4092,2861,1231
"wielkopolskie","koniński","Stare Miasto","301011"," gm.","wiejska",7,8275,4630,4630,4578,2685,1893
"wielkopolskie","koniński","Ślesin","301012"," gm.","miejsko-wiejska",10,11819,6256,6254,6178,3727,2451
"wielkopolskie","koniński","Wierzbinek","301013"," gm.","wiejska",7,5899,2689,2689,2663,2005,658
"wielkopolskie","koniński","Wilczyn","301014"," gm.","wiejska",4,5075,2507,2506,2474,1570,904
"wielkopolskie","kościański","Kościan","301101"," m.","miejska",14,19586,11201,11195,11054,3709,7345
"wielkopolskie","kościański","Czempiń","301102"," gm.","miejsko-wiejska",6,8854,4239,4239,4151,1595,2556
"wielkopolskie","kościański","Kościan","301103"," gm.","wiejska",11,11964,5905,5904,5788,2414,3374
"wielkopolskie","kościański","Krzywiń","301104"," gm.","miejsko-wiejska",5,7848,3791,3790,3747,1981,1766
"wielkopolskie","kościański","Śmigiel","301105"," gm.","miejsko-wiejska",16,13816,6510,6509,6404,2827,3577
"wielkopolskie","krotoszyński","Sulmierzyce","301201"," m.","miejska",1,2197,1195,1194,1183,546,637
"wielkopolskie","krotoszyński","Kobylin","301202"," gm.","miejsko-wiejska",8,6337,2919,2917,2867,1415,1452
"wielkopolskie","krotoszyński","Koźmin Wielkopolski","301203"," gm.","miejsko-wiejska",7,10738,5350,5350,5262,2510,2752
"wielkopolskie","krotoszyński","Krotoszyn","301204"," gm.","miejsko-wiejska",21,31955,16886,16876,16652,7683,8969
"wielkopolskie","krotoszyński","Rozdrażew","301205"," gm.","wiejska",3,3957,1976,1976,1950,1406,544
"wielkopolskie","krotoszyński","Zduny","301206"," gm.","miejsko-wiejska",4,5581,2735,2734,2695,1198,1497
"wielkopolskie","leszczyński","Krzemieniewo","301301"," gm.","wiejska",5,6642,3028,3027,2975,1262,1713
"wielkopolskie","leszczyński","Lipno","301302"," gm.","wiejska",4,4861,2570,2570,2537,1104,1433
"wielkopolskie","leszczyński","Osieczna","301303"," gm.","miejsko-wiejska",5,6928,3385,3385,3355,1383,1972
"wielkopolskie","leszczyński","Rydzyna","301304"," gm.","miejsko-wiejska",10,6378,3324,3324,3285,1339,1946
"wielkopolskie","leszczyński","Święciechowa","301305"," gm.","wiejska",4,5663,2574,2574,2548,978,1570
"wielkopolskie","leszczyński","Wijewo","301306"," gm.","wiejska",2,2934,1604,1604,1580,562,1018
"wielkopolskie","leszczyński","Włoszakowice","301307"," gm.","wiejska",6,7219,3650,3649,3607,1457,2150
"wielkopolskie","międzychodzki","Chrzypsko Wielkie","301401"," gm.","wiejska",3,2673,1208,1208,1197,466,731
"wielkopolskie","międzychodzki","Kwilcz","301402"," gm.","wiejska",3,4779,2166,2165,2115,610,1505
"wielkopolskie","międzychodzki","Międzychód","301403"," gm.","miejsko-wiejska",14,14702,7578,7576,7456,2265,5191
"wielkopolskie","międzychodzki","Sieraków","301404"," gm.","miejsko-wiejska",4,7149,3441,3440,3385,1032,2353
"wielkopolskie","nowotomyski","Kuślin","301501"," gm.","wiejska",3,4168,1925,1925,1898,844,1054
"wielkopolskie","nowotomyski","Lwówek","301502"," gm.","miejsko-wiejska",6,6988,3205,3205,3168,1180,1988
"wielkopolskie","nowotomyski","Miedzichowo","301503"," gm.","wiejska",2,2958,1442,1442,1422,476,946
"wielkopolskie","nowotomyski","Nowy Tomyśl","301504"," gm.","miejsko-wiejska",17,19452,10705,10705,10594,3152,7442
"wielkopolskie","nowotomyski","Opalenica","301505"," gm.","miejsko-wiejska",8,12294,6589,6586,6514,2471,4043
"wielkopolskie","nowotomyski","Zbąszyń","301506"," gm.","miejsko-wiejska",11,10605,5747,5746,5690,1836,3854
"wielkopolskie","obornicki","Oborniki","301601"," gm.","miejsko-wiejska",21,25537,13859,13858,13698,4382,9316
"wielkopolskie","obornicki","Rogoźno","301602"," gm.","miejsko-wiejska",12,13509,6783,6781,6719,2284,4435
"wielkopolskie","obornicki","Ryczywół","301603"," gm.","wiejska",8,5587,2816,2816,2783,1145,1638
"wielkopolskie","ostrowski","Ostrów Wielkopolski","301701"," m.","miejska",37,59499,33957,33950,33546,12371,21175
"wielkopolskie","ostrowski","Nowe Skalmierzyce","301702"," gm.","miejsko-wiejska",8,12019,5865,5865,5789,3167,2622
"wielkopolskie","ostrowski","Odolanów","301703"," gm.","miejsko-wiejska",11,11018,6057,6057,5971,3900,2071
"wielkopolskie","ostrowski","Ostrów Wielkopolski","301704"," gm.","wiejska",13,14202,7229,7229,7150,4096,3054
"wielkopolskie","ostrowski","Przygodzice","301705"," gm.","wiejska",8,9089,5045,5042,4989,2717,2272
"wielkopolskie","ostrowski","Raszków","301706"," gm.","miejsko-wiejska",7,8932,4415,4414,4358,2670,1688
"wielkopolskie","ostrowski","Sieroszewice","301707"," gm.","wiejska",8,7503,3539,3538,3504,2212,1292
"wielkopolskie","ostrowski","Sośnie","301708"," gm.","wiejska",6,5069,2421,2421,2395,1247,1148
"wielkopolskie","ostrzeszowski","Czajków","301801"," gm.","wiejska",2,2013,957,957,943,596,347
"wielkopolskie","ostrzeszowski","Doruchów","301802"," gm.","wiejska",4,3978,1906,1906,1887,1108,779
"wielkopolskie","ostrzeszowski","Grabów nad Prosną","301803"," gm.","miejsko-wiejska",9,6089,2970,2968,2916,1664,1252
"wielkopolskie","ostrzeszowski","Kobyla Góra","301804"," gm.","wiejska",10,4830,2474,2474,2436,973,1463
"wielkopolskie","ostrzeszowski","Kraszewice","301805"," gm.","wiejska",3,2869,1306,1306,1281,706,575
"wielkopolskie","ostrzeszowski","Mikstat","301806"," gm.","miejsko-wiejska",7,5004,2332,2332,2301,1422,879
"wielkopolskie","ostrzeszowski","Ostrzeszów","301807"," gm.","miejsko-wiejska",15,18715,9621,9620,9493,3844,5649
"wielkopolskie","pilski","Piła","301901"," m.","miejska",35,58186,33568,33561,33136,10124,23012
"wielkopolskie","pilski","Białośliwie","301902"," gm.","wiejska",5,3767,1904,1904,1881,833,1048
"wielkopolskie","pilski","Kaczory","301903"," gm.","wiejska",5,5889,3261,3261,3209,1208,2001
"wielkopolskie","pilski","Łobżenica","301904"," gm.","miejsko-wiejska",6,7557,3713,3713,3652,2035,1617
"wielkopolskie","pilski","Miasteczko Krajeńskie","301905"," gm.","wiejska",3,2519,1208,1208,1196,515,681
"wielkopolskie","pilski","Szydłowo","301906"," gm.","wiejska",7,6176,2887,2886,2849,866,1983
"wielkopolskie","pilski","Ujście","301907"," gm.","miejsko-wiejska",7,6302,3151,3151,3108,1012,2096
"wielkopolskie","pilski","Wyrzysk","301908"," gm.","miejsko-wiejska",11,10951,5428,5426,5367,2336,3031
"wielkopolskie","pilski","Wysoka","301909"," gm.","miejsko-wiejska",3,5209,2430,2430,2412,1026,1386
"wielkopolskie","pleszewski","Chocz","302001"," gm.","wiejska",4,3725,1731,1731,1719,927,792
"wielkopolskie","pleszewski","Czermin","302002"," gm.","wiejska",3,3774,1857,1857,1822,1242,580
"wielkopolskie","pleszewski","Dobrzyca","302003"," gm.","wiejska",8,6483,3079,3079,3033,1514,1519
"wielkopolskie","pleszewski","Gizałki","302004"," gm.","wiejska",4,3568,1497,1497,1471,933,538
"wielkopolskie","pleszewski","Gołuchów","302005"," gm.","wiejska",7,7849,3947,3946,3887,2232,1655
"wielkopolskie","pleszewski","Pleszew","302006"," gm.","miejsko-wiejska",26,23965,12172,12171,11988,4883,7105
"wielkopolskie","poznański","Luboń","302101"," m.","miejska",13,21756,13432,13428,13279,3838,9441
"wielkopolskie","poznański","Puszczykowo","302102"," m.","miejska",5,7319,5243,5241,5189,1455,3734
"wielkopolskie","poznański","Buk","302103"," gm.","miejsko-wiejska",6,9302,5191,5191,5129,2172,2957
"wielkopolskie","poznański","Czerwonak","302104"," gm.","wiejska",14,19678,11753,11751,11602,3174,8428
"wielkopolskie","poznański","Dopiewo","302105"," gm.","wiejska",10,12706,7903,7902,7808,2235,5573
"wielkopolskie","poznański","Kleszczewo","302106"," gm.","wiejska",3,4273,2641,2641,2608,982,1626
"wielkopolskie","poznański","Komorniki","302107"," gm.","wiejska",12,13699,8434,8414,8305,2152,6153
"wielkopolskie","poznański","Kostrzyn","302108"," gm.","miejsko-wiejska",11,12923,6757,6754,6662,2478,4184
"wielkopolskie","poznański","Kórnik","302109"," gm.","miejsko-wiejska",9,15116,8993,8992,8903,2986,5917
"wielkopolskie","poznański","Mosina","302110"," gm.","miejsko-wiejska",20,20816,12488,12488,12341,4065,8276
"wielkopolskie","poznański","Murowana Goślina","302111"," gm.","miejsko-wiejska",11,12672,7165,7162,7072,1784,5288
"wielkopolskie","poznański","Pobiedziska","302112"," gm.","miejsko-wiejska",9,13777,7903,7901,7809,2429,5380
"wielkopolskie","poznański","Rokietnica","302113"," gm.","wiejska",6,8660,5331,5331,5266,1458,3808
"wielkopolskie","poznański","Stęszew","302114"," gm.","miejsko-wiejska",8,11312,5782,5781,5708,2004,3704
"wielkopolskie","poznański","Suchy Las","302115"," gm.","wiejska",7,10459,7142,7141,7066,1781,5285
"wielkopolskie","poznański","Swarzędz","302116"," gm.","miejsko-wiejska",23,32860,19981,19961,19716,6052,13664
"wielkopolskie","poznański","Tarnowo Podgórne","302117"," gm.","wiejska",11,15838,10012,10012,9898,2846,7052
"wielkopolskie","rawicki","Bojanowo","302201"," gm.","miejsko-wiejska",7,6870,3035,3034,2979,1063,1916
"wielkopolskie","rawicki","Jutrosin","302202"," gm.","miejsko-wiejska",4,5516,2476,2476,2449,1094,1355
"wielkopolskie","rawicki","Miejska Górka","302203"," gm.","miejsko-wiejska",6,7301,3391,3391,3341,1519,1822
"wielkopolskie","rawicki","Pakosław","302204"," gm.","wiejska",4,3496,1679,1679,1649,704,945
"wielkopolskie","rawicki","Rawicz","302205"," gm.","miejsko-wiejska",19,24246,12410,12409,12252,3920,8332
"wielkopolskie","słupecki","Słupca","302301"," m.","miejska",8,11718,6514,6513,6411,2670,3741
"wielkopolskie","słupecki","Lądek","302302"," gm.","wiejska",3,4579,2171,2171,2136,1266,870
"wielkopolskie","słupecki","Orchowo","302303"," gm.","wiejska",4,3180,1610,1610,1595,791,804
"wielkopolskie","słupecki","Ostrowite","302304"," gm.","wiejska",4,4388,2169,2168,2144,1272,872
"wielkopolskie","słupecki","Powidz","302305"," gm.","wiejska",2,2291,1476,1476,1458,537,921
"wielkopolskie","słupecki","Słupca","302306"," gm.","wiejska",6,7163,3218,3218,3180,1998,1182
"wielkopolskie","słupecki","Strzałkowo","302307"," gm.","wiejska",6,7693,3777,3772,3675,1821,1854
"wielkopolskie","słupecki","Zagórów","302308"," gm.","miejsko-wiejska",5,7159,3052,3052,3006,1633,1373
"wielkopolskie","szamotulski","Obrzycko","302401"," m.","miejska",1,1817,970,970,962,339,623
"wielkopolskie","szamotulski","Duszniki","302402"," gm.","wiejska",4,6512,3207,3205,3166,1447,1719
"wielkopolskie","szamotulski","Kaźmierz","302403"," gm.","wiejska",5,5769,2867,2867,2829,864,1965
"wielkopolskie","szamotulski","Obrzycko","302404"," gm.","wiejska",2,3321,1336,1336,1318,478,840
"wielkopolskie","szamotulski","Ostroróg","302405"," gm.","miejsko-wiejska",2,3824,1711,1711,1689,625,1064
"wielkopolskie","szamotulski","Pniewy","302406"," gm.","miejsko-wiejska",7,9593,4876,4875,4827,1792,3035
"wielkopolskie","szamotulski","Szamotuły","302407"," gm.","miejsko-wiejska",17,22958,12233,12231,12095,3743,8352
"wielkopolskie","szamotulski","Wronki","302408"," gm.","miejsko-wiejska",12,16133,8249,8249,8156,2157,5999
"wielkopolskie","średzki","Dominowo","302501"," gm.","wiejska",3,2246,1094,1094,1076,587,489
"wielkopolskie","średzki","Krzykosy","302502"," gm.","wiejska",4,5144,2428,2428,2394,1192,1202
"wielkopolskie","średzki","Nowe Miasto nad Wartą","302503"," gm.","wiejska",5,7033,3269,3269,3233,1476,1757
"wielkopolskie","średzki","Środa Wielkopolska","302504"," gm.","miejsko-wiejska",18,23961,12833,12828,12644,4825,7819
"wielkopolskie","średzki","Zaniemyśl","302505"," gm.","wiejska",4,5078,2693,2682,2646,988,1658
"wielkopolskie","śremski","Brodnica","302601"," gm.","wiejska",4,3706,1653,1653,1633,522,1111
"wielkopolskie","śremski","Dolsk","302602"," gm.","miejsko-wiejska",4,4543,2043,2042,2014,1006,1008
"wielkopolskie","śremski","Książ Wielkopolski","302603"," gm.","miejsko-wiejska",4,6514,2963,2963,2911,1490,1421
"wielkopolskie","śremski","Śrem","302604"," gm.","miejsko-wiejska",27,31783,17456,17450,17221,6496,10725
"wielkopolskie","turecki","Turek","302701"," m.","miejska",14,23649,13531,13529,13382,6710,6672
"wielkopolskie","turecki","Brudzew","302702"," gm.","wiejska",6,4731,2497,2497,2470,1855,615
"wielkopolskie","turecki","Dobra","302703"," gm.","miejsko-wiejska",6,5124,2537,2536,2509,1706,803
"wielkopolskie","turecki","Kawęczyn","302704"," gm.","wiejska",4,4163,1984,1984,1964,1484,480
"wielkopolskie","turecki","Malanów","302705"," gm.","wiejska",4,4962,2221,2221,2209,1422,787
"wielkopolskie","turecki","Przykona","302706"," gm.","wiejska",3,3360,1667,1667,1655,1263,392
"wielkopolskie","turecki","Tuliszków","302707"," gm.","miejsko-wiejska",6,8217,4145,4145,4102,2753,1349
"wielkopolskie","turecki","Turek","302708"," gm.","wiejska",5,6248,3065,3065,3017,2067,950
"wielkopolskie","turecki","Władysławów","302709"," gm.","wiejska",6,6204,3652,3651,3602,2693,909
"wielkopolskie","wągrowiecki","Wągrowiec","302801"," m.","miejska",11,19780,10750,10748,10592,3367,7225
"wielkopolskie","wągrowiecki","Damasławek","302802"," gm.","wiejska",4,4416,2160,2160,2131,1032,1099
"wielkopolskie","wągrowiecki","Gołańcz","302803"," gm.","miejsko-wiejska",7,6500,3020,3020,2980,1190,1790
"wielkopolskie","wągrowiecki","Mieścisko","302804"," gm.","wiejska",5,4623,2067,2067,2042,854,1188
"wielkopolskie","wągrowiecki","Skoki","302805"," gm.","miejsko-wiejska",7,7114,3468,3468,3429,1144,2285
"wielkopolskie","wągrowiecki","Wapno","302806"," gm.","wiejska",2,2423,1045,1045,1021,378,643
"wielkopolskie","wągrowiecki","Wągrowiec","302807"," gm.","wiejska",7,8785,3948,3948,3902,1642,2260
"wielkopolskie","wolsztyński","Przemęt","302901"," gm.","wiejska",8,11159,5537,5536,5480,2322,3158
"wielkopolskie","wolsztyński","Siedlec","302902"," gm.","wiejska",7,9360,4686,4686,4600,1644,2956
"wielkopolskie","wolsztyński","Wolsztyn","302903"," gm.","miejsko-wiejska",22,23214,13167,13164,13001,4076,8925
"wielkopolskie","wrzesiński","Kołaczkowo","303001"," gm.","wiejska",5,4725,2277,2277,2250,1252,998
"wielkopolskie","wrzesiński","Miłosław","303002"," gm.","miejsko-wiejska",7,8309,4019,4019,3975,1704,2271
"wielkopolskie","wrzesiński","Nekla","303003"," gm.","miejsko-wiejska",4,5421,2757,2757,2716,1223,1493
"wielkopolskie","wrzesiński","Pyzdry","303004"," gm.","miejsko-wiejska",6,5709,2608,2607,2580,1374,1206
"wielkopolskie","wrzesiński","Września","303005"," gm.","miejsko-wiejska",27,35270,18850,18849,18626,7789,10837
"wielkopolskie","złotowski","Złotów","303101"," m.","miejska",10,15052,8204,8204,8128,2586,5542
"wielkopolskie","złotowski","Jastrowie","303102"," gm.","miejsko-wiejska",6,9199,4197,4197,4155,1441,2714
"wielkopolskie","złotowski","Krajenka","303103"," gm.","miejsko-wiejska",5,5694,2820,2820,2801,968,1833
"wielkopolskie","złotowski","Lipka","303104"," gm.","wiejska",4,4352,1844,1844,1827,682,1145
"wielkopolskie","złotowski","Okonek","303105"," gm.","miejsko-wiejska",8,7180,3254,3250,3208,1021,2187
"wielkopolskie","złotowski","Tarnówka","303106"," gm.","wiejska",3,2531,1183,1183,1168,447,721
"wielkopolskie","złotowski","Zakrzewo","303107"," gm.","wiejska",4,3824,1994,1994,1970,785,1185
"wielkopolskie","złotowski","Złotów","303108"," gm.","wiejska",5,7053,2924,2924,2901,1046,1855
"wielkopolskie","Kalisz","Kalisz","306101"," m.","miejska",55,83977,48136,48126,47563,18272,29291
"wielkopolskie","Konin","Konin","306201"," m.","miejska",46,63963,36735,36733,36231,16516,19715
"wielkopolskie","Leszno","Leszno","306301"," m.","miejska",34,50286,28273,28267,27924,8599,19325
"wielkopolskie","Poznań","Poznań","306401"," m.","miejska",298,431897,272947,272770,269384,74604,194780
"zachodniopomorskie","białogardzki","Białogard","320101"," m.","miejska",18,19316,9944,9944,9850,3067,6783
