"Województwo","Powiat","Gmina","Teryt","Typ.gminy","typ_gminy","L.obwodów","Uprawnieni.do.głosowania","Wydane.karty.do.głosowania","Głosy.oddane","Głosy.ważne","Jarosław.Aleksander.KACZYŃSKI","Bronisław.Maria.KOMOROWSKI"
"lubelskie","Chełm","Chełm","066201"," m.","miejska",36,54972,29379,29379,29003,13880,15123
"lubelskie","Lublin","Lublin","066301"," m.","miejska",211,276097,167556,167491,165683,83261,82422
"lubelskie","Zamość","Zamość","066401"," m.","miejska",32,54237,29706,29698,29397,15567,13830
"lubuskie","gorzowski","Kostrzyn nad Odrą","080101"," m.","miejska",11,13830,6858,6858,6793,2141,4652
"lubuskie","gorzowski","Bogdaniec","080102"," gm.","wiejska",4,5225,2369,2369,2340,929,1411
"lubuskie","gorzowski","Deszczno","080103"," gm.","wiejska",5,6334,2878,2877,2844,1167,1677
"lubuskie","gorzowski","Kłodawa","080104"," gm.","wiejska",8,5560,3047,3047,3006,859,2147
"lubuskie","gorzowski","Lubiszyn","080105"," gm.","wiejska",7,5310,2264,2264,2235,731,1504
"lubuskie","gorzowski","Santok","080106"," gm.","wiejska",6,6026,2677,2677,2640,834,1806
"lubuskie","gorzowski","Witnica","080107"," gm.","miejsko-wiejska",11,10010,4271,4271,4184,1658,2526
"lubuskie","krośnieński","Gubin","080201"," m.","miejska",10,13497,6491,6490,6386,1681,4705
"lubuskie","krośnieński","Bobrowice","080202"," gm.","wiejska",3,2602,1230,1230,1226,433,793
"lubuskie","krośnieński","Bytnica","080203"," gm.","wiejska",2,2117,772,772,761,287,474
"lubuskie","krośnieński","Dąbie","080204"," gm.","wiejska",7,3938,1694,1694,1668,600,1068
"lubuskie","krośnieński","Gubin","080205"," gm.","wiejska",11,5782,2365,2364,2342,824,1518
"lubuskie","krośnieński","Krosno Odrzańskie","080206"," gm.","miejsko-wiejska",13,14927,7416,7416,7320,2386,4934
"lubuskie","krośnieński","Maszewo","080207"," gm.","wiejska",2,2300,806,806,797,294,503
"lubuskie","międzyrzecki","Bledzew","080301"," gm.","wiejska",2,3845,1649,1649,1632,478,1154
"lubuskie","międzyrzecki","Międzyrzecz","080302"," gm.","miejsko-wiejska",18,21136,10584,10582,10486,3289,7197
"lubuskie","międzyrzecki","Przytoczna","080303"," gm.","wiejska",8,4664,2190,2190,2155,596,1559
"lubuskie","międzyrzecki","Pszczew","080304"," gm.","wiejska",5,3780,1963,1962,1948,626,1322
"lubuskie","międzyrzecki","Skwierzyna","080305"," gm.","miejsko-wiejska",11,10140,4937,4936,4889,1590,3299
"lubuskie","międzyrzecki","Trzciel","080306"," gm.","miejsko-wiejska",4,5204,2308,2302,2276,770,1506
"lubuskie","nowosolski","Nowa Sól","080401"," m.","miejska",19,32496,16602,16592,16427,5941,10486
"lubuskie","nowosolski","Bytom Odrzański","080402"," gm.","miejsko-wiejska",2,4229,1864,1864,1848,696,1152
"lubuskie","nowosolski","Kolsko","080403"," gm.","wiejska",2,2700,1200,1200,1187,452,735
"lubuskie","nowosolski","Kożuchów","080404"," gm.","miejsko-wiejska",11,12681,5607,5607,5554,2115,3439
"lubuskie","nowosolski","Nowa Sól","080405"," gm.","wiejska",5,5273,2343,2343,2334,1073,1261
"lubuskie","nowosolski","Nowe Miasteczko","080406"," gm.","miejsko-wiejska",5,4367,1938,1932,1886,861,1025
"lubuskie","nowosolski","Otyń","080407"," gm.","wiejska",3,4941,2284,2284,2258,889,1369
"lubuskie","nowosolski","Siedlisko","080408"," gm.","wiejska",2,2714,1170,1170,1160,522,638
"lubuskie","słubicki","Cybinka","080501"," gm.","miejsko-wiejska",4,5336,2248,2247,2218,874,1344
"lubuskie","słubicki","Górzyca","080502"," gm.","wiejska",3,3251,1384,1384,1368,561,807
"lubuskie","słubicki","Ośno Lubuskie","080503"," gm.","miejsko-wiejska",4,5049,2277,2276,2247,661,1586
"lubuskie","słubicki","Rzepin","080504"," gm.","miejsko-wiejska",5,7741,3567,3566,3519,1166,2353
"lubuskie","słubicki","Słubice","080505"," gm.","miejsko-wiejska",13,15364,7854,7853,7782,2231,5551
"lubuskie","strzelecko-drezdenecki","Dobiegniew","080601"," gm.","miejsko-wiejska",6,5854,2583,2583,2559,856,1703
"lubuskie","strzelecko-drezdenecki","Drezdenko","080602"," gm.","miejsko-wiejska",12,14152,6737,6737,6666,2423,4243
"lubuskie","strzelecko-drezdenecki","Stare Kurowo","080603"," gm.","wiejska",4,3336,1399,1399,1381,464,917
"lubuskie","strzelecko-drezdenecki","Strzelce Krajeńskie","080604"," gm.","miejsko-wiejska",10,13917,6016,6015,5954,1662,4292
"lubuskie","strzelecko-drezdenecki","Zwierzyn","080605"," gm.","wiejska",4,3398,1449,1449,1433,526,907
"lubuskie","sulęciński","Krzeszyce","080701"," gm.","wiejska",3,3680,1693,1693,1674,634,1040
"lubuskie","sulęciński","Lubniewice","080702"," gm.","miejsko-wiejska",4,2638,1258,1258,1242,393,849
"lubuskie","sulęciński","Słońsk","080703"," gm.","wiejska",5,4195,1899,1900,1878,726,1152
"lubuskie","sulęciński","Sulęcin","080704"," gm.","miejsko-wiejska",15,12724,6100,6100,6036,2395,3641
"lubuskie","sulęciński","Torzym","080705"," gm.","miejsko-wiejska",7,5626,2340,2340,2295,681,1614
"lubuskie","świebodziński","Lubrza","080801"," gm.","wiejska",2,2860,1326,1326,1311,403,908
"lubuskie","świebodziński","Łagów","080802"," gm.","wiejska",3,4548,2109,2109,2092,652,1440
"lubuskie","świebodziński","Skąpe","080803"," gm.","wiejska",4,4462,2059,2059,2036,618,1418
"lubuskie","świebodziński","Szczaniec","080804"," gm.","wiejska",3,3065,1393,1393,1377,577,800
"lubuskie","świebodziński","Świebodzin","080805"," gm.","miejsko-wiejska",18,23621,11914,11913,11775,3990,7785
"lubuskie","świebodziński","Zbąszynek","080806"," gm.","miejsko-wiejska",4,6570,3355,3353,3314,894,2420
"lubuskie","zielonogórski","Babimost","080901"," gm.","miejsko-wiejska",4,4967,2611,2611,2578,702,1876
"lubuskie","zielonogórski","Bojadła","080902"," gm.","wiejska",3,2683,1168,1168,1158,348,810
"lubuskie","zielonogórski","Czerwieńsk","080903"," gm.","miejsko-wiejska",7,7451,3641,3641,3594,1114,2480
"lubuskie","zielonogórski","Kargowa","080904"," gm.","miejsko-wiejska",3,4624,2065,2065,2045,608,1437
"lubuskie","zielonogórski","Nowogród Bobrzański","080905"," gm.","miejsko-wiejska",7,8372,3924,3924,3878,1083,2795
"lubuskie","zielonogórski","Sulechów","080906"," gm.","miejsko-wiejska",17,20889,10315,10314,10198,3116,7082
"lubuskie","zielonogórski","Świdnica","080907"," gm.","wiejska",3,4705,2464,2464,2430,644,1786
"lubuskie","zielonogórski","Trzebiechów","080908"," gm.","wiejska",5,2556,1016,1016,1000,296,704
"lubuskie","zielonogórski","Zabór","080909"," gm.","wiejska",3,2832,1434,1434,1422,409,1013
"lubuskie","zielonogórski","Zielona Góra","080910"," gm.","wiejska",7,13510,7369,7369,7306,2300,5006
"lubuskie","żagański","Gozdnica","081001"," m.","miejska",3,2733,1118,1118,1107,380,727
"lubuskie","żagański","Żagań","081002"," m.","miejska",14,21018,10781,10770,10656,3552,7104
"lubuskie","żagański","Brzeźnica","081003"," gm.","wiejska",4,2969,1378,1378,1366,650,716
"lubuskie","żagański","Iłowa","081004"," gm.","miejsko-wiejska",6,5742,2557,2558,2522,825,1697
"lubuskie","żagański","Małomice","081005"," gm.","miejsko-wiejska",3,4422,1833,1833,1802,659,1143
"lubuskie","żagański","Niegosławice","081006"," gm.","wiejska",3,3650,1517,1517,1502,858,644
"lubuskie","żagański","Szprotawa","081007"," gm.","miejsko-wiejska",12,17275,7525,7525,7449,2762,4687
"lubuskie","żagański","Wymiarki","081008"," gm.","wiejska",2,1994,825,825,808,326,482
"lubuskie","żagański","Żagań","081009"," gm.","wiejska",7,5444,2197,2197,2173,812,1361
"lubuskie","żarski","Łęknica","081101"," m.","miejska",1,1986,783,783,782,215,567
"lubuskie","żarski","Żary","081102"," m.","miejska",22,31034,16085,16074,15883,5076,10807
"lubuskie","żarski","Brody","081103"," gm.","wiejska",2,2766,1154,1154,1141,367,774
"lubuskie","żarski","Jasień","081104"," gm.","miejsko-wiejska",4,5721,2373,2373,2348,843,1505
"lubuskie","żarski","Lipinki Łużyckie","081105"," gm.","wiejska",3,2559,1026,1026,1016,364,652
"lubuskie","żarski","Lubsko","081106"," gm.","miejsko-wiejska",12,15467,6773,6769,6685,2073,4612
"lubuskie","żarski","Przewóz","081107"," gm.","wiejska",3,2535,1065,1065,1054,407,647
"lubuskie","żarski","Trzebiel","081108"," gm.","wiejska",5,4643,1888,1888,1861,668,1193
"lubuskie","żarski","Tuplice","081109"," gm.","wiejska",2,2630,1083,1083,1066,315,751
"lubuskie","żarski","Żary","081110"," gm.","wiejska",8,9221,4005,4004,3968,1523,2445
"lubuskie","wschowski","Sława","081201"," gm.","miejsko-wiejska",12,10345,5304,5304,5242,1797,3445
"lubuskie","wschowski","Szlichtyngowa","081202"," gm.","miejsko-wiejska",3,3925,1778,1777,1761,943,818
"lubuskie","wschowski","Wschowa","081203"," gm.","miejsko-wiejska",16,17181,8696,8695,8572,3664,4908
"lubuskie","Gorzów Wielkopolski","Gorzów Wielkopolski","086101"," m.","miejska",68,98552,52992,52957,52362,17759,34603
"lubuskie","Zielona Góra","Zielona Góra","086201"," m.","miejska",61,91598,54575,54546,53911,15415,38496
"łódzkie","bełchatowski","Bełchatów","100101"," m.","miejska",32,49408,29528,29522,29091,19097,9994
"łódzkie","bełchatowski","Bełchatów","100102"," gm.","wiejska",8,7907,4792,4792,4729,3721,1008
"łódzkie","bełchatowski","Drużbice","100103"," gm.","wiejska",4,4066,2220,2220,2189,1603,586
"łódzkie","bełchatowski","Kleszczów","100104"," gm.","wiejska",3,3524,2144,2144,2115,1607,508
"łódzkie","bełchatowski","Kluki","100105"," gm.","wiejska",3,3272,1760,1760,1738,1342,396
"łódzkie","bełchatowski","Rusiec","100106"," gm.","wiejska",4,4275,2493,2493,2442,1737,705
"łódzkie","bełchatowski","Szczerców","100107"," gm.","wiejska",4,6319,3624,3622,3576,2625,951
"łódzkie","bełchatowski","Zelów","100108"," gm.","miejsko-wiejska",10,12185,6583,6583,6487,4535,1952
"łódzkie","kutnowski","Kutno","100201"," m.","miejska",29,38473,21118,21112,20871,10443,10428
"łódzkie","kutnowski","Bedlno","100202"," gm.","wiejska",7,4962,2248,2247,2207,1552,655
"łódzkie","kutnowski","Dąbrowice","100203"," gm.","wiejska",1,1678,786,786,776,598,178
"łódzkie","kutnowski","Krośniewice","100204"," gm.","miejsko-wiejska",7,7310,3322,3322,3284,2010,1274
"łódzkie","kutnowski","Krzyżanów","100205"," gm.","wiejska",4,3589,1709,1708,1681,1205,476
"łódzkie","kutnowski","Kutno","100206"," gm.","wiejska",8,6795,3367,3367,3339,2241,1098
"łódzkie","kutnowski","Łanięta","100207"," gm.","wiejska",3,1989,830,830,815,585,230
"łódzkie","kutnowski","Nowe Ostrowy","100208"," gm.","wiejska",4,3085,1341,1341,1320,797,523
"łódzkie","kutnowski","Oporów","100209"," gm.","wiejska",2,2236,1114,1114,1095,865,230
"łódzkie","kutnowski","Strzelce","100210"," gm.","wiejska",4,3356,1655,1655,1634,1185,449
"łódzkie","kutnowski","Żychlin","100211"," gm.","miejsko-wiejska",8,10672,4829,4828,4770,2682,2088
"łódzkie","łaski","Buczek","100301"," gm.","wiejska",5,3986,2002,2002,1983,1303,680
"łódzkie","łaski","Łask","100302"," gm.","miejsko-wiejska",18,23108,12381,12380,12176,6375,5801
"łódzkie","łaski","Sędziejowice","100303"," gm.","wiejska",7,5223,2705,2705,2679,1796,883
"łódzkie","łaski","Widawa","100304"," gm.","wiejska",7,6510,3304,3304,3268,2396,872
"łódzkie","łaski","Wodzierady","100305"," gm.","wiejska",2,2632,1453,1453,1436,861,575
"łódzkie","łęczycki","Łęczyca","100401"," m.","miejska",11,12313,6544,6543,6456,2681,3775
"łódzkie","łęczycki","Daszyna","100402"," gm.","wiejska",2,3441,1485,1483,1467,1050,417
"łódzkie","łęczycki","Góra Świętej Małgorzaty","100403"," gm.","wiejska",6,3612,1784,1784,1766,1413,353
"łódzkie","łęczycki","Grabów","100404"," gm.","wiejska",7,5262,2589,2587,2571,1992,579
"łódzkie","łęczycki","Łęczyca","100405"," gm.","wiejska",9,7965,3980,3979,3937,2572,1365
"łódzkie","łęczycki","Piątek","100406"," gm.","wiejska",5,5205,2632,2632,2606,1954,652
"łódzkie","łęczycki","Świnice Warckie","100407"," gm.","wiejska",4,3289,1595,1595,1576,1101,475
"łódzkie","łęczycki","Witonia","100408"," gm.","wiejska",4,2847,1389,1389,1374,977,397
"łódzkie","łowicki","Łowicz","100501"," m.","miejska",18,24944,14290,14277,14109,6831,7278
"łódzkie","łowicki","Bielawy","100502"," gm.","wiejska",8,4865,2313,2313,2268,1547,721
"łódzkie","łowicki","Chąśno","100503"," gm.","wiejska",3,2479,1330,1330,1315,1074,241
"łódzkie","łowicki","Domaniewice","100504"," gm.","wiejska",3,3739,1824,1824,1810,1369,441
"łódzkie","łowicki","Kiernozia","100505"," gm.","wiejska",3,2958,1512,1512,1490,1179,311
"łódzkie","łowicki","Kocierzew Południowy","100506"," gm.","wiejska",3,3589,2087,2087,2060,1688,372
"łódzkie","łowicki","Łowicz","100507"," gm.","wiejska",8,5905,3208,3206,3163,2231,932
"łódzkie","łowicki","Łyszkowice","100508"," gm.","wiejska",8,5408,2654,2654,2610,1829,781
"łódzkie","łowicki","Nieborów","100509"," gm.","wiejska",7,7659,4047,4046,3992,2672,1320
"łódzkie","łowicki","Zduny","100510"," gm.","wiejska",4,4953,2441,2441,2405,1685,720
"łódzkie","łódzki wschodni","Andrespol","100602"," gm.","wiejska",10,9877,6033,6029,5963,2855,3108
"łódzkie","łódzki wschodni","Brójce","100603"," gm.","wiejska",3,4571,2642,2642,2619,1737,882
"łódzkie","łódzki wschodni","Koluszki","100607"," gm.","miejsko-wiejska",18,18728,10969,10967,10815,5897,4918
"łódzkie","łódzki wschodni","Nowosolna","100608"," gm.","wiejska",4,3176,1950,1950,1927,880,1047
"łódzkie","łódzki wschodni","Rzgów","100610"," gm.","miejsko-wiejska",7,7332,4452,4451,4398,2596,1802
"łódzkie","łódzki wschodni","Tuszyn","100611"," gm.","miejsko-wiejska",10,9747,5456,5456,5413,3162,2251
"łódzkie","opoczyński","Białaczów","100701"," gm.","wiejska",5,4843,2569,2569,2522,1862,660
"łódzkie","opoczyński","Drzewica","100702"," gm.","miejsko-wiejska",11,8885,5431,5427,5328,3979,1349
"łódzkie","opoczyński","Mniszków","100703"," gm.","wiejska",4,3805,2236,2235,2218,1674,544
"łódzkie","opoczyński","Opoczno","100704"," gm.","miejsko-wiejska",25,28212,17456,17446,17182,11828,5354
"łódzkie","opoczyński","Paradyż","100705"," gm.","wiejska",4,3598,2158,2158,2135,1806,329
"łódzkie","opoczyński","Poświętne","100706"," gm.","wiejska",4,2878,1814,1814,1796,1373,423
"łódzkie","opoczyński","Sławno","100707"," gm.","wiejska",9,5959,3571,3571,3521,2892,629
"łódzkie","opoczyński","Żarnów","100708"," gm.","wiejska",6,5212,2986,2986,2942,2208,734
"łódzkie","pabianicki","Konstantynów Łódzki","100801"," m.","miejska",10,14336,8080,8078,7982,3529,4453
"łódzkie","pabianicki","Pabianice","100802"," m.","miejska",35,56523,32300,32286,31888,13354,18534
"łódzkie","pabianicki","Dłutów","100803"," gm.","wiejska",3,3381,1965,1965,1950,1306,644
"łódzkie","pabianicki","Dobroń","100804"," gm.","wiejska",4,5580,3168,3168,3142,1610,1532
"łódzkie","pabianicki","Ksawerów","100805"," gm.","wiejska",6,5847,3410,3409,3364,1538,1826
"łódzkie","pabianicki","Lutomiersk","100806"," gm.","wiejska",5,5941,3163,3163,3127,1757,1370
"łódzkie","pabianicki","Pabianice","100807"," gm.","wiejska",4,4808,2883,2883,2845,1650,1195
"łódzkie","pajęczański","Działoszyn","100901"," gm.","miejsko-wiejska",10,10457,5387,5386,5304,3245,2059
"łódzkie","pajęczański","Kiełczygłów","100902"," gm.","wiejska",3,3549,1904,1904,1884,1420,464
"łódzkie","pajęczański","Nowa Brzeźnica","100903"," gm.","wiejska",4,3994,2018,2018,1990,1364,626
"łódzkie","pajęczański","Pajęczno","100904"," gm.","miejsko-wiejska",5,9653,5125,5125,5059,3333,1726
"łódzkie","pajęczański","Rząśnia","100905"," gm.","wiejska",5,3808,2132,2132,2114,1632,482
"łódzkie","pajęczański","Siemkowice","100906"," gm.","wiejska",4,3984,1977,1977,1960,1399,561
"łódzkie","pajęczański","Strzelce Wielkie","100907"," gm.","wiejska",3,3923,2084,2084,2061,1602,459
"łódzkie","pajęczański","Sulmierzyce","100908"," gm.","wiejska",4,3737,2155,2155,2121,1585,536
"łódzkie","piotrkowski","Aleksandrów","101001"," gm.","wiejska",5,3879,2207,2206,2188,1628,560
"łódzkie","piotrkowski","Czarnocin","101002"," gm.","wiejska",3,3205,1825,1824,1806,1346,460
"łódzkie","piotrkowski","Gorzkowice","101003"," gm.","wiejska",9,6816,3748,3747,3697,2918,779
"łódzkie","piotrkowski","Grabica","101004"," gm.","wiejska",5,4821,2701,2701,2673,2075,598
"łódzkie","piotrkowski","Łęki Szlacheckie","101005"," gm.","wiejska",3,3023,1508,1508,1497,1152,345
"łódzkie","piotrkowski","Moszczenica","101006"," gm.","wiejska",8,10130,5754,5754,5694,4220,1474
"łódzkie","piotrkowski","Ręczno","101007"," gm.","wiejska",3,3187,1806,1806,1781,1206,575
"łódzkie","piotrkowski","Rozprza","101008"," gm.","wiejska",9,9419,5048,5048,4979,3759,1220
"łódzkie","piotrkowski","Sulejów","101009"," gm.","miejsko-wiejska",10,12807,7584,7583,7485,4981,2504
"łódzkie","piotrkowski","Wola Krzysztoporska","101010"," gm.","wiejska",7,9044,5315,5315,5265,4268,997
"łódzkie","piotrkowski","Wolbórz","101011"," gm.","wiejska",6,6289,3881,3880,3812,2484,1328
"łódzkie","poddębicki","Dalików","101101"," gm.","wiejska",5,3067,1529,1529,1510,996,514
"łódzkie","poddębicki","Pęczniew","101102"," gm.","wiejska",5,3159,1670,1670,1637,1027,610
"łódzkie","poddębicki","Poddębice","101103"," gm.","miejsko-wiejska",15,13009,6624,6623,6521,3547,2974
"łódzkie","poddębicki","Uniejów","101104"," gm.","miejsko-wiejska",6,6320,3479,3478,3443,2358,1085
"łódzkie","poddębicki","Wartkowice","101105"," gm.","wiejska",10,5101,2393,2393,2362,1656,706
"łódzkie","poddębicki","Zadzim","101106"," gm.","wiejska",6,4439,2315,2315,2287,1460,827
"łódzkie","radomszczański","Radomsko","101201"," m.","miejska",27,39351,21322,21321,21060,10873,10187
"łódzkie","radomszczański","Dobryszyce","101202"," gm.","wiejska",3,3267,1687,1687,1669,1167,502
"łódzkie","radomszczański","Gidle","101203"," gm.","wiejska",5,5346,2531,2531,2493,1532,961
"łódzkie","radomszczański","Gomunice","101204"," gm.","wiejska",5,4710,2640,2640,2596,1816,780
"łódzkie","radomszczański","Kamieńsk","101205"," gm.","miejsko-wiejska",4,4784,2830,2829,2794,2183,611
"łódzkie","radomszczański","Kobiele Wielkie","101206"," gm.","wiejska",4,3605,1693,1692,1672,1111,561
"łódzkie","radomszczański","Kodrąb","101207"," gm.","wiejska",6,3873,1918,1918,1888,1321,567
"łódzkie","radomszczański","Lgota Wielka","101208"," gm.","wiejska",3,3464,1778,1778,1726,1238,488
"łódzkie","radomszczański","Ładzice","101209"," gm.","wiejska",5,3870,1868,1868,1836,1203,633
"łódzkie","radomszczański","Masłowice","101210"," gm.","wiejska",4,3618,1761,1761,1743,1299,444
"łódzkie","radomszczański","Przedbórz","101211"," gm.","miejsko-wiejska",5,6246,3315,3312,3262,2179,1083
"łódzkie","radomszczański","Radomsko","101212"," gm.","wiejska",5,4471,2295,2295,2264,1450,814
"łódzkie","radomszczański","Wielgomłyny","101213"," gm.","wiejska",5,3976,1927,1927,1906,1443,463
"łódzkie","radomszczański","Żytno","101214"," gm.","wiejska",4,4786,2175,2175,2147,1468,679
"łódzkie","rawski","Rawa Mazowiecka","101301"," m.","miejska",10,14415,8398,8398,8293,4855,3438
"łódzkie","rawski","Biała Rawska","101302"," gm.","miejsko-wiejska",7,9436,4832,4831,4782,3470,1312
"łódzkie","rawski","Cielądz","101303"," gm.","wiejska",3,3319,1679,1679,1670,1333,337
"łódzkie","rawski","Rawa Mazowiecka","101304"," gm.","wiejska",5,6857,3563,3562,3535,2713,822
"łódzkie","rawski","Regnów","101305"," gm.","wiejska",1,1476,755,755,749,614,135
"łódzkie","rawski","Sadkowice","101306"," gm.","wiejska",4,4684,2375,2375,2350,1883,467
"łódzkie","sieradzki","Sieradz","101401"," m.","miejska",27,35909,20968,20964,20640,9880,10760
"łódzkie","sieradzki","Błaszki","101402"," gm.","miejsko-wiejska",10,12016,5888,5888,5816,4270,1546
"łódzkie","sieradzki","Brąszewice","101403"," gm.","wiejska",4,3404,1860,1860,1843,1451,392
"łódzkie","sieradzki","Brzeźnio","101404"," gm.","wiejska",5,4934,2547,2547,2505,1550,955
"łódzkie","sieradzki","Burzenin","101405"," gm.","wiejska",6,4626,2304,2304,2276,1498,778
"łódzkie","sieradzki","Goszczanów","101406"," gm.","wiejska",6,4482,2015,2015,2003,1531,472
"łódzkie","sieradzki","Klonowa","101407"," gm.","wiejska",4,2408,1226,1225,1203,828,375
"łódzkie","sieradzki","Sieradz","101408"," gm.","wiejska",7,7841,4237,4237,4188,2925,1263
"łódzkie","sieradzki","Warta","101409"," gm.","miejsko-wiejska",11,10528,5372,5372,5312,3846,1466
"łódzkie","sieradzki","Wróblew","101410"," gm.","wiejska",4,4934,2346,2346,2320,1729,591
"łódzkie","sieradzki","Złoczew","101411"," gm.","miejsko-wiejska",7,5854,2990,2990,2958,2111,847
"łódzkie","skierniewicki","Bolimów","101501"," gm.","wiejska",4,3372,1807,1806,1774,1135,639
"łódzkie","skierniewicki","Głuchów","101502"," gm.","wiejska",4,4768,3198,3198,3147,2674,473
"łódzkie","skierniewicki","Godzianów","101503"," gm.","wiejska",1,2093,1237,1237,1216,986,230
"łódzkie","skierniewicki","Kowiesy","101504"," gm.","wiejska",4,2508,1358,1358,1339,940,399
"łódzkie","skierniewicki","Lipce Reymontowskie","101505"," gm.","wiejska",3,2676,1419,1419,1395,993,402
"łódzkie","skierniewicki","Maków","101506"," gm.","wiejska",6,4816,2697,2697,2663,1932,731
"łódzkie","skierniewicki","Nowy Kawęczyn","101507"," gm.","wiejska",4,2680,1471,1471,1457,1055,402
"łódzkie","skierniewicki","Skierniewice","101508"," gm.","wiejska",8,5549,2813,2813,2774,1921,853
"łódzkie","skierniewicki","Słupia","101509"," gm.","wiejska",2,2119,1188,1188,1172,938,234
"łódzkie","tomaszowski","Tomaszów Mazowiecki","101601"," m.","miejska",39,52914,30763,30760,30383,15008,15375
"łódzkie","tomaszowski","Będków","101602"," gm.","wiejska",3,2828,1614,1614,1599,1232,367
"łódzkie","tomaszowski","Budziszewice","101603"," gm.","wiejska",3,1817,1126,1126,1114,793,321
"łódzkie","tomaszowski","Czerniewice","101604"," gm.","wiejska",4,4239,2235,2233,2195,1668,527
"łódzkie","tomaszowski","Inowłódz","101605"," gm.","wiejska",4,3613,2263,2263,2236,1225,1011
"łódzkie","tomaszowski","Lubochnia","101606"," gm.","wiejska",6,5764,3374,3374,3328,2484,844
"łódzkie","tomaszowski","Rokiciny","101607"," gm.","wiejska",4,4918,2760,2760,2724,1842,882
"łódzkie","tomaszowski","Rzeczyca","101608"," gm.","wiejska",3,4020,2308,2308,2273,1788,485
"łódzkie","tomaszowski","Tomaszów Mazowiecki","101609"," gm.","wiejska",8,8381,4933,4933,4862,3198,1664
"łódzkie","tomaszowski","Ujazd","101610"," gm.","wiejska",7,6361,3647,3647,3596,2353,1243
"łódzkie","tomaszowski","Żelechlinek","101611"," gm.","wiejska",3,2796,1563,1563,1548,1207,341
"łódzkie","wieluński","Biała","101701"," gm.","wiejska",7,4443,2192,2192,2162,1478,684
"łódzkie","wieluński","Czarnożyły","101702"," gm.","wiejska",4,3630,1933,1933,1914,1285,629
"łódzkie","wieluński","Konopnica","101703"," gm.","wiejska",6,3344,1790,1790,1760,1006,754
"łódzkie","wieluński","Mokrsko","101704"," gm.","wiejska",6,4294,2263,2263,2238,1420,818
"łódzkie","wieluński","Osjaków","101705"," gm.","wiejska",6,3880,2140,2140,2116,1527,589
"łódzkie","wieluński","Ostrówek","101706"," gm.","wiejska",6,3667,1769,1769,1748,1199,549
"łódzkie","wieluński","Pątnów","101707"," gm.","wiejska",10,5150,2779,2779,2741,1981,760
"łódzkie","wieluński","Skomlin","101708"," gm.","wiejska",4,2693,1389,1389,1362,800,562
"łódzkie","wieluński","Wieluń","101709"," gm.","miejsko-wiejska",23,27057,14771,14768,14571,7083,7488
"łódzkie","wieluński","Wierzchlas","101710"," gm.","wiejska",7,5393,2637,2635,2603,1601,1002
"łódzkie","wieruszowski","Bolesławiec","101801"," gm.","wiejska",4,3369,1644,1644,1619,964,655
"łódzkie","wieruszowski","Czastary","101802"," gm.","wiejska",3,3179,1540,1540,1519,1002,517
"łódzkie","wieruszowski","Galewice","101803"," gm.","wiejska",5,4919,2352,2352,2317,1452,865
"łódzkie","wieruszowski","Lututów","101804"," gm.","wiejska",5,3776,1929,1929,1901,1314,587
"łódzkie","wieruszowski","Łubnice","101805"," gm.","wiejska",3,3286,1561,1560,1527,939,588
"łódzkie","wieruszowski","Sokolniki","101806"," gm.","wiejska",4,3893,1958,1958,1938,1277,661
"łódzkie","wieruszowski","Wieruszów","101807"," gm.","miejsko-wiejska",12,11475,6276,6275,6195,3265,2930
"łódzkie","zduńskowolski","Zduńska Wola","101901"," m.","miejska",24,35244,19682,19679,19448,9589,9859
"łódzkie","zduńskowolski","Szadek","101902"," gm.","miejsko-wiejska",8,5923,2974,2974,2934,1917,1017
"łódzkie","zduńskowolski","Zapolice","101903"," gm.","wiejska",4,3834,1863,1863,1847,1148,699
"łódzkie","zduńskowolski","Zduńska Wola","101904"," gm.","wiejska",7,8881,4529,4529,4483,2817,1666
"łódzkie","zgierski","Głowno","102001"," m.","miejska",10,12399,6519,6513,6452,2831,3621
"łódzkie","zgierski","Ozorków","102002"," m.","miejska",11,16633,8696,8696,8613,4336,4277
"łódzkie","zgierski","Zgierz","102003"," m.","miejska",38,46828,26744,26731,26411,11707,14704
"łódzkie","zgierski","Aleksandrów Łódzki","102004"," gm.","miejsko-wiejska",15,22432,12688,12687,12516,5184,7332
"łódzkie","zgierski","Głowno","102005"," gm.","wiejska",5,3932,1990,1990,1962,1412,550
"łódzkie","zgierski","Ozorków","102006"," gm.","wiejska",4,5546,3227,3227,3189,2060,1129
"łódzkie","zgierski","Parzęczew","102007"," gm.","wiejska",5,4030,2193,2193,2177,1206,971
"łódzkie","zgierski","Stryków","102008"," gm.","miejsko-wiejska",9,9881,5410,5408,5360,2778,2582
"łódzkie","zgierski","Zgierz","102009"," gm.","wiejska",8,9943,6026,6014,5953,3128,2825
"łódzkie","brzeziński","Brzeziny","102101"," m.","miejska",8,10084,5476,5475,5407,3052,2355
"łódzkie","brzeziński","Brzeziny","102102"," gm.","wiejska",4,4280,2323,2323,2307,1543,764
"łódzkie","brzeziński","Dmosin","102103"," gm.","wiejska",6,3805,1964,1964,1934,1300,634
"łódzkie","brzeziński","Jeżów","102104"," gm.","wiejska",5,2802,1608,1608,1581,1152,429
"łódzkie","brzeziński","Rogów","102105"," gm.","wiejska",5,3911,2195,2195,2176,1380,796
"łódzkie","Łódź","Łódź","106101"," m.","miejska",397,584653,340231,340076,335822,121265,214557
